Elapsed time [s]	Value [0,1E-05]
3526.994	8.81623E-7
3529.034	8.88531E-7
3531.032	8.88683E-7
3537.098	8.88583E-7
3539.117	8.77498E-7
3541.146	8.77633E-7
3543.160	8.85457E-7
3545.178	8.88815E-7
3547.197	8.88696E-7
3551.240	8.78173E-7
3553.259	8.77339E-7
3555.282	8.87697E-7
3557.301	8.80113E-7
3559.320	8.80836E-7
3561.339	8.88696E-7
3567.400	8.78246E-7
3569.424	8.77531E-7
3573.467	8.87891E-7
3575.485	8.88923E-7
3577.504	8.79171E-7
3579.523	8.88606E-7
3581.547	8.83078E-7
3583.565	8.77451E-7
3585.584	8.82199E-7
3587.608	8.85111E-7
3589.637	8.88594E-7
3591.656	8.88789E-7
3595.698	8.78657E-7
3597.717	8.77378E-7
3599.736	8.77504E-7
3601.760	8.85243E-7
3603.789	8.88558E-7
3605.802	8.88778E-7
3613.882	8.78063E-7
3615.901	8.77884E-7
3617.920	8.88461E-7
3619.944	8.88726E-7
3626.005	8.88637E-7
3628.024	8.77381E-7
3630.043	8.86083E-7
3632.067	8.82698E-7
3634.085	8.77419E-7
3636.104	8.88713E-7
3642.171	8.78382E-7
3644.189	8.77520E-7
3648.232	8.87854E-7
3650.251	8.88690E-7
3652.269	8.85339E-7
3654.288	8.88498E-7
3658.331	8.77375E-7
3662.373	8.78192E-7
3664.392	8.88686E-7
3670.453	8.78846E-7
3672.472	8.77327E-7
3674.496	8.77484E-7
3676.515	8.87427E-7
3678.534	8.88520E-7
3680.557	8.88812E-7
3684.595	8.88659E-7
3686.619	8.88570E-7
3688.638	8.77469E-7
3690.656	8.77368E-7
3692.680	8.88511E-7
3694.699	8.88602E-7
3696.718	8.88691E-7
3702.784	8.78056E-7
3704.798	8.87503E-7
3706.822	8.88867E-7
3708.840	8.77555E-7
3710.864	8.88878E-7
3714.928	8.88683E-7
3716.951	8.84802E-7
3718.965	8.77426E-7
3720.989	8.88161E-7
3723.008	8.88714E-7
3731.088	8.88601E-7
3733.106	8.77292E-7
3735.130	8.80941E-7
3737.149	8.78307E-7
3739.168	8.86882E-7
3741.192	8.88780E-7
3747.253	8.77406E-7
3749.272	8.77586E-7
3753.314	8.87123E-7
3755.333	8.88729E-7
3757.352	8.88613E-7
3759.376	8.88132E-7
3761.395	8.88567E-7
3763.413	8.78245E-7
3765.437	8.77396E-7
3767.456	8.80955E-7
3769.480	8.88707E-7
3775.536	8.86421E-7
3777.555	8.77483E-7
3779.579	8.88136E-7
3781.597	8.88789E-7
3783.632	8.77482E-7
3785.640	8.88749E-7
3789.683	8.88649E-7
3791.701	8.87578E-7
3793.720	8.77329E-7
3797.763	8.88713E-7
3803.824	8.80601E-7
3805.843	8.88704E-7
3807.862	8.77733E-7
3809.885	8.87597E-7
3811.904	8.77704E-7
3813.923	8.88722E-7
3817.971	8.88851E-7
3819.989	8.88714E-7
3822.008	8.77420E-7
3826.046	8.77879E-7
3828.070	8.77576E-7
3830.088	8.88586E-7
3838.168	8.78393E-7
3840.192	8.77352E-7
3842.211	8.86974E-7
3844.230	8.88726E-7
3852.315	8.78109E-7
3854.334	8.87185E-7
3856.352	8.88780E-7
3858.376	8.77523E-7
3860.395	8.88459E-7
3862.414	8.88641E-7
3866.456	8.85327E-7
3868.475	8.77460E-7
3870.499	8.87861E-7
3872.518	8.87965E-7
3874.537	8.88761E-7
3880.598	8.88643E-7
3882.617	8.77714E-7
3884.641	8.85781E-7
3886.659	8.88848E-7
3890.702	8.88714E-7
3894.745	8.88511E-7
3896.763	8.80124E-7
3898.782	8.86017E-7
3900.801	8.88636E-7
3912.923	8.82336E-7
3914.947	8.77469E-7
3916.966	8.88214E-7
3918.985	8.88759E-7
3925.046	8.88566E-7
3927.070	8.85718E-7
3929.089	8.87352E-7
3931.108	8.88672E-7
3943.230	8.79845E-7
3945.249	8.88725E-7
3951.321	8.88852E-7
3955.358	8.88721E-7
3957.372	8.82354E-7
3959.396	8.83518E-7
3961.414	8.88757E-7
3965.457	8.88654E-7
3971.524	8.78014E-7
3973.537	8.77433E-7
3975.556	8.88681E-7
3979.598	8.88780E-7
3985.665	8.88685E-7
3987.679	8.82013E-7
3989.702	8.77516E-7
3991.721	8.87965E-7
3993.740	8.88729E-7
3999.801	8.88564E-7
4001.825	8.85275E-7
4003.844	8.77417E-7
4005.863	8.88642E-7
4007.887	8.78523E-7
4009.905	8.88343E-7
4011.924	8.88745E-7
4017.985	8.77608E-7
4020.009	8.78400E-7
4022.028	8.88741E-7
4032.127	8.84683E-7
4034.146	8.77488E-7
4036.169	8.88717E-7
4038.193	8.85882E-7
4040.212	8.88746E-7
4046.273	8.77816E-7
4048.292	8.77444E-7
4050.316	8.88557E-7
4052.335	8.78829E-7
4054.359	8.88833E-7
4060.415	8.88726E-7
4062.439	8.80240E-7
4064.458	8.77530E-7
4066.481	8.86914E-7
4068.505	8.88498E-7
4070.519	8.88704E-7
4076.580	8.86132E-7
4078.604	8.77452E-7
4080.623	8.88618E-7
4082.642	8.86800E-7
4084.666	8.87264E-7
4086.684	8.88783E-7
4092.740	8.77764E-7
4094.759	8.77485E-7
4096.783	8.88691E-7
4104.873	8.88591E-7
4106.882	8.88487E-7
4108.906	8.77415E-7
4110.925	8.83826E-7
4112.943	8.77373E-7
4114.972	8.88667E-7
4121.029	8.79773E-7
4123.047	8.77413E-7
4125.066	8.88727E-7
4129.109	8.88834E-7
4131.127	8.88743E-7
4135.170	8.88577E-7
4139.207	8.77529E-7
4141.231	8.87103E-7
4143.255	8.91149E-7
4145.274	8.88665E-7
4151.335	8.88511E-7
4153.354	8.80755E-7
4155.373	8.88627E-7
4157.397	8.85676E-7
4159.415	8.87553E-7
4161.434	8.88836E-7
4165.477	8.88608E-7
4167.496	8.79699E-7
4169.519	8.86123E-7
4171.538	8.88560E-7
4175.576	8.88662E-7
4181.637	8.88522E-7
4183.661	8.84390E-7
4185.680	8.88675E-7
4187.704	8.86177E-7
4189.722	8.88630E-7
4191.741	8.88744E-7
4197.808	8.77399E-7
4199.826	8.88395E-7
4201.845	8.86916E-7
4203.864	8.88607E-7
4211.949	8.88499E-7
4213.968	8.77728E-7
4215.986	8.77434E-7
4218.010	8.88628E-7
4228.114	8.85999E-7
4230.133	8.88745E-7
4240.232	8.88562E-7
4242.256	8.86866E-7
4244.275	8.77439E-7
4246.293	8.88543E-7
4250.341	8.88636E-7
4258.416	8.79947E-7
4260.440	8.88646E-7
4264.477	8.88767E-7
4270.539	8.88646E-7
4272.563	8.77313E-7
4274.587	8.88272E-7
4278.639	8.88677E-7
4284.685	8.88556E-7
4288.723	8.79638E-7
4290.742	8.81081E-7
4292.771	8.88720E-7
4298.827	8.88809E-7
4302.864	8.87606E-7
4304.888	8.88643E-7
4308.926	8.88028E-7
4310.950	8.88612E-7
4319.035	8.77645E-7
4321.054	8.88713E-7
4333.176	8.88612E-7
4335.200	8.88706E-7
4339.238	8.88797E-7
4341.256	8.88579E-7
4343.275	8.88675E-7
4345.299	8.88540E-7
4347.318	8.77524E-7
4349.342	8.87692E-7
4351.360	8.88713E-7
4361.459	8.88548E-7
4363.483	8.81916E-7
4365.502	8.88285E-7
4367.526	8.88802E-7
4371.563	8.88713E-7
4375.601	8.88534E-7
4377.625	8.80224E-7
4379.643	8.88427E-7
4381.667	8.88608E-7
4383.686	8.77728E-7
4385.705	8.77456E-7
4389.747	8.77323E-7
4393.785	8.77485E-7
4395.809	8.77334E-7
4405.907	8.77112E-7
4407.931	8.77383E-7
4409.950	8.76706E-7
4413.993	8.77901E-7
4416.011	8.76820E-7
4428.139	8.76928E-7
4432.177	8.77913E-7
4434.196	8.85900E-7
4436.219	8.88693E-7
4438.238	8.88794E-7
4440.257	8.88650E-7
4444.300	8.88527E-7
4446.318	8.88741E-7
4448.337	8.88068E-7
4454.398	8.88443E-7
4466.521	8.88842E-7
4468.545	8.88618E-7
4470.564	8.88327E-7
4472.582	8.78640E-7
4474.617	8.88473E-7
4486.724	8.88572E-7
4500.871	8.88667E-7
4512.993	8.88478E-7
4515.012	8.88601E-7
4517.036	8.88455E-7
4523.102	8.88564E-7
4537.239	8.88658E-7
4551.385	8.88481E-7
4573.607	8.88596E-7
4589.772	8.88493E-7
4603.914	8.88622E-7
4605.932	8.88483E-7
4607.951	8.88596E-7
4609.985	8.88501E-7
4616.047	8.88593E-7
4628.169	8.88445E-7
4646.354	8.88540E-7
4662.514	8.88643E-7
4668.575	8.88530E-7
4694.839	8.90094E-7
4696.863	8.88804E-7
4698.882	8.88684E-7
4700.901	8.88783E-7
4704.943	8.88611E-7
4708.986	8.88507E-7
4715.047	8.88865E-7
4717.066	8.88549E-7
4727.149	8.88642E-7
4743.325	8.88549E-7
4745.344	8.88664E-7
4747.368	8.88487E-7
4759.485	8.88611E-7
4771.608	8.88520E-7
4773.627	8.88611E-7
4785.755	6.62767E-7
4787.773	2.39697E-7
4789.792	1.61162E-7
4791.816	1.44181E-7
4793.835	1.41820E-7
4795.859	1.40050E-7
4801.915	1.40021E-7
4807.976	1.38265E-7
4814.038	1.28512E-7
4816.056	1.26538E-7
4820.099	1.26499E-7
4822.118	1.25089E-7
4824.142	1.24898E-7
4826.160	1.26477E-7
4828.179	1.26498E-7
4830.203	1.25370E-7
4832.222	1.25820E-7
4834.240	1.26526E-7
