Elapsed time [s]	Value [-1,361]
3302.698	250.3120
3304.851	198.8320
3307.003	147.3520
3309.156	95.87200
3311.304	43.60000
3313.451	352.1200
3315.604	300.6400
3317.756	249.1600
3319.904	197.6800
3322.056	146.2000
3324.209	93.92800
3326.357	42.44800
3328.514	350.9680
3330.657	299.4880
3332.809	248.0080
3334.957	196.5280
3337.109	144.2560
3339.257	92.77600
3341.415	41.29600
3343.562	349.8160
3345.710	298.3360
3347.862	246.8560
3350.010	194.5840
3352.162	143.1040
3354.310	91.62400
3356.463	40.14400
3358.615	348.6640
3360.763	297.1840
3362.915	244.9120
3365.063	193.4320
3367.215	141.9520
3369.368	90.47200
3371.515	38.99200
3373.668	347.5120
3375.826	295.2400
3377.968	243.7600
3380.116	192.2800
3382.268	140.8000
3384.431	89.32000
3386.568	37.84000
3388.721	345.5680
3390.869	294.0880
3393.021	242.6080
3395.174	191.1280
3397.321	139.6480
3399.474	88.16800
3401.621	35.89600
3403.779	344.4160
3405.927	292.9360
3408.079	241.4560
3410.227	189.9760
3412.379	138.4960
3414.527	86.22400
3416.674	34.74400
3418.827	343.2640
3420.980	291.7840
3423.127	240.3040
3425.280	188.8240
3427.427	136.5520
3429.580	85.07200
3431.733	33.59200
3433.885	342.1120
3436.033	290.6320
3438.180	239.1520
3440.333	186.8800
3442.485	135.4000
3444.633	83.92000
3446.786	32.44000
3448.933	340.9600
3451.086	289.4800
3453.233	237.2080
3455.386	185.7280
3457.538	134.2480
3459.686	82.76800
3461.839	31.28800
3463.986	339.8080
3466.144	287.5360
3468.291	236.0560
3470.459	184.5760
3472.591	133.0960
3474.739	81.61600
3476.892	30.13600
3479.039	337.8640
3481.192	286.3840
3483.344	234.9040
3485.492	183.4240
3487.650	131.9440
3489.792	79.67200
3491.945	28.19200
3494.097	336.7120
3496.245	285.2320
3498.397	233.7520
3500.545	182.2720
3502.697	130.0000
3504.850	78.52000
3506.998	27.04000
3509.150	335.5600
3511.298	284.0800
3513.450	232.6000
3515.598	181.1200
3517.750	128.8480
3519.903	77.36800
3522.051	25.88800
3524.203	334.4080
3526.351	282.9280
3528.503	230.6560
3530.656	179.1760
3532.809	127.6960
3534.956	76.21600
3537.103	24.73600
3539.256	333.2560
3541.404	280.9840
3543.556	229.5040
3545.709	178.0240
3547.856	126.5440
3550.009	75.06400
3552.156	23.58400
3554.314	331.3120
3556.462	279.8320
3558.609	228.3520
3560.762	176.8720
3562.914	125.3920
3565.062	73.91200
3567.215	21.64000
3569.362	330.1600
3571.515	278.6800
3573.673	227.2000
3575.815	175.7200
3577.967	124.2400
3580.115	71.96800
3582.268	20.48800
3584.420	329.0080
3586.568	277.5280
3588.720	226.0480
3590.868	174.5680
3593.020	122.2960
3595.168	70.81600
3597.321	19.33600
3599.478	327.8560
3601.621	276.3760
3603.773	224.8960
3605.921	172.6240
3608.073	121.1440
3610.221	69.66400
3612.374	18.18400
3614.521	326.7040
3616.674	275.2240
3618.837	222.9520
3620.974	171.4720
3623.126	119.9920
3625.279	68.51200
3627.427	17.03200
3629.579	325.5520
3631.727	273.2800
3633.884	221.8000
3636.032	170.3200
3638.179	118.8400
3640.332	67.36000
3642.480	15.88000
3644.632	323.6080
3646.785	272.1280
3648.943	220.6480
3651.090	169.1680
3653.232	117.6880
3655.385	66.20800
3657.533	13.93600
3659.685	322.4560
3661.853	270.9760
3663.990	219.4960
3666.138	168.0160
3668.285	116.5360
3670.438	64.26400
3672.586	12.78400
3674.738	321.3040
3676.891	269.8240
3679.038	218.3440
3681.191	166.8640
3683.338	114.5920
3685.491	63.11200
3687.639	11.63200
3689.791	320.1520
3691.944	268.6720
3694.091	217.1920
3696.244	164.9200
3698.391	113.4400
3700.544	61.96000
3702.697	10.48000
3704.844	319.0000
3706.997	267.5200
3709.144	215.2480
3711.302	163.7680
3713.450	112.2880
3715.597	60.80800
3717.750	9.328000
3719.897	317.8480
3722.055	265.5760
3724.202	214.0960
3726.350	162.6160
3728.502	111.1360
3730.650	59.65600
3732.803	8.176000
3734.955	315.9040
3737.103	264.4240
3739.255	212.9440
3741.403	161.4640
3743.555	109.9840
3745.703	58.50400
3747.856	6.232000
3750.013	314.7520
3752.166	263.2720
3754.308	211.7920
3756.456	160.3120
3758.608	108.8320
3760.756	56.56000
3762.914	5.080000
3765.066	313.6000
3767.214	262.1200
3769.464	210.6400
3771.509	158.3680
3773.661	106.8880
3775.814	55.40800
3777.967	3.928000
3780.114	312.4480
3782.272	260.9680
3784.414	208.6960
3786.562	157.2160
3788.714	105.7360
3790.867	54.25600
3793.015	2.776000
3795.167	311.2960
3797.320	259.0240
3799.467	207.5440
3801.620	156.0640
3803.767	104.5840
3805.920	53.10400
3808.068	1.624000
3810.220	309.3520
3812.373	257.8720
3814.520	206.3920
3816.678	154.9120
3818.841	103.4320
3820.973	51.95200
3823.121	359.6800
3825.273	308.2000
3827.426	256.7200
3829.578	205.2400
3831.731	153.7600
3833.884	102.2800
3836.026	50.00800
3838.179	358.5280
3840.326	307.0480
3842.479	255.5680
3844.637	204.0880
3846.779	152.6080
3848.932	100.3360
3851.079	48.85600
3853.232	357.3760
3855.379	305.8960
3857.532	254.4160
3859.684	202.9360
3861.832	150.6640
3863.985	99.18400
3866.132	47.70400
3868.285	356.2240
3870.437	304.7440
3872.585	253.2640
3874.737	200.9920
3876.890	149.5120
3879.038	98.03200
3881.190	46.55200
3883.343	355.0720
3885.490	303.5920
3887.638	251.3200
3889.790	199.8400
3891.943	148.3600
3894.090	96.88000
3896.243	45.40000
3898.391	353.9200
3900.543	301.6480
3902.691	250.1680
3904.843	198.6880
3906.991	147.2080
3909.143	95.72800
3911.296	44.24800
3913.449	351.9760
3915.596	300.4960
3917.744	249.0160
3919.896	197.5360
3922.049	146.0560
3924.207	94.57600
3926.359	42.30400
3928.497	350.8240
3930.649	299.3440
3932.802	247.8640
3934.949	196.3840
3937.102	144.9040
3939.249	92.63200
3941.407	41.15200
3943.550	349.6720
3945.702	298.1920
3947.855	246.7120
3950.007	195.2320
3952.155	142.9600
3954.302	91.48000
3956.455	40.00000
3958.608	348.5200
3960.755	297.0400
3962.908	245.5600
3965.055	193.2880
3967.208	141.8080
3969.361	90.32800
3971.508	38.84800
3973.671	347.3680
3975.813	295.8880
3977.966	243.6160
3980.108	192.1360
3982.261	140.6560
3984.414	89.17600
3986.561	37.69600
3988.714	346.2160
3990.871	293.9440
3993.014	242.4640
3995.166	190.9840
3997.314	139.5040
3999.467	88.02400
4001.614	36.54400
4003.767	344.2720
4005.914	292.7920
4008.067	241.3120
4010.219	189.8320
4012.372	138.3520
4014.520	86.87200
4016.667	34.60000
4018.820	343.1200
4020.972	291.6400
4023.125	240.1600
4025.272	188.6800
4027.425	136.4080
4029.578	84.92800
4031.725	33.44800
4033.873	341.9680
4036.025	290.4880
4038.178	239.0080
4040.325	187.5280
4042.473	135.2560
4044.626	83.77600
4046.778	32.29600
4048.926	340.8160
4051.078	289.3360
4053.226	237.8560
4055.378	185.5840
4057.531	134.1040
4059.678	82.62400
4061.831	31.14400
4063.979	339.6640
4066.131	287.3920
4068.279	235.9120
4070.431	184.4320
4072.589	132.9520
4074.731	81.47200
4076.884	29.99200
4079.032	337.7200
4081.184	286.2400
4083.337	234.7600
4085.484	183.2800
4087.637	131.8000
4089.790	80.32000
4091.937	28.04800
4094.085	336.5680
4096.242	285.0880
4098.395	233.6080
4100.542	182.1280
4102.690	130.6480
4104.837	78.37600
4106.995	26.89600
4109.143	335.4160
4111.295	283.9360
4113.443	232.4560
4115.595	180.9760
4117.743	128.7040
4119.906	77.22400
4122.048	25.74400
4124.196	334.2640
4126.348	282.7840
4128.506	231.3040
4130.648	179.0320
4132.796	127.5520
4134.949	76.07200
4137.096	24.59200
4139.249	333.1120
4141.401	281.6320
4143.549	229.3600
4145.701	177.8800
4147.849	126.4000
4150.002	74.92000
4152.154	23.44000
4154.302	331.9600
4156.449	279.6880
4158.602	228.2080
4160.754	176.7280
4162.902	125.2480
4165.055	73.76800
4167.207	22.28800
4169.355	330.0160
4171.512	278.5360
4173.655	227.0560
4175.807	175.5760
4177.960	124.0960
4180.108	72.61600
4182.260	20.34400
4184.408	328.8640
4186.565	277.3840
4188.708	225.9040
4190.860	174.4240
4193.013	122.9440
4195.181	70.67200
4197.313	19.19200
4199.461	327.7120
4201.613	276.2320
4203.766	224.7520
4205.913	173.2720
4208.066	121.0000
4210.214	69.52000
4212.366	18.04000
4214.514	326.5600
4216.666	275.0800
4218.819	223.6000
4220.966	171.3280
4223.119	119.8480
4225.266	68.36800
4227.419	16.88800
4229.572	325.4080
4231.719	273.9280
4233.872	221.6560
4236.019	170.1760
4238.172	118.6960
4240.325	67.21600
4242.472	15.73600
4244.625	324.2560
4246.772	271.9840
4248.930	220.5040
4251.077	169.0240
4253.235	117.5440
4255.378	66.06400
4257.530	14.58400
4259.678	322.3120
4261.825	270.8320
4263.978	219.3520
4266.136	167.8720
4268.283	116.3920
4270.436	64.91200
4272.578	12.64000
4274.731	321.1600
4276.883	269.6800
4279.031	218.2000
4281.183	166.7200
4283.331	115.2400
4285.484	62.96800
4287.636	11.48800
4289.789	320.0080
4291.947	268.5280
4294.084	217.0480
4296.236	165.5680
4298.384	113.2960
4300.537	61.81600
4302.689	10.33600
4304.837	318.8560
4306.994	267.3760
4309.142	215.1040
4311.289	163.6240
4313.437	112.1440
4315.590	60.66400
4317.742	9.184000
4319.895	317.7040
4322.042	266.2240
4324.190	213.9520
4326.342	162.4720
4328.495	110.9920
4330.643	59.51200
4332.795	8.032000
4334.948	315.7600
4337.095	264.2800
4339.253	212.8000
4341.401	161.3200
4343.558	109.8400
4345.701	58.36000
4347.848	6.088000
4350.001	314.6080
4352.153	263.1280
4354.301	211.6480
4356.454	160.1680
4358.601	108.6880
4360.754	56.41600
4362.906	4.936000
4365.054	313.4560
4367.212	261.9760
4369.354	210.4960
4371.507	159.0160
4373.654	106.7440
4375.807	55.26400
4377.959	3.784000
4380.107	312.3040
4382.259	260.8240
4384.412	209.3440
4386.560	157.0720
4388.578	105.5920
4390.726	57.28000
4392.878	7.613120
4395.108	0
4405.861	5.46750E-4
4408.014	19.35020
4410.166	20.00000
4414.467	22.58160
4416.619	23.00000
4420.919	24.00000
4431.708	24.00250
4433.856	55.28000
4436.008	105.3730
4438.161	114.0000
4446.761	116.0000
4451.061	115.3170
4453.250	115.0000
4466.155	103.6840
4468.303	52.83200
4470.456	4.892060
4472.608	0
