Elapsed time [s]	Value [-1,361]
3299.742	321.6600
3301.895	270.1960
3304.042	217.9050
3306.200	166.4360
3308.348	114.9590
3310.495	63.46540
3312.648	11.99140
3314.795	320.5230
3316.948	268.2280
3319.100	216.7620
3321.248	165.2840
3323.401	113.7900
3325.548	62.32100
3327.701	10.84920
3329.853	318.5590
3332.001	267.0950
3334.153	215.6020
3336.301	164.1300
3338.454	112.6610
3340.601	61.17010
3342.754	8.884860
3344.906	317.4230
3347.054	265.9330
3349.206	214.4590
3351.354	162.9830
3353.507	111.4910
3355.654	59.22200
3357.807	7.758540
3359.959	316.2530
3362.107	264.7860
3364.259	213.3110
3366.407	161.0270
3368.559	109.5620
3370.712	58.08430
3372.860	6.586960
3375.012	315.1200
3377.160	263.6330
3379.312	211.3550
3381.460	159.8820
3383.612	108.3910
3385.765	56.90960
3387.913	5.447020
3390.070	313.9570
3392.213	262.4790
3394.365	210.2150
3396.518	158.7290
3398.665	107.2430
3400.818	55.78420
3402.966	4.282470
3405.118	312.8080
3407.266	260.5470
3409.418	209.0500
3411.571	157.5760
3413.724	106.1060
3415.871	54.60470
3418.024	2.344040
3420.176	310.8700
3422.344	259.3800
3424.476	207.9070
3426.624	156.4240
3428.777	104.9310
3430.929	52.68120
3433.077	1.188720
3435.229	309.7060
3437.377	258.2320
3439.555	206.7490
3441.677	155.2710
3443.830	103.0170
3445.982	51.51620
3448.130	3.69141E-2
3450.282	308.5750
3452.430	257.0710
3454.588	205.6050
3456.735	153.3330
3458.883	101.8320
3461.035	50.35910
3463.183	358.8940
3465.335	307.4010
3467.483	255.9270
3469.656	203.6610
3471.788	152.1730
3473.936	100.7060
3476.088	49.21830
3478.236	357.7310
3480.388	306.2610
3482.541	253.9820
3484.688	202.5100
3486.841	151.0320
3488.989	99.53790
3491.141	48.05550
3493.289	356.5900
3495.441	304.3000
3497.594	252.8310
3499.741	201.3560
3501.894	149.8660
3504.042	98.38480
3506.194	46.13030
3508.347	354.6330
3510.494	303.1650
3512.647	251.6810
3514.800	200.1990
3516.952	148.7270
3519.100	96.45070
3521.247	44.95560
3523.400	353.4930
3525.552	302.0060
3527.700	250.5230
3529.853	199.0540
3532.000	146.7760
3534.153	95.28880
3536.305	43.82490
3538.453	352.3270
3540.605	300.8580
3542.753	249.3840
3544.906	197.1000
3547.053	145.6180
3549.206	94.15990
3551.358	42.65330
3553.506	351.1820
3555.658	299.7080
3557.826	247.4260
3559.958	195.9590
3562.106	144.4790
3564.259	92.97550
3566.411	41.51560
3568.559	350.0330
3570.711	297.7510
3572.859	246.2790
3575.011	194.7960
3577.164	143.3150
3579.312	91.84880
3581.464	40.35280
3583.612	348.0880
3585.764	296.6170
3587.912	245.1260
3590.064	193.6520
3592.217	142.1820
3594.365	90.68200
3596.517	38.40690
3598.665	346.9430
3600.817	295.4440
3602.970	243.9730
3605.117	192.4970
3607.280	141.0050
3609.418	88.75150
3611.591	37.27530
3613.723	345.7790
3615.870	294.3060
3618.023	242.8260
3620.170	191.3410
3622.323	139.0730
3624.471	87.59000
3626.623	36.10110
3628.776	344.6390
3630.923	293.1500
3633.076	241.6700
3635.223	189.4060
3637.376	137.9150
3639.529	86.43080
3641.676	34.97340
3643.829	343.4760
3645.976	291.9960
3648.129	239.7310
3650.282	188.2440
3652.429	136.7730
3654.582	85.29610
3656.729	33.79660
3658.882	342.3310
3661.034	290.0620
3663.182	238.5730
3665.335	187.1000
3667.482	135.6170
3669.635	84.12670
3671.798	32.65930
3673.935	340.3790
3676.087	288.8990
3678.235	237.4340
3680.388	185.9340
3682.540	134.4650
3684.693	82.99690
3686.835	30.70460
3688.988	339.2350
3691.140	287.7570
3693.288	236.2710
3695.441	184.7970
3697.588	133.3240
3699.741	81.02240
3701.888	29.56160
3704.041	338.0850
3706.193	286.5990
3708.341	235.1240
3710.494	183.6450
3712.641	131.3590
3714.794	79.89700
3716.951	28.40890
3719.094	336.9270
3721.246	285.4530
3723.394	233.9620
3725.546	181.6960
3727.699	130.2330
3729.847	78.72930
3731.999	27.24790
3734.147	335.7820
3736.299	284.2880
3738.452	232.0170
3740.599	180.5470
3742.752	129.0470
3744.900	77.58190
3747.052	26.11010
3749.200	334.6150
3751.352	282.3550
3753.505	230.8860
3755.652	179.3860
3757.805	127.9250
3759.953	76.43800
3762.105	24.95080
3764.258	332.6840
3766.405	281.2010
3768.558	229.7190
3770.705	178.2440
3772.858	126.7480
3775.006	75.27480
3777.158	23.01720
3779.311	331.5210
3781.458	280.0430
3783.611	228.5750
3785.758	177.0710
3787.916	124.8170
3790.064	73.35090
3792.211	21.85000
3794.364	330.3790
3796.516	278.9020
3798.664	227.4070
3800.817	175.9450
3802.964	123.6740
3805.117	72.17750
3807.264	20.71010
3809.417	329.2220
3811.569	277.7400
3813.717	225.4750
3815.870	173.9890
3818.017	122.5020
3820.170	71.03890
3822.322	19.55300
3824.470	328.0680
3826.622	275.8100
3828.770	224.3200
3830.923	172.8440
3833.075	121.3750
3835.228	69.87570
3837.375	18.39900
3839.523	326.1360
3841.675	274.6450
3843.823	223.1650
3845.976	171.6930
3848.128	120.1920
3850.276	68.72610
3852.428	16.46190
3854.576	324.9730
3856.728	273.4960
3858.881	222.0100
3861.034	170.5270
3863.181	119.0660
3865.334	66.78060
3867.481	15.30180
3869.634	323.8300
3871.787	272.3420
3873.934	220.8640
3876.087	169.3920
3878.234	117.0980
3880.387	65.63410
3882.539	14.16620
3884.687	322.6640
3886.840	271.1950
3888.987	219.7180
3891.140	167.4330
3893.318	115.9660
3895.440	64.48890
3897.592	12.99860
3899.740	321.5230
3901.893	270.0480
3904.040	217.7590
3906.193	166.2940
3908.345	114.8000
3910.493	63.32480
3912.645	11.85340
3914.793	320.3670
3916.945	268.0910
3919.098	216.6220
3921.246	165.1310
3923.398	113.6520
3925.546	62.18260
3927.698	9.898680
3929.846	318.4190
3931.998	266.9570
3934.151	215.4500
3936.299	163.9880
3938.451	112.5130
3940.599	61.02250
3942.751	8.746870
3944.914	317.2750
3947.051	265.7890
3949.204	214.3220
3951.352	162.8270
3953.504	110.5450
3955.652	59.08580
3957.804	7.600780
3959.957	316.1150
3962.104	264.6460
3964.257	213.1510
3966.405	161.6790
3968.557	109.4250
3970.710	57.92520
3972.857	6.446780
3975.010	314.9830
3977.157	263.4790
3979.310	211.2160
3981.468	159.7410
3983.610	108.2380
3985.763	56.76940
3987.910	5.300680
3990.063	313.8070
3992.210	261.5430
3994.363	210.0690
3996.516	158.5810
3998.663	107.1100
4000.816	55.63080
4002.963	4.140530
4005.116	311.8760
4007.269	260.3950
4009.416	208.9100
4011.569	157.4390
4013.716	105.9470
4015.869	54.46490
4018.021	2.207810
4020.169	310.7140
4022.322	259.2390
4024.469	207.7680
4026.622	156.2720
4028.769	104.7930
4030.922	52.54060
4033.074	1.041060
4035.222	309.5710
4037.375	258.0860
4039.522	206.6010
4041.675	155.1310
4043.827	102.8610
4045.975	51.36940
4048.127	359.8980
4050.275	308.4230
4052.428	256.9280
4054.575	205.4670
4056.728	153.1790
4058.880	101.6930
4061.028	50.22770
4063.180	358.7410
4065.328	307.2650
4067.481	255.7930
4069.633	203.5070
4071.781	152.0310
4073.933	100.5680
4076.081	49.06890
4078.233	357.5910
4080.381	306.1170
4082.533	253.8310
4084.686	202.3710
4086.834	150.8850
4088.986	99.38940
4091.134	47.91620
4093.286	356.4410
4095.439	304.1580
4097.586	252.6920
4099.739	201.1990
4101.887	149.7310
4104.039	98.25030
4106.187	46.76840
4108.339	354.4920
4110.492	303.0270
4112.645	251.5280
4114.792	200.0610
4116.940	148.5860
4119.092	97.09980
4121.245	44.81630
4123.392	353.3550
4125.545	301.8540
4127.692	250.3840
4129.845	198.9070
4131.998	147.4140
4134.145	95.15260
4136.298	43.67810
4138.450	352.1840
4140.598	300.7180
4142.745	249.2300
4144.898	197.7530
4147.051	145.4820
4149.198	94.00390
4151.351	42.51400
4153.503	351.0470
4155.651	299.5530
4157.804	248.0820
4159.951	195.8200
4162.104	144.3190
4164.256	92.83710
4166.404	41.37540
4168.562	349.8810
4170.704	298.4080
4172.857	246.1380
4175.004	194.6430
4177.167	143.1780
4179.309	91.70510
4181.457	40.20470
4183.609	348.7390
4185.757	296.4690
4187.910	244.9810
4190.062	193.5150
4192.210	142.0250
4194.362	90.54100
4196.510	39.07180
4198.662	346.7920
4200.810	295.3030
4202.963	243.8410
4205.115	192.3400
4207.263	140.8670
4209.415	89.39580
4211.563	37.11970
4213.721	345.6380
4215.868	294.1660
4218.016	242.6740
4220.168	191.2040
4222.316	138.9290
4224.468	87.44060
4226.616	35.96400
4228.768	344.4970
4230.921	293.0020
4233.068	241.5330
4235.221	189.2560
4237.369	137.7700
4239.521	86.29890
4241.674	34.82050
4243.821	343.3320
4245.974	291.8610
4248.121	239.5770
4250.336	188.1070
4252.427	136.6370
4254.574	85.14270
4256.727	33.65600
4258.874	342.1940
4261.027	289.9060
4263.174	238.4310
4265.327	186.9590
4267.480	135.4620
4269.627	83.98830
4271.790	32.52170
4273.927	340.2290
4276.080	288.7610
4278.233	237.2870
4280.380	185.7920
4282.538	134.3270
4284.680	82.84790
4286.833	30.56180
4288.985	339.0970
4291.133	287.6040
4293.286	236.1290
4295.433	184.6560
4297.586	133.1660
4299.733	80.88440
4301.886	29.42580
4304.038	337.9320
4306.186	286.4620
4308.339	234.9830
4310.486	183.4880
4312.639	131.2220
4314.791	79.75990
4316.939	28.26210
4319.091	336.7850
4321.239	285.3080
4323.392	233.8130
4325.539	181.5570
4327.692	130.0840
4329.844	78.58650
4331.992	27.11070
4334.144	335.6310
4336.292	284.1460
4338.445	231.8810
4340.597	180.3920
4342.760	128.9070
4344.897	77.44660
4347.045	25.95320
4349.197	334.4770
4351.350	282.2190
4353.498	230.7260
4355.650	179.2490
4357.808	127.7850
4359.950	76.28380
4362.098	24.81330
4364.250	332.5450
4366.403	281.0500
4368.551	229.5780
4370.713	178.0990
4372.851	126.6010
4375.003	75.13640
4377.156	22.87350
4379.303	331.3770
4381.456	279.9070
4383.604	228.4190
4385.756	176.9330
4387.904	125.4740
4390.056	73.19530
4392.209	21.71030
4394.362	0
4407.262	11.42050
4409.415	20.00040
4413.776	20.12740
4415.929	23.00010
4420.239	23.09990
4422.392	23.99990
4433.145	38.01840
4435.298	90.05050
4437.450	114.0010
4446.050	115.5480
4448.203	116.0000
4452.617	115.0000
4465.517	113.0080
4467.670	67.95790
4469.822	16.55380
4471.970	0
