Elapsed time [s]	Value [-1E+100,1E+100]
2737.240	0.9361000
2739.342	0.9366000
2741.443	0.9368000
2743.539	0.9375000
2745.640	0.9381000
2747.741	0.9386000
2749.842	0.9390000
2751.943	0.9393000
2754.044	0.9400000
2756.146	0.9407000
2758.247	0.9413000
2760.348	0.9417000
2762.444	0.9422000
2764.545	0.9427000
2766.646	0.9431000
2768.747	0.9435000
2770.848	0.9437000
2772.949	0.9441000
2775.051	0.9448000
2777.152	0.9451000
2779.253	0.9455000
2781.354	0.9463000
2783.450	0.9469000
2785.551	0.9474000
2787.652	0.9477000
2789.753	0.9481000
2791.855	0.9488000
2793.956	0.9493000
2796.062	0.9498000
2798.158	0.9501000
2800.259	0.9508000
2802.355	0.9511000
2804.461	0.9519000
2806.557	0.9524000
2808.658	0.9532000
2810.760	0.9536000
2812.861	0.9539000
2814.962	0.9545000
2817.063	0.9550000
2819.164	0.9555000
2821.276	0.9560000
2823.366	0.9564000
2825.462	0.9569000
2827.564	0.9573000
2829.665	0.9576000
2831.766	0.9580000
2833.867	0.9587000
2835.968	0.9594000
2838.069	0.9599000
2840.170	0.9605000
2842.266	0.9607000
2844.367	0.9612000
2846.469	0.9620000
2848.570	0.9622000
2850.671	0.9627000
2852.772	0.9635000
2854.873	0.9639000
2856.974	0.9647000
2859.075	0.9652000
2861.171	0.9657000
2863.273	0.9659000
2865.374	0.9664000
2867.475	0.9670000
2869.576	0.9675000
2871.677	0.9678000
2873.778	0.9685000
2875.879	0.9688000
2877.986	0.9692000
2880.076	0.9699000
2882.178	0.9706000
2884.284	0.9710000
2886.380	0.9712000
2888.481	0.9717000
2890.582	0.9723000
2892.683	0.9727000
2894.784	0.9730000
2896.886	0.9735000
2898.982	0.9742000
2901.083	0.9745000
2903.184	0.9754000
2905.285	0.9759000
2907.386	0.9764000
2909.487	0.9766000
2911.588	0.9770000
2913.695	0.9774000
2915.785	0.9780000
2917.887	0.9784000
2919.988	0.9790000
2922.089	0.9796000
2924.190	0.9801000
2926.291	0.9809000
2928.392	0.9812000
2930.493	0.9817000
2932.595	0.9825000
2934.691	0.9827000
2936.792	0.9833000
2938.893	0.9839000
2940.994	0.9844000
2943.095	0.9848000
2945.196	0.9852000
2947.297	0.9855000
2949.398	0.9861000
2951.500	0.9867000
2953.601	0.9871000
2955.697	0.9875000
2957.798	0.9881000
2959.899	0.9886000
2962.000	0.9890000
2964.101	0.9895000
2966.202	0.9899000
2968.304	0.9904000
2970.405	0.9909000
2972.506	0.9914000
2974.607	0.9920000
2976.703	0.9922000
2978.809	0.9928000
2980.905	0.9932000
2983.006	0.9937000
2985.107	0.9943000
2987.209	0.9945000
2989.335	0.9953000
2991.411	0.9958000
2993.512	0.9962000
2995.608	0.9965000
2997.709	0.9975000
2999.810	0.9980000
3001.911	0.9986000
3004.013	0.9989000
3006.114	0.9994000
3008.215	0.9999000
3010.316	1.000500
3012.417	1.001000
3014.513	1.001600
3016.614	1.002100
3018.715	1.002500
3020.816	1.003000
3022.918	1.003800
3025.019	1.004300
3027.120	1.004800
3029.221	1.005200
3031.322	1.005600
3033.423	1.006100
3035.519	1.006400
3037.620	1.006700
3039.722	1.007200
3041.823	1.008000
3043.924	1.008200
3046.025	1.009100
3048.162	1.009300
3050.227	1.010100
3052.328	1.010600
3054.424	1.010800
3056.525	1.011400
3058.627	1.012100
3060.728	1.012700
3062.829	1.013200
3064.930	1.013600
3067.031	1.014000
3069.132	1.014800
3071.233	1.015000
3073.335	1.015400
3075.431	1.016100
3077.537	1.016300
3079.638	1.017000
3081.734	1.017400
3083.835	1.017700
3085.936	1.018200
3088.037	1.018800
3090.138	1.019400
3092.240	1.020100
3094.341	1.020400
3096.437	1.020700
3098.538	1.021500
3100.639	1.021700
3102.740	1.022500
3104.841	1.022800
3106.942	1.023300
3109.044	1.024000
3111.145	1.024200
3113.246	1.024900
3115.342	1.025100
3117.443	1.025800
3119.544	1.026100
3121.645	1.026800
3123.751	1.027000
3125.847	1.027400
3127.949	1.028100
3130.050	1.028600
3132.151	1.028900
3134.252	1.029700
3136.348	1.030200
3138.449	1.030800
3140.550	1.031200
3142.651	1.031700
3144.753	1.032500
3146.874	1.033000
3148.955	1.033500
3151.056	1.033800
3153.157	1.034600
3155.258	1.035100
3157.359	1.035300
3159.460	1.035800
3161.556	1.036400
3163.668	1.036900
3165.759	1.037700
3167.860	1.038100
3169.961	1.038400
3172.062	1.039100
3174.163	1.039300
3176.264	1.039800
3178.366	1.040600
3180.462	1.041100
3182.563	1.041600
3184.664	1.041800
3186.765	1.042300
3188.866	1.043300
3190.967	1.043700
3193.068	1.044200
3195.169	1.044700
3197.265	1.045000
3199.367	1.045700
3201.468	1.046100
3203.569	1.046300
3205.670	1.046800
3207.771	1.047700
3209.872	1.048200
3211.973	1.048700
3214.075	1.049200
3216.171	1.049900
3218.272	1.050300
3220.373	1.050800
3222.474	1.051300
3224.575	1.051900
3226.676	1.052100
3228.777	1.052600
3230.878	1.053300
3232.980	1.053700
3235.081	1.054000
3237.177	1.054900
3239.288	1.055200
3241.379	1.055600
3243.480	1.056300
3245.581	1.056800
3247.682	1.057000
3249.784	1.057800
3251.885	1.058200
3253.986	1.058400
3256.082	1.059100
3260.284	1.059800
3262.385	1.060600
3264.486	1.061100
3266.587	1.061300
3268.689	1.062000
3270.790	1.062400
3272.891	1.062800
3274.987	1.063300
3277.088	1.063800
3279.189	1.064100
3281.290	1.064600
3283.407	1.065400
3285.493	1.066100
3287.594	1.066500
3289.695	1.067300
3291.796	1.067500
3293.897	1.068000
3295.993	1.068600
3298.099	1.069100
3300.195	1.069600
3302.296	1.070100
3304.398	1.070700
3306.499	1.070900
3308.600	1.071300
3310.701	1.072200
3312.802	1.072900
3314.898	1.073400
3316.999	1.074000
3319.100	1.074500
3321.202	1.075100
3323.303	1.075300
3325.404	1.075900
3327.505	1.076600
3329.606	1.076900
3331.707	1.077300
3333.808	1.078000
3335.904	1.078500
3338.005	1.079100
3340.107	1.079900
3342.208	1.080400
3344.309	1.080900
3346.410	1.081300
3348.511	1.081600
3350.612	1.082100
3352.713	1.082900
3354.809	1.083400
3356.911	1.083900
3359.012	1.084500
3361.113	1.085000
3363.214	1.085500
3365.315	1.086200
3367.416	1.086700
3369.517	1.086900
3371.618	1.087800
3373.714	1.088300
3375.826	1.088800
3377.917	1.089200
3380.018	1.089500
3382.119	1.089900
3384.220	1.090800
3386.321	1.091300
3388.422	1.092000
3390.524	1.092200
3392.620	1.092900
3394.721	1.093500
3396.822	1.093700
3398.923	1.094400
3401.024	1.094900
3403.125	1.095500
3405.237	1.096100
3407.327	1.096600
3409.439	1.097100
3411.525	1.097500
3413.626	1.098000
3415.727	1.098800
3417.828	1.099300
3419.929	1.099800
3422.030	1.100300
3424.131	1.100800
3426.233	1.101100
3428.329	1.101500
3430.466	1.102300
3432.531	1.102700
3434.632	1.103000
3436.733	1.103700
3438.834	1.104200
3440.935	1.105000
3443.036	1.105200
3445.138	1.106000
3447.239	1.106200
3449.340	1.106900
3451.441	1.107400
3453.537	1.107600
3455.638	1.108500
3457.739	1.108700
3459.840	1.109300
3461.942	1.109800
3464.043	1.110600
3466.144	1.111000
3468.240	1.111700
3470.341	1.111900
3472.442	1.112400
3474.543	1.113200
3476.644	1.113700
3478.745	1.114100
3480.847	1.114400
3482.948	1.114900
3485.049	1.115700
3487.150	1.116400
3489.246	1.117000
3491.347	1.117400
3493.448	1.117600
3495.549	1.118400
3497.651	1.118800
3499.752	1.119400
3501.853	1.119900
3503.954	1.120400
3506.065	1.120700
3508.151	1.121100
3510.252	1.121700
3512.353	1.122200
3514.454	1.123000
3516.556	1.123500
3518.657	1.123900
3520.758	1.124400
3522.859	1.124600
3524.960	1.125100
3527.061	1.125800
3529.162	1.126300
3531.264	1.126600
3533.360	1.127200
3535.461	1.127700
3537.562	1.128300
3539.663	1.129100
3541.764	1.129600
3543.865	1.130100
3545.966	1.130500
3548.068	1.130800
3550.163	1.131300
3552.280	1.131600
3554.366	1.132100
3556.482	1.132700
3558.568	1.133000
3560.669	1.133700
3562.770	1.134400
3564.871	1.134900
3566.973	1.135200
3569.069	1.135600
3571.170	1.136300
3573.271	1.136800
3575.372	1.137200
3577.473	1.137600
3579.574	1.138100
3581.675	1.138600
3583.777	1.138800
3585.878	1.139900
3587.979	1.140300
3590.090	1.140600
3592.181	1.141100
3594.282	1.141700
3596.378	1.142000
3598.479	1.142800
3600.580	1.143100
3602.682	1.143600
3604.783	1.144100
3606.884	1.144300
3608.985	1.144700
3611.086	1.145300
3613.187	1.145900
3615.288	1.146700
3617.384	1.147200
3619.486	1.147600
3621.587	1.147900
3623.688	1.148500
3625.789	1.148700
3627.890	1.149400
3629.991	1.149900
3632.087	1.150400
3634.193	1.151100
3636.289	1.151600
3638.391	1.151900
3640.492	1.152300
3642.593	1.152800
3644.694	1.153300
3646.800	1.153800
3648.896	1.154000
3650.997	1.154800
3653.099	1.155200
3655.195	1.156000
3657.296	1.156500
3659.397	1.156700
3661.498	1.157200
3663.599	1.157900
3665.700	1.158300
3669.902	1.159200
3672.004	1.159600
3674.105	1.160000
3676.206	1.160300
3678.302	1.161000
3680.403	1.161400
3682.520	1.162100
3684.605	1.162600
3686.706	1.163200
3688.808	1.163500
3690.909	1.164200
3693.010	1.164400
3695.111	1.165000
3697.207	1.165500
3699.308	1.166100
3701.409	1.166500
3703.510	1.167200
3705.611	1.167600
3707.713	1.168100
3709.814	1.168500
3711.915	1.169000
3714.016	1.169500
3716.112	1.169700
3718.213	1.170400
3720.314	1.170800
3722.415	1.171100
3724.517	1.171600
3726.618	1.172300
3728.719	1.172900
3730.820	1.173600
3732.921	1.173800
3735.022	1.174200
3737.118	1.174900
3739.219	1.175300
3741.320	1.175700
3743.422	1.176300
3745.523	1.176700
3747.624	1.177200
3749.725	1.177600
3751.826	1.178100
3753.927	1.178700
3756.023	1.178900
3758.124	1.179600
3760.226	1.180100
3762.327	1.180600
3764.428	1.180800
3766.529	1.181500
3768.630	1.182100
3770.731	1.182600
3772.832	1.183200
3774.933	1.183700
3777.029	1.184100
3779.131	1.184800
3781.232	1.185200
3783.333	1.185600
3785.434	1.185800
3787.535	1.186300
3789.636	1.187000
3791.737	1.187500
3793.839	1.188000
3795.935	1.188600
3798.041	1.189000
3800.152	1.189500
3802.238	1.190000
3804.339	1.190300
3806.440	1.191100
3808.541	1.191500
3810.642	1.191900
3812.738	1.192200
3814.840	1.192600
3816.941	1.193300
3819.042	1.193500
3821.143	1.193800
3823.244	1.194500
3825.345	1.195200
3827.446	1.195400
3829.568	1.196200
3831.644	1.196600
3833.745	1.197100
3835.846	1.197400
3837.947	1.197800
3840.048	1.198500
3842.149	1.199000
3844.250	1.199400
3846.351	1.199900
3848.453	1.200200
3850.549	1.201100
3852.655	1.201300
3854.751	1.201800
3856.852	1.202400
3858.953	1.202800
3861.054	1.203300
3863.166	1.203500
3865.257	1.204000
3867.358	1.204700
3869.454	1.205200
3871.555	1.205700
3873.656	1.206200
3875.757	1.207000
3877.858	1.207500
3879.959	1.208000
3882.060	1.208500
3884.162	1.209000
3886.263	1.209500
3888.364	1.210000
3890.460	1.210300
3892.561	1.210700
3894.662	1.211400
3896.763	1.212000
3898.864	1.212400
3900.966	1.212700
3903.067	1.213100
3905.168	1.213800
3907.269	1.214100
3909.365	1.214800
3911.466	1.215300
3913.567	1.215700
3915.668	1.216100
3917.769	1.216400
3919.871	1.217200
3921.972	1.217500
3924.073	1.218200
3926.174	1.218600
3928.275	1.218800
3930.371	1.219300
3932.472	1.220000
3934.573	1.220200
3936.675	1.221000
3938.776	1.221400
3940.877	1.221600
3942.978	1.222300
3945.079	1.222500
3947.180	1.223000
3949.276	1.223700
3951.377	1.224000
3953.478	1.224500
3955.580	1.225000
3957.681	1.225500
3959.787	1.226000
3961.883	1.226400
3963.984	1.226700
3966.085	1.227400
3968.181	1.227900
3970.282	1.228600
3972.384	1.229100
3974.485	1.229600
3976.586	1.230000
3978.687	1.230200
3980.788	1.230600
3982.894	1.231200
3984.990	1.231700
3987.091	1.232200
3989.187	1.232700
3991.289	1.233100
3993.390	1.233900
3995.511	1.234400
3997.592	1.234800
3999.693	1.235300
4001.794	1.235800
4003.895	1.236000
4005.997	1.236700
4008.093	1.237200
4010.194	1.237800
4012.295	1.238200
4014.396	1.238700
4016.497	1.239400
4018.598	1.239700
4020.699	1.240400
4022.800	1.240600
4024.896	1.241100
4026.998	1.241800
4029.099	1.242100
4031.200	1.242800
4033.301	1.243200
4035.402	1.243600
4037.503	1.244100
4039.604	1.244700
4041.706	1.245200
4043.802	1.245700
4045.903	1.246500
4048.004	1.246900
4050.105	1.247500
4052.206	1.247700
4054.312	1.248500
4056.408	1.248900
4058.509	1.249300
4060.611	1.249800
4062.707	1.250300
4064.808	1.250900
4066.909	1.251200
4069.010	1.251900
4071.111	1.252400
4073.212	1.252900
4075.313	1.253500
4077.415	1.254000
4079.516	1.254400
4081.612	1.254800
4083.713	1.255200
4085.814	1.255700
4087.915	1.255900
4090.016	1.256600
4092.117	1.257300
4094.218	1.257800
4096.320	1.258300
4098.426	1.258500
4100.522	1.259000
4102.623	1.259600
4104.724	1.260000
4106.820	1.260500
4108.921	1.260700
4111.022	1.261400
4113.124	1.262100
4115.225	1.262400
4117.326	1.262800
4119.427	1.263600
4121.523	1.264000
4123.624	1.264200
4125.725	1.264900
4127.826	1.265100
4129.927	1.265900
4132.029	1.266400
4134.130	1.266900
4136.231	1.267500
4138.332	1.268100
4140.433	1.268300
4142.529	1.269100
4144.630	1.269300
4146.731	1.270100
4148.833	1.270600
4150.934	1.270800
4153.035	1.271300
4155.136	1.271900
4157.237	1.272500
4159.338	1.273000
4161.434	1.273500
4163.535	1.274200
4165.636	1.274400
4167.738	1.274900
4169.839	1.275600
4171.940	1.276100
4174.041	1.276300
4176.142	1.276700
4178.243	1.277400
4180.339	1.277600
4182.440	1.278300
4184.557	1.278600
4186.643	1.279100
4188.744	1.279900
4190.845	1.280600
4192.946	1.281100
4195.047	1.281600
4197.148	1.281800
4199.249	1.282400
4201.345	1.282600
4203.462	1.283300
4205.548	1.283600
4207.649	1.284000
4209.750	1.284900
4211.851	1.285100
4213.952	1.285600
4216.053	1.286400
4218.155	1.287100
4220.251	1.287600
4222.352	1.288100
4224.453	1.288500
4226.554	1.288700
4228.655	1.289400
4230.756	1.289900
4232.857	1.290300
4234.958	1.290600
4237.054	1.291100
4239.156	1.291800
4241.257	1.292600
4243.358	1.292800
4245.459	1.293500
4247.560	1.293900
4249.661	1.294300
4251.762	1.294500
4253.874	1.295000
4255.960	1.295800
4258.066	1.296000
4260.162	1.296500
4262.263	1.297000
4264.364	1.297500
4266.465	1.298100
4268.566	1.298600
4270.667	1.298800
4272.769	1.299500
4274.865	1.299700
4276.971	1.300400
4279.067	1.300800
4281.168	1.301000
4283.269	1.301400
4285.370	1.302200
4287.471	1.303000
4289.573	1.303300
4291.674	1.304100
4293.775	1.304300
4295.871	1.305000
4297.972	1.305500
4300.073	1.306000
4302.174	1.306500
4304.275	1.307000
4306.376	1.307300
4308.478	1.307900
4310.579	1.308100
4312.680	1.308500
4314.776	1.309500
4316.877	1.309900
4318.978	1.310400
4321.079	1.310600
4323.180	1.311300
4325.282	1.311900
4327.383	1.312200
4329.484	1.312500
4331.585	1.313000
4333.681	1.313600
4335.787	1.314100
4337.883	1.314500
4339.990	1.315100
4342.085	1.315500
4344.202	1.316000
4346.288	1.316300
4348.389	1.316800
4350.490	1.317100
4352.591	1.317600
4354.692	1.318300
4356.788	1.318500
4358.889	1.319300
4360.991	1.319800
4363.092	1.320400
4365.193	1.320800
4367.294	1.321300
4369.395	1.321800
4371.496	1.322000
4373.592	1.322500
4375.699	1.323200
4377.794	1.323700
4379.896	1.324100
4381.997	1.324700
4384.098	1.324900
4386.199	1.325800
4388.300	1.326100
4390.401	1.326500
4392.502	1.327100
4394.598	1.327600
4396.700	1.328000
4398.801	1.328200
4400.902	1.328600
4403.003	1.329300
4405.104	1.329800
4407.205	1.330500
4409.306	1.330700
4411.408	1.331400
4413.509	1.331800
4415.605	1.332100
4417.706	1.332600
4419.807	1.333000
4421.908	1.333300
4424.009	1.334100
4426.110	1.334300
4428.211	1.334700
4430.313	1.335500
4432.414	1.336200
4434.510	1.336500
4436.611	1.337100
4438.712	1.337500
4440.813	1.337900
4442.914	1.338200
4445.015	1.338900
4447.117	1.339300
4449.218	1.339500
4451.319	1.340000
4453.435	1.340600
4455.516	1.341100
4457.617	1.341700
4459.718	1.342000
4461.819	1.342400
4463.920	1.343000
4466.022	1.343300
4468.123	1.343700
4470.224	1.344300
4472.325	1.344800
4474.421	1.345300
4476.522	1.345900
4478.628	1.346200
4480.724	1.347100
4482.826	1.347300
4484.927	1.347800
4487.028	1.348400
4489.129	1.348800
4491.230	1.349200
4493.331	1.349400
4495.427	1.350300
4497.528	1.350700
4499.629	1.351300
4501.731	1.352100
4503.832	1.352500
4505.933	1.353000
4508.034	1.353500
4510.135	1.353800
4512.236	1.354500
4514.337	1.354800
4516.439	1.355300
4518.540	1.355700
4520.636	1.356200
4522.737	1.356500
4524.838	1.357600
4526.939	1.358100
4529.040	1.358400
4531.141	1.358800
4533.242	1.359100
4535.338	1.359600
4537.440	1.360300
4539.541	1.360700
4541.642	1.361100
4543.748	1.361400
4545.844	1.362100
4547.945	1.362800
4550.046	1.363000
4552.148	1.363800
4554.249	1.364300
4556.345	1.364500
4558.446	1.364700
4560.547	1.365000
4562.648	1.365200
4564.759	1.365400
4568.951	1.365700
4573.154	1.366000
4575.250	1.366200
4577.351	1.366400
4581.553	1.366600
4585.761	1.366800
4587.857	1.367000
4592.059	1.367300
4596.256	1.367600
4598.357	1.367800
4602.559	1.368000
4604.660	1.368200
4608.863	1.368400
4610.979	1.368600
4615.161	1.368800
4617.262	1.369000
4619.363	1.369200
4621.464	1.369400
4625.667	1.369700
4631.970	1.370000
4636.172	1.370200
4640.369	1.370500
4642.471	1.370700
4646.673	1.371000
4648.774	1.371200
4652.976	1.371400
4655.077	1.371600
4659.280	1.371900
4663.482	1.372100
4665.583	1.372300
4667.684	1.372500
4671.886	1.372800
4673.982	1.373000
4678.185	1.373200
4682.387	1.373400
4686.589	1.373700
4688.690	1.373900
4692.888	1.374100
4694.989	1.374300
4699.191	1.374500
4703.398	1.374700
4705.499	1.374900
4709.697	1.375100
4713.899	1.375300
4718.106	1.375700
4722.309	1.375900
4726.506	1.376200
4730.708	1.376400
4734.910	1.376600
4737.011	1.376900
4741.214	1.377300
4745.411	1.377500
4749.613	1.377700
4751.714	1.377900
4753.815	1.378100
4758.018	1.378300
4762.220	1.378700
4766.417	1.379000
4772.720	1.379300
4774.822	1.379500
4776.923	1.379700
4781.125	1.380000
4783.226	1.380200
4785.322	1.380400
4789.524	1.380700
4793.727	1.380900
4797.929	1.381200
4802.131	1.381500
4806.328	1.381800
4810.531	1.382100
4814.733	1.382400
4816.834	1.382600
4821.031	1.382900
4827.334	1.383200
4829.436	1.383400
4833.648	1.383600
4837.840	1.383900
4839.941	1.384100
