Elapsed time [s]	Value [1E-13,.1]
3813.233	8.91430E-7
3815.246	8.88315E-7
3817.255	8.91430E-7
3819.263	8.88315E-7
3821.282	8.77136E-7
3827.307	8.79604E-7
3829.316	8.88315E-7
3839.368	8.79604E-7
3843.401	8.91430E-7
3845.399	8.85803E-7
3847.412	8.88315E-7
3851.429	8.79604E-7
3853.443	8.77136E-7
3855.456	8.88315E-7
3857.465	8.79604E-7
3859.489	8.88315E-7
3863.500	8.91430E-7
3865.514	8.88315E-7
3867.522	8.77136E-7
3871.544	8.79604E-7
3873.553	8.91430E-7
3875.561	8.88315E-7
3881.597	8.79604E-7
3883.605	8.88315E-7
3889.682	8.91430E-7
3891.649	8.88315E-7
3897.680	8.77136E-7
3899.694	8.88315E-7
3909.751	8.91430E-7
3911.760	8.88315E-7
3913.768	8.79604E-7
3915.782	8.77136E-7
3917.795	8.88315E-7
3925.834	8.91430E-7
3927.848	8.77136E-7
3929.861	8.91430E-7
3937.900	8.88315E-7
3943.931	8.91430E-7
3945.944	8.88315E-7
3949.966	8.91430E-7
3951.975	8.88315E-7
3958.005	8.91430E-7
3960.014	8.88315E-7
3970.066	8.91430E-7
3972.080	8.77136E-7
3974.088	8.88315E-7
3976.097	8.91430E-7
3978.110	8.88315E-7
3980.119	8.91430E-7
3982.127	8.88315E-7
3988.168	8.77136E-7
3990.176	8.79604E-7
3992.190	8.88315E-7
3996.207	8.91430E-7
3998.220	8.88315E-7
4002.237	8.77136E-7
4004.251	8.88315E-7
4006.269	8.91430E-7
4008.288	8.79604E-7
4010.281	8.91430E-7
4014.303	8.88315E-7
4018.325	8.79604E-7
4022.342	8.88315E-7
4028.373	8.91430E-7
4030.386	8.88315E-7
4032.395	8.79604E-7
4034.403	8.77136E-7
4036.417	8.88315E-7
4038.425	8.91430E-7
4040.439	8.88315E-7
4046.469	8.77136E-7
4050.491	8.88315E-7
4052.500	8.77136E-7
4054.513	8.91430E-7
4056.522	8.88315E-7
4062.552	8.77136E-7
4064.561	8.79604E-7
4066.574	8.88315E-7
4068.588	8.91430E-7
4070.596	8.88315E-7
4076.627	8.77136E-7
4080.669	8.88315E-7
4082.662	8.77136E-7
4084.686	8.88315E-7
4088.693	8.91430E-7
4092.710	8.79604E-7
4094.723	8.77136E-7
4096.732	8.91430E-7
4098.740	8.88315E-7
4100.748	8.91430E-7
4102.762	8.88315E-7
4108.793	8.77136E-7
4110.816	8.79604E-7
4114.823	8.91430E-7
4116.842	8.88315E-7
4120.864	8.77136E-7
4122.877	8.79604E-7
4124.886	8.91430E-7
4126.894	8.88315E-7
4138.955	8.77136E-7
4140.969	8.88315E-7
4142.977	8.91430E-7
4144.986	8.88315E-7
4149.008	8.91430E-7
4151.021	8.88315E-7
4153.030	8.77136E-7
4155.043	8.88315E-7
4161.069	8.91430E-7
4165.091	8.88315E-7
4167.104	8.77136E-7
4169.113	8.88315E-7
4173.135	8.91430E-7
4177.162	8.88315E-7
4181.174	8.91430E-7
4183.187	8.79604E-7
4185.196	8.88315E-7
4187.209	8.77136E-7
4189.218	8.88315E-7
4193.240	8.91430E-7
4197.262	8.77136E-7
4199.270	8.88315E-7
4205.306	8.85803E-7
4207.319	8.88315E-7
4213.350	8.77136E-7
4217.367	8.88315E-7
4231.441	8.91430E-7
4233.455	8.88315E-7
4235.463	8.91430E-7
4237.472	8.88315E-7
4239.485	8.91430E-7
4241.494	8.88315E-7
4243.523	8.79604E-7
4245.526	8.88315E-7
4249.548	8.91430E-7
4251.556	8.88315E-7
4261.609	8.91430E-7
4263.617	8.88315E-7
4271.661	8.79604E-7
4273.670	8.82708E-7
4275.683	8.88315E-7
4279.705	8.85803E-7
4281.714	8.88315E-7
4287.744	8.79604E-7
4291.766	8.91430E-7
4295.804	8.88315E-7
4301.819	8.79604E-7
4303.832	8.88315E-7
4307.854	8.91430E-7
4311.882	8.88315E-7
4313.885	8.91430E-7
4317.912	8.88315E-7
4323.948	8.91430E-7
4325.951	8.88315E-7
4331.982	8.79604E-7
4333.990	8.88315E-7
4335.998	8.91430E-7
4338.033	8.88315E-7
4340.020	8.91430E-7
4344.042	8.88315E-7
4346.056	8.85803E-7
4348.064	8.88315E-7
4354.100	8.91430E-7
4358.117	8.88315E-7
4364.147	8.77136E-7
4366.161	8.88315E-7
4372.191	8.91430E-7
4374.200	8.88315E-7
4380.230	8.91430E-7
4382.239	8.79604E-7
4386.261	8.77136E-7
4394.310	8.79604E-7
4396.313	8.77136E-7
4402.344	8.79604E-7
4404.357	8.77136E-7
4414.410	8.79604E-7
4416.439	8.77136E-7
4420.440	8.79604E-7
4422.449	8.77136E-7
4434.525	8.88315E-7
4448.595	8.91430E-7
4452.617	8.88315E-7
4456.639	8.91430E-7
4460.655	8.88315E-7
4462.669	8.91430E-7
4464.677	8.88315E-7
4474.730	8.91430E-7
4476.744	8.88315E-7
4480.760	8.91430E-7
4482.774	8.88315E-7
4492.821	8.91430E-7
4494.835	8.88315E-7
4506.901	8.91430E-7
4508.909	8.88315E-7
4516.954	8.91430E-7
4518.962	8.88315E-7
4520.976	8.94576E-7
4522.989	8.88315E-7
4524.998	8.91430E-7
4529.014	8.88315E-7
4537.058	8.91430E-7
4539.067	8.88315E-7
4543.094	8.91430E-7
4545.103	8.88315E-7
4549.125	8.91430E-7
4553.141	8.88315E-7
4575.255	8.91430E-7
4577.263	8.88315E-7
4579.277	8.91430E-7
4581.285	8.88315E-7
4591.338	8.91430E-7
4593.346	8.88315E-7
4597.368	8.85803E-7
4599.377	8.88315E-7
4601.390	8.91430E-7
4603.399	8.88315E-7
4605.412	8.91430E-7
4607.421	8.88315E-7
4617.473	8.91430E-7
4619.482	8.88315E-7
4621.495	8.91430E-7
4627.531	8.88315E-7
4629.544	8.91430E-7
4633.561	8.88315E-7
4637.583	8.91430E-7
4639.592	8.88315E-7
4641.605	8.91430E-7
4643.614	8.88315E-7
4653.666	8.91430E-7
4655.675	8.88315E-7
4657.683	8.91430E-7
4661.705	8.88315E-7
4673.771	8.91430E-7
4675.785	8.88315E-7
4683.824	8.91430E-7
4693.876	8.88315E-7
4695.890	8.85803E-7
4697.898	8.88315E-7
4703.929	8.91430E-7
4705.937	8.88315E-7
4713.976	8.94576E-7
4715.990	8.91430E-7
4720.012	8.88315E-7
4722.020	8.91430E-7
4724.029	8.88315E-7
4726.042	8.91430E-7
4730.069	8.88315E-7
4732.083	8.91430E-7
4734.091	8.88315E-7
4744.144	8.91430E-7
4746.157	8.88315E-7
4750.185	8.91430E-7
4752.193	8.88315E-7
4760.232	8.91430E-7
4764.254	8.88315E-7
4772.314	8.91430E-7
4774.307	8.88315E-7
4784.359	8.91430E-7
4786.367	3.67237E-7
4788.381	1.90500E-7
4790.389	1.48756E-7
4792.398	1.41715E-7
4794.412	1.39835E-7
4796.420	1.40328E-7
4798.434	1.39443E-7
4800.442	1.40328E-7
4804.459	1.39835E-7
4806.472	1.39443E-7
4808.481	1.38078E-7
4812.508	1.36247E-7
4814.516	1.26025E-7
4816.525	1.26466E-7
4822.561	1.24439E-7
4824.569	1.26466E-7
4826.577	1.26025E-7
4830.599	1.24878E-7
4832.613	1.26466E-7
4836.630	1.26025E-7
4838.643	1.26466E-7
4840.657	1.26025E-7
