Elapsed time [s]	Value [0,1E-05]
3530.228	8.88715E-7
3534.271	8.88591E-7
3538.309	8.78016E-7
3540.332	8.77375E-7
3544.370	8.88675E-7
3548.413	8.88789E-7
3550.431	8.88635E-7
3552.455	8.77392E-7
3556.503	8.88789E-7
3558.517	8.77535E-7
3560.535	8.88783E-7
3564.578	8.88672E-7
3568.621	8.77339E-7
3572.658	8.79738E-7
3574.677	8.88728E-7
3578.719	8.87622E-7
3580.738	8.88646E-7
3582.757	8.77445E-7
3586.799	8.80461E-7
3588.818	8.86384E-7
3590.842	8.88892E-7
3596.924	8.77490E-7
3598.948	8.77601E-7
3600.967	8.84730E-7
3603.001	8.83501E-7
3605.014	8.88715E-7
3613.089	8.86026E-7
3615.113	8.77480E-7
3617.132	8.84121E-7
3619.151	8.88686E-7
3621.170	8.88778E-7
3627.236	8.78706E-7
3629.255	8.77589E-7
3631.273	8.88760E-7
3633.297	8.77579E-7
3635.316	8.88598E-7
3641.377	8.84499E-7
3643.396	8.77341E-7
3645.420	8.77433E-7
3649.463	8.88696E-7
3653.500	8.85808E-7
3655.519	8.88607E-7
3657.538	8.77897E-7
3659.562	8.77524E-7
3661.580	8.88622E-7
3663.599	8.87622E-7
3665.623	8.88868E-7
3669.666	8.88694E-7
3671.684	8.77243E-7
3673.703	8.77430E-7
3675.722	8.77336E-7
3677.746	8.83671E-7
3679.764	8.88670E-7
3685.826	8.88574E-7
3687.844	8.79703E-7
3689.868	8.77438E-7
3691.887	8.84824E-7
3693.906	8.86765E-7
3695.930	8.88722E-7
3701.991	8.83170E-7
3704.010	8.77597E-7
3706.029	8.88712E-7
3708.052	8.78180E-7
3710.071	8.88472E-7
3712.090	8.88770E-7
3716.133	8.88643E-7
3718.151	8.77410E-7
3720.170	8.77751E-7
3722.194	8.88767E-7
3728.255	8.88629E-7
3732.329	8.77713E-7
3734.317	8.77537E-7
3736.335	8.88679E-7
3738.364	8.88214E-7
3740.378	8.88685E-7
3746.439	8.77472E-7
3750.477	8.79575E-7
3752.501	8.77725E-7
3754.519	8.88408E-7
3756.538	8.88677E-7
3758.562	8.85293E-7
3760.581	8.88580E-7
3762.600	8.88678E-7
3764.623	8.77487E-7
3766.647	8.77589E-7
3768.661	8.88459E-7
3770.680	8.88852E-7
3774.722	8.88565E-7
3776.751	8.79579E-7
3778.770	8.77367E-7
3780.784	8.88686E-7
3782.808	8.78009E-7
3784.826	8.87066E-7
3786.845	8.88654E-7
3792.906	8.77494E-7
3796.949	8.88433E-7
3798.968	8.88776E-7
3803.010	8.88160E-7
3805.029	8.88658E-7
3807.048	8.85537E-7
3809.072	8.77490E-7
3811.091	8.83298E-7
3813.114	8.88034E-7
3815.133	8.88571E-7
3819.171	8.88696E-7
3821.194	8.78054E-7
3823.213	8.77343E-7
3825.232	8.85456E-7
3827.256	8.82129E-7
3829.275	8.88525E-7
3831.293	8.88729E-7
3839.373	8.77517E-7
3843.416	8.88685E-7
3851.501	8.81338E-7
3853.520	8.77396E-7
3855.539	8.88601E-7
3857.558	8.78760E-7
3859.581	8.85515E-7
3861.600	8.88805E-7
3863.624	8.88699E-7
3867.662	8.78575E-7
3869.685	8.77502E-7
3871.704	8.77786E-7
3873.723	8.88865E-7
3877.765	8.88776E-7
3879.789	8.88675E-7
3881.808	8.84447E-7
3883.827	8.87227E-7
3885.846	8.88609E-7
3897.968	8.77355E-7
3899.987	8.88642E-7
3904.030	8.88800E-7
3910.096	8.88704E-7
3914.134	8.77936E-7
3916.152	8.81149E-7
3918.171	8.88649E-7
3922.214	8.88740E-7
3926.256	8.88579E-7
3928.275	8.81254E-7
3930.294	8.88738E-7
3942.417	8.85086E-7
3944.440	8.88268E-7
3946.459	8.88755E-7
3954.544	8.88564E-7
3958.582	8.80738E-7
3960.601	8.88649E-7
3962.619	8.88749E-7
3970.705	8.88650E-7
3972.723	8.77454E-7
3974.742	8.88346E-7
3976.771	8.88825E-7
3980.804	8.88646E-7
3984.846	8.88519E-7
3988.884	8.77389E-7
3992.926	8.88682E-7
3998.988	8.88771E-7
4001.011	8.88609E-7
4003.030	8.77444E-7
4005.049	8.88522E-7
4007.068	8.88767E-7
4009.092	8.81654E-7
4011.110	8.88817E-7
4015.153	8.88630E-7
4017.172	8.82731E-7
4019.196	8.77424E-7
4021.214	8.87530E-7
4023.238	8.88675E-7
4033.337	8.77527E-7
4035.361	8.88065E-7
4037.375	8.84495E-7
4039.404	8.88750E-7
4041.422	8.88847E-7
4045.460	8.86271E-7
4047.484	8.77433E-7
4049.497	8.84561E-7
4051.526	8.88857E-7
4053.540	8.88338E-7
4055.559	8.88696E-7
4061.620	8.88601E-7
4063.644	8.77485E-7
4067.681	8.85040E-7
4069.705	8.88764E-7
4077.785	8.77569E-7
4079.804	8.85526E-7
4081.828	8.87612E-7
4083.847	8.77532E-7
4085.865	8.88767E-7
4089.908	8.88545E-7
4091.927	8.83958E-7
4093.951	8.77352E-7
4095.969	8.88297E-7
4097.988	8.88604E-7
4104.050	8.88730E-7
4106.068	8.88570E-7
4108.092	8.78046E-7
4110.111	8.87422E-7
4112.130	8.78470E-7
4114.154	8.88356E-7
4116.177	8.88828E-7
4118.196	8.88616E-7
4122.234	8.77296E-7
4124.252	8.86760E-7
4126.276	8.88657E-7
4132.338	8.88767E-7
4136.385	8.88666E-7
4138.399	8.80232E-7
4140.418	8.78542E-7
4142.436	8.88683E-7
4144.460	8.88819E-7
4150.522	8.88633E-7
4152.540	8.82393E-7
4154.559	8.87443E-7
4156.578	8.88635E-7
4158.602	8.77834E-7
4160.621	8.88607E-7
4168.701	8.77641E-7
4170.730	8.88646E-7
4178.805	8.88815E-7
4180.829	8.88654E-7
4182.847	8.80840E-7
4184.866	8.88643E-7
4194.970	8.88549E-7
4196.989	8.77614E-7
4199.007	8.82504E-7
4201.031	8.88670E-7
4213.154	8.84522E-7
4215.173	8.77498E-7
4217.192	8.87971E-7
4219.215	8.88743E-7
4225.272	8.88458E-7
4227.301	8.85830E-7
4229.314	8.88508E-7
4231.338	8.88638E-7
4243.456	8.79520E-7
4245.495	8.86689E-7
4247.498	8.88757E-7
4255.578	8.88630E-7
4259.621	8.87281E-7
4261.640	8.88618E-7
4271.744	8.78885E-7
4273.763	8.81836E-7
4275.786	8.88681E-7
4277.810	8.88800E-7
4285.885	8.88686E-7
4287.909	8.84218E-7
4289.928	8.77501E-7
4291.947	8.88675E-7
4295.989	8.88580E-7
4302.051	8.78677E-7
4304.069	8.86436E-7
4306.093	8.88631E-7
4308.112	8.85640E-7
4310.131	8.88658E-7
4312.149	8.88773E-7
4318.216	8.81724E-7
4320.235	8.88657E-7
4322.253	8.88793E-7
4324.272	8.88701E-7
4330.334	8.88525E-7
4332.357	8.86487E-7
4334.381	8.87265E-7
4336.400	8.88675E-7
4346.499	8.82000E-7
4348.518	8.82179E-7
4350.542	8.88805E-7
4358.622	8.88699E-7
4360.640	8.88577E-7
4364.683	8.82396E-7
4366.702	8.88532E-7
4368.726	8.88667E-7
4374.792	8.88549E-7
4378.830	8.84651E-7
4380.853	8.88728E-7
4382.872	8.82619E-7
4384.891	8.77492E-7
4392.976	8.77213E-7
4407.118	8.77076E-7
4409.136	8.76714E-7
4411.155	8.76836E-7
4419.240	8.76943E-7
4427.321	8.76846E-7
4433.382	8.77358E-7
4435.401	8.88619E-7
4437.425	8.88872E-7
4439.443	8.88562E-7
4445.505	8.89098E-7
4447.523	8.88150E-7
4451.566	8.89252E-7
4453.585	8.88556E-7
4461.670	8.88466E-7
4465.707	8.88285E-7
4467.726	8.88538E-7
4471.769	8.86861E-7
4473.793	8.85442E-7
4475.811	8.83608E-7
4477.830	8.88571E-7
4487.934	8.88743E-7
4496.025	8.88546E-7
4500.067	8.88448E-7
4502.086	8.88608E-7
4508.147	8.88461E-7
4510.166	8.88574E-7
4530.374	8.88688E-7
4534.411	8.88591E-7
4536.435	8.88709E-7
4538.454	8.88508E-7
4560.681	8.88602E-7
4570.780	8.88763E-7
4572.804	8.88525E-7
4574.822	8.88625E-7
4576.841	8.88450E-7
4586.945	8.88583E-7
4588.964	8.88493E-7
4599.068	8.88636E-7
4615.254	8.88507E-7
4623.339	8.88417E-7
4635.456	8.88511E-7
4643.542	8.88604E-7
4653.641	8.88512E-7
4669.806	8.89165E-7
4671.830	8.88593E-7
4675.867	8.88872E-7
4677.886	8.88515E-7
4679.910	8.88658E-7
4692.043	8.88516E-7
4694.051	8.88659E-7
4696.070	8.91274E-7
4698.099	8.88540E-7
4714.254	8.93301E-7
4716.273	8.88649E-7
4730.425	8.88477E-7
4752.646	8.88585E-7
4760.726	8.88745E-7
4764.764	8.88612E-7
4768.806	8.88413E-7
4770.825	8.88515E-7
4772.844	8.88409E-7
4778.910	8.88520E-7
4784.967	8.86989E-7
4786.985	2.66762E-7
4789.009	1.80740E-7
4791.028	1.47877E-7
4793.052	1.41894E-7
4795.071	1.40096E-7
4797.089	1.40069E-7
4803.151	1.40037E-7
4807.193	1.38406E-7
4809.212	1.38260E-7
4811.236	1.38238E-7
4813.255	1.32822E-7
4815.274	1.26614E-7
4817.297	1.26523E-7
4819.316	1.26496E-7
4821.335	1.26197E-7
4823.359	1.24918E-7
4825.377	1.26096E-7
4827.396	1.26514E-7
4831.439	1.24910E-7
4833.458	1.26528E-7
4837.500	1.26542E-7
