# exported by xylib from a bruker_raw file
# AMPLIFIER_GAIN: 120
# DISCRIMINATOR_1_LOWER_LEVEL: 0.3
# GENERATOR_CURRENT: 30
# GENERATOR_VOLTAGE: 40
# HIGH_VOLTAGE: 727
# ROTATION_SPEED [rpm]: 0
# START_2THETA: 60
# START_THETA: 30
# STEPS: 3001
# STEP_SIZE: 0.006
# TIME_PER_STEP: 16.1061
# USED_LAMBDA: 1.5406
# column_1	column_2
62.310000	1026.000000
62.316000	1094.000000
62.322000	1097.000000
62.328000	1106.000000
62.334000	1204.000000
62.340000	1194.000000
62.346000	1218.000000
62.352000	1250.000000
62.358000	1322.000000
62.364000	1319.000000
62.370000	1387.000000
62.376000	1414.000000
62.382000	1508.000000
62.388000	1506.000000
62.394000	1519.000000
62.400000	1624.000000
62.406000	1686.000000
62.412000	1697.000000
62.418000	1799.000000
62.424000	1807.000000
62.430000	1768.000000
62.436000	1950.000000
62.442000	1927.000000
62.448000	1998.000000
62.454000	2018.000000
62.460000	2132.000000
62.466000	2276.000000
62.472000	2089.000000
62.478000	2226.000000
62.484000	2278.000000
62.490000	2362.000000
62.496000	2246.000000
62.502000	2318.000000
62.508000	2273.000000
62.514000	2309.000000
62.520000	2332.000000
62.526000	2300.000000
62.532000	2356.000000
62.538000	2295.000000
62.544000	2339.000000
62.550000	2362.000000
62.556000	2288.000000
62.562000	2230.000000
62.568000	2241.000000
62.574000	2251.000000
62.580000	2168.000000
62.586000	2102.000000
62.592000	2004.000000
62.598000	2064.000000
62.604000	1880.000000
62.610000	1919.000000
62.616000	1915.000000
62.622000	1965.000000
62.628000	1952.000000
62.634000	1853.000000
62.640000	1955.000000
62.646000	1895.000000
62.652000	1773.000000
62.658000	1907.000000
62.664000	1735.000000
62.670000	1688.000000
62.676000	1795.000000
62.682000	1700.000000
62.688000	1703.000000
62.694000	1697.000000
62.700000	1687.000000
62.706000	1528.000000
62.712000	1652.000000
62.718000	1482.000000
62.724000	1515.000000
62.730000	1474.000000
62.736000	1356.000000
62.742000	1416.000000
62.748000	1347.000000
62.754000	1282.000000
62.760000	1248.000000
62.766000	1214.000000
62.772000	1148.000000
62.778000	1161.000000
62.784000	1138.000000
62.790000	1155.000000
62.796000	1069.000000
62.802000	997.000000
62.808000	1009.000000
62.814000	936.000000
62.820000	956.000000
62.826000	914.000000
62.832000	909.000000
62.838000	846.000000
62.844000	912.000000
62.850000	821.000000
62.856000	859.000000
62.862000	791.000000
62.868000	813.000000
62.874000	791.000000
62.880000	671.000000
62.886000	735.000000
62.892000	746.000000
62.898000	705.000000
62.904000	707.000000
62.910000	693.000000
62.916000	666.000000
62.922000	633.000000
62.928000	665.000000
62.934000	621.000000
62.940000	595.000000
62.946000	633.000000
62.952000	578.000000
62.958000	599.000000
62.964000	642.000000
62.970000	597.000000
62.976000	585.000000
62.982000	569.000000
62.988000	570.000000
62.994000	566.000000
63.000000	563.000000
63.006000	549.000000
63.012000	546.000000
63.018000	515.000000
63.024000	494.000000
63.030000	558.000000
63.036000	535.000000
63.042000	541.000000
63.048000	515.000000
63.054000	510.000000
63.060000	522.000000
63.066000	490.000000
63.072000	534.000000
63.078000	501.000000
63.084000	494.000000
63.090000	512.000000
63.096000	500.000000
63.102000	471.000000
63.108000	499.000000
63.114000	485.000000
63.120000	501.000000
63.126000	484.000000
63.132000	468.000000
63.138000	455.000000
63.144000	503.000000
63.150000	500.000000
63.156000	471.000000
63.162000	498.000000
63.168000	502.000000
63.174000	498.000000
63.180000	532.000000
63.186000	493.000000
63.192000	506.000000
63.198000	495.000000
63.204000	486.000000
63.210000	458.000000
63.216000	491.000000
63.222000	485.000000
63.228000	443.000000
63.234000	448.000000
63.240000	462.000000
63.246000	505.000000
63.252000	436.000000
63.258000	490.000000
63.264000	432.000000
63.270000	447.000000
63.276000	451.000000
63.282000	447.000000
63.288000	433.000000
63.294000	435.000000
63.300000	471.000000
63.306000	467.000000
63.312000	415.000000
63.318000	445.000000
63.324000	444.000000
63.330000	458.000000
63.336000	436.000000
63.342000	461.000000
63.348000	487.000000
63.354000	392.000000
63.360000	446.000000
63.366000	468.000000
63.372000	426.000000
63.378000	415.000000
63.384000	409.000000
63.390000	413.000000
63.396000	442.000000
63.402000	429.000000
63.408000	407.000000
63.414000	420.000000
63.420000	398.000000
63.426000	384.000000
63.432000	396.000000
63.438000	412.000000
63.444000	395.000000
63.450000	391.000000
63.456000	408.000000
63.462000	373.000000
63.468000	363.000000
63.474000	382.000000
63.480000	404.000000
63.486000	422.000000
63.492000	407.000000
63.498000	378.000000
63.504000	379.000000
63.510000	370.000000
63.516000	370.000000
63.522000	403.000000
63.528000	353.000000
63.534000	364.000000
63.540000	381.000000
63.546000	381.000000
63.552000	384.000000
63.558000	378.000000
63.564000	368.000000
63.570000	365.000000
63.576000	405.000000
63.582000	373.000000
63.588000	405.000000
63.594000	398.000000
63.600000	378.000000
63.606000	354.000000
63.612000	381.000000
63.618000	399.000000
63.624000	377.000000
63.630000	387.000000
63.636000	363.000000
63.642000	392.000000
63.648000	384.000000
63.654000	360.000000
63.660000	365.000000
63.666000	351.000000
63.672000	370.000000
63.678000	357.000000
63.684000	361.000000
63.690000	363.000000
63.696000	362.000000
63.702000	382.000000
63.708000	337.000000
63.714000	372.000000
63.720000	340.000000
63.726000	365.000000
63.732000	384.000000
63.738000	383.000000
63.744000	349.000000
63.750000	387.000000
63.756000	330.000000
63.762000	382.000000
63.768000	360.000000
63.774000	337.000000
63.780000	376.000000
63.786000	384.000000
63.792000	385.000000
63.798000	366.000000
63.804000	359.000000
63.810000	404.000000
63.816000	396.000000
63.822000	351.000000
63.828000	374.000000
63.834000	393.000000
63.840000	362.000000
63.846000	357.000000
63.852000	395.000000
63.858000	374.000000
63.864000	367.000000
63.870000	367.000000
63.876000	371.000000
63.882000	365.000000
63.888000	376.000000
63.894000	351.000000
63.900000	358.000000
63.906000	380.000000
63.912000	341.000000
63.918000	379.000000
63.924000	373.000000
63.930000	333.000000
63.936000	365.000000
63.942000	353.000000
63.948000	344.000000
63.954000	348.000000
63.960000	326.000000
63.966000	359.000000
63.972000	354.000000
63.978000	333.000000
63.984000	343.000000
63.990000	368.000000
63.996000	358.000000
64.002000	373.000000
64.008000	358.000000
64.014000	350.000000
64.020000	387.000000
64.026000	340.000000
64.032000	366.000000
64.038000	328.000000
64.044000	347.000000
64.050000	347.000000
64.056000	371.000000
64.062000	316.000000
64.068000	337.000000
64.074000	328.000000
64.080000	327.000000
64.086000	338.000000
64.092000	331.000000
64.098000	352.000000
64.104000	356.000000
64.110000	364.000000
64.116000	374.000000
64.122000	366.000000
64.128000	360.000000
64.134000	325.000000
64.140000	351.000000
64.146000	353.000000
64.152000	343.000000
64.158000	347.000000
64.164000	373.000000
64.170000	351.000000
64.176000	353.000000
64.182000	347.000000
64.188000	333.000000
64.194000	356.000000
64.200000	331.000000
64.206000	355.000000
64.212000	348.000000
64.218000	347.000000
64.224000	330.000000
64.230000	353.000000
64.236000	365.000000
64.242000	343.000000
64.248000	333.000000
64.254000	296.000000
64.260000	352.000000
64.266000	337.000000
64.272000	334.000000
64.278000	350.000000
64.284000	343.000000
64.290000	356.000000
64.296000	346.000000
64.302000	349.000000
64.308000	330.000000
64.314000	341.000000
64.320000	341.000000
64.326000	340.000000
64.332000	351.000000
64.338000	359.000000
64.344000	335.000000
64.350000	333.000000
64.356000	389.000000
64.362000	355.000000
64.368000	354.000000
64.374000	320.000000
64.380000	332.000000
64.386000	331.000000
64.392000	307.000000
64.398000	322.000000
64.404000	342.000000
64.410000	332.000000
64.416000	330.000000
64.422000	375.000000
64.428000	345.000000
64.434000	352.000000
64.440000	330.000000
64.446000	323.000000
64.452000	332.000000
64.458000	328.000000
64.464000	366.000000
64.470000	360.000000
64.476000	357.000000
64.482000	372.000000
64.488000	337.000000
64.494000	346.000000
64.500000	340.000000
64.506000	323.000000
64.512000	366.000000
64.518000	330.000000
64.524000	360.000000
64.530000	366.000000
64.536000	345.000000
64.542000	353.000000
64.548000	352.000000
64.554000	334.000000
64.560000	328.000000
64.566000	347.000000
64.572000	322.000000
64.578000	336.000000
64.584000	364.000000
64.590000	382.000000
64.596000	350.000000
64.602000	353.000000
64.608000	350.000000
64.614000	345.000000
64.620000	360.000000
64.626000	367.000000
64.632000	343.000000
64.638000	331.000000
64.644000	334.000000
64.650000	397.000000
64.656000	357.000000
64.662000	341.000000
64.668000	337.000000
64.674000	382.000000
64.680000	337.000000
64.686000	348.000000
64.692000	360.000000
64.698000	343.000000
64.704000	345.000000
64.710000	363.000000
64.716000	351.000000
64.722000	321.000000
64.728000	355.000000
64.734000	336.000000
64.740000	393.000000
64.746000	335.000000
64.752000	375.000000
64.758000	351.000000
64.764000	350.000000
64.770000	354.000000
64.776000	376.000000
64.782000	342.000000
64.788000	332.000000
64.794000	342.000000
64.800000	336.000000
64.806000	324.000000
64.812000	326.000000
64.818000	343.000000
64.824000	348.000000
64.830000	342.000000
64.836000	330.000000
64.842000	362.000000
64.848000	369.000000
64.854000	316.000000
64.860000	352.000000
64.866000	363.000000
64.872000	341.000000
64.878000	360.000000
64.884000	344.000000
64.890000	347.000000
64.896000	345.000000
64.902000	361.000000
64.908000	369.000000
64.914000	370.000000
64.920000	341.000000
64.926000	329.000000
64.932000	351.000000
64.938000	348.000000
64.944000	380.000000
64.950000	365.000000
64.956000	337.000000
64.962000	345.000000
64.968000	354.000000
64.974000	375.000000
64.980000	315.000000
64.986000	361.000000
64.992000	327.000000
64.998000	376.000000
65.004000	320.000000
65.010000	357.000000
65.016000	343.000000
65.022000	394.000000
65.028000	342.000000
65.034000	339.000000
65.040000	343.000000
65.046000	385.000000
65.052000	325.000000
65.058000	353.000000
65.064000	375.000000
65.070000	332.000000
65.076000	348.000000
65.082000	375.000000
65.088000	329.000000
65.094000	372.000000
65.100000	379.000000
65.106000	326.000000
65.112000	347.000000
65.118000	378.000000
65.124000	377.000000
65.130000	350.000000
65.136000	363.000000
65.142000	339.000000
65.148000	363.000000
65.154000	347.000000
65.160000	337.000000
65.166000	370.000000
65.172000	398.000000
65.178000	392.000000
65.184000	342.000000
65.190000	396.000000
65.196000	384.000000
65.202000	343.000000
65.208000	368.000000
65.214000	380.000000
65.220000	362.000000
65.226000	373.000000
65.232000	344.000000
65.238000	407.000000
65.244000	401.000000
65.250000	362.000000
65.256000	384.000000
65.262000	381.000000
65.268000	409.000000
65.274000	373.000000
65.280000	369.000000
65.286000	379.000000
65.292000	410.000000
65.298000	432.000000
65.304000	400.000000
65.310000	415.000000
65.316000	405.000000
65.322000	355.000000
65.328000	405.000000
65.334000	417.000000
65.340000	420.000000
65.346000	395.000000
65.352000	403.000000
65.358000	406.000000
65.364000	415.000000
65.370000	433.000000
65.376000	411.000000
65.382000	431.000000
65.388000	425.000000
65.394000	424.000000
65.400000	403.000000
65.406000	419.000000
65.412000	422.000000
65.418000	445.000000
65.424000	445.000000
65.430000	398.000000
65.436000	497.000000
65.442000	478.000000
65.448000	453.000000
65.454000	457.000000
65.460000	435.000000
65.466000	449.000000
65.472000	455.000000
65.478000	502.000000
65.484000	480.000000
65.490000	466.000000
65.496000	482.000000
65.502000	489.000000
65.508000	493.000000
65.514000	483.000000
65.520000	476.000000
65.526000	459.000000
65.532000	566.000000
65.538000	526.000000
65.544000	515.000000
65.550000	562.000000
65.556000	550.000000
65.562000	587.000000
65.568000	547.000000
65.574000	588.000000
65.580000	628.000000
65.586000	617.000000
65.592000	631.000000
65.598000	647.000000
65.604000	642.000000
65.610000	654.000000
65.616000	681.000000
65.622000	700.000000
65.628000	690.000000
65.634000	737.000000
65.640000	734.000000
65.646000	777.000000
65.652000	752.000000
65.658000	700.000000
65.664000	832.000000
65.670000	845.000000
65.676000	780.000000
65.682000	768.000000
65.688000	872.000000
65.694000	875.000000
65.700000	862.000000
65.706000	874.000000
65.712000	892.000000
65.718000	857.000000
65.724000	972.000000
65.730000	972.000000
65.736000	942.000000
65.742000	946.000000
65.748000	904.000000
65.754000	872.000000
65.760000	939.000000
65.766000	907.000000
65.772000	915.000000
65.778000	896.000000
65.784000	870.000000
65.790000	900.000000
65.796000	814.000000
65.802000	863.000000
65.808000	847.000000
65.814000	835.000000
65.820000	830.000000
65.826000	805.000000
65.832000	808.000000
65.838000	781.000000
65.844000	837.000000
65.850000	779.000000
65.856000	809.000000
65.862000	722.000000
65.868000	721.000000
65.874000	799.000000
65.880000	726.000000
65.886000	759.000000
65.892000	720.000000
65.898000	766.000000
65.904000	693.000000
65.910000	710.000000
65.916000	721.000000
65.922000	705.000000
65.928000	738.000000
65.934000	667.000000
65.940000	699.000000
65.946000	668.000000
65.952000	638.000000
65.958000	670.000000
65.964000	671.000000
65.970000	638.000000
65.976000	599.000000
65.982000	599.000000
65.988000	619.000000
65.994000	596.000000
66.000000	576.000000
66.006000	571.000000
66.012000	511.000000
66.018000	557.000000
66.024000	532.000000
66.030000	565.000000
66.036000	529.000000
66.042000	514.000000
66.048000	528.000000
66.054000	471.000000
66.060000	495.000000
66.066000	452.000000
66.072000	459.000000
66.078000	446.000000
66.084000	475.000000
66.090000	471.000000
66.096000	405.000000
66.102000	492.000000
66.108000	445.000000
66.114000	449.000000
66.120000	431.000000
66.126000	447.000000
66.132000	431.000000
66.138000	443.000000
66.144000	428.000000
66.150000	421.000000
66.156000	386.000000
66.162000	442.000000
66.168000	403.000000
66.174000	387.000000
66.180000	404.000000
66.186000	378.000000
66.192000	419.000000
66.198000	366.000000
66.204000	397.000000
66.210000	367.000000
66.216000	386.000000
66.222000	388.000000
66.228000	380.000000
66.234000	380.000000
66.240000	359.000000
66.246000	402.000000
66.252000	393.000000
66.258000	395.000000
66.264000	394.000000
66.270000	400.000000
66.276000	397.000000
66.282000	391.000000
66.288000	362.000000
66.294000	339.000000
66.300000	351.000000
66.306000	331.000000
66.312000	390.000000
66.318000	367.000000
66.324000	346.000000
66.330000	350.000000
66.336000	401.000000
66.342000	398.000000
66.348000	334.000000
66.354000	379.000000
66.360000	354.000000
66.366000	381.000000
66.372000	372.000000
66.378000	339.000000
66.384000	376.000000
66.390000	360.000000
66.396000	364.000000
66.402000	373.000000
66.408000	355.000000
66.414000	329.000000
66.420000	337.000000
66.426000	367.000000
66.432000	361.000000
66.438000	337.000000
66.444000	353.000000
66.450000	328.000000
66.456000	340.000000
66.462000	336.000000
66.468000	346.000000
66.474000	346.000000
66.480000	338.000000
66.486000	371.000000
66.492000	336.000000
66.498000	351.000000
66.504000	350.000000
66.510000	331.000000
66.516000	357.000000
66.522000	339.000000
66.528000	363.000000
66.534000	391.000000
66.540000	342.000000
66.546000	350.000000
66.552000	348.000000
66.558000	337.000000
66.564000	322.000000
66.570000	378.000000
66.576000	374.000000
66.582000	358.000000
66.588000	347.000000
66.594000	364.000000
66.600000	321.000000
66.606000	328.000000
66.612000	339.000000
66.618000	370.000000
66.624000	332.000000
66.630000	328.000000
66.636000	354.000000
66.642000	343.000000
66.648000	349.000000
66.654000	319.000000
66.660000	318.000000
66.666000	323.000000
66.672000	351.000000
66.678000	344.000000
66.684000	366.000000
66.690000	342.000000
66.696000	376.000000
66.702000	343.000000
66.708000	343.000000
66.714000	338.000000
66.720000	345.000000
66.726000	350.000000
66.732000	358.000000
66.738000	350.000000
66.744000	313.000000
66.750000	308.000000
66.756000	356.000000
66.762000	360.000000
66.768000	318.000000
66.774000	360.000000
66.780000	319.000000
66.786000	353.000000
66.792000	333.000000
66.798000	336.000000
66.804000	384.000000
66.810000	355.000000
66.816000	348.000000
66.822000	332.000000
66.828000	344.000000
66.834000	355.000000
66.840000	358.000000
66.846000	343.000000
66.852000	342.000000
66.858000	340.000000
66.864000	320.000000
66.870000	349.000000
66.876000	367.000000
66.882000	362.000000
66.888000	327.000000
66.894000	360.000000
66.900000	337.000000
66.906000	357.000000
66.912000	347.000000
66.918000	373.000000
66.924000	334.000000
66.930000	341.000000
66.936000	349.000000
66.942000	304.000000
66.948000	356.000000
66.954000	367.000000
66.960000	351.000000
66.966000	276.000000
66.972000	328.000000
66.978000	337.000000
66.984000	332.000000
66.990000	338.000000
66.996000	366.000000
67.002000	333.000000
67.008000	331.000000
67.014000	308.000000
67.020000	346.000000
67.026000	341.000000
67.032000	354.000000
67.038000	358.000000
67.044000	336.000000
67.050000	333.000000
67.056000	348.000000
67.062000	320.000000
67.068000	348.000000
67.074000	346.000000
67.080000	319.000000
67.086000	373.000000
67.092000	318.000000
67.098000	337.000000
67.104000	333.000000
67.110000	318.000000
67.116000	335.000000
67.122000	355.000000
67.128000	348.000000
67.134000	390.000000
67.140000	324.000000
67.146000	322.000000
67.152000	351.000000
67.158000	343.000000
67.164000	309.000000
67.170000	322.000000
67.176000	331.000000
67.182000	319.000000
67.188000	357.000000
67.194000	354.000000
67.200000	377.000000
67.206000	339.000000
67.212000	326.000000
67.218000	318.000000
67.224000	306.000000
67.230000	319.000000
67.236000	308.000000
67.242000	311.000000
67.248000	304.000000
67.254000	310.000000
67.260000	315.000000
67.266000	324.000000
67.272000	302.000000
67.278000	341.000000
67.284000	322.000000
67.290000	320.000000
67.296000	318.000000
67.302000	364.000000
67.308000	322.000000
67.314000	315.000000
67.320000	305.000000
67.326000	327.000000
67.332000	318.000000
67.338000	301.000000
67.344000	311.000000
67.350000	306.000000
67.356000	308.000000
67.362000	340.000000
67.368000	316.000000
67.374000	320.000000
67.380000	345.000000
67.386000	318.000000
67.392000	340.000000
67.398000	335.000000
67.404000	318.000000
67.410000	356.000000
67.416000	313.000000
67.422000	347.000000
67.428000	335.000000
67.434000	350.000000
67.440000	301.000000
67.446000	312.000000
67.452000	322.000000
67.458000	347.000000
67.464000	349.000000
67.470000	314.000000
67.476000	306.000000
67.482000	312.000000
67.488000	304.000000
67.494000	356.000000
67.500000	308.000000
67.506000	280.000000
67.512000	301.000000
67.518000	332.000000
67.524000	331.000000
67.530000	333.000000
67.536000	320.000000
67.542000	334.000000
67.548000	310.000000
67.554000	329.000000
67.560000	324.000000
67.566000	305.000000
67.572000	329.000000
67.578000	331.000000
67.584000	332.000000
67.590000	320.000000
67.596000	306.000000
67.602000	310.000000
67.608000	325.000000
67.614000	320.000000
67.620000	334.000000
67.626000	327.000000
67.632000	306.000000
67.638000	317.000000
67.644000	350.000000
67.650000	313.000000
67.656000	333.000000
67.662000	330.000000
67.668000	326.000000
67.674000	303.000000
67.680000	322.000000
67.686000	318.000000
67.692000	318.000000
67.698000	325.000000
67.704000	289.000000
67.710000	326.000000
67.716000	314.000000
67.722000	304.000000
67.728000	314.000000
67.734000	329.000000
67.740000	339.000000
67.746000	337.000000
67.752000	335.000000
67.758000	276.000000
67.764000	331.000000
67.770000	304.000000
67.776000	338.000000
67.782000	332.000000
67.788000	301.000000
67.794000	321.000000
67.800000	303.000000
67.806000	283.000000
67.812000	295.000000
67.818000	322.000000
67.824000	324.000000
67.830000	311.000000
67.836000	330.000000
67.842000	325.000000
67.848000	302.000000
67.854000	330.000000
67.860000	304.000000
67.866000	290.000000
67.872000	338.000000
67.878000	321.000000
67.884000	326.000000
67.890000	350.000000
67.896000	312.000000
67.902000	317.000000
67.908000	327.000000
67.914000	321.000000
67.920000	317.000000
67.926000	325.000000
