[Header]
TITLE,Bi-O-S_bestsample_Add.dat
BYAPP,HeatCapacity,3.8.6,1.7
INFO,,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.8.6 Build 1,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 12, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
28503561.23,,5905,7.78687,7.8979,0.174,9.3E-6,7.8174036,0.15117119,0,0,4.1943371,0.01167,4.1943371,0.01167,10.880779,0.46427174,0,100,,,1,,,,9.0342E-6,0.92973,61.111799,0,0
28503731.23,,5905,7.86879,7.9796,0.174,9.3E-6,7.899064,0.15127156,0,0,4.3069385,0.01295,4.3069385,0.01295,7.1140961,0.47021254,0,100,,,1,,,,9.1596E-6,0.9285435,62.395211,0,0
28503747.53,,5905,7.87106,7.9833,0.174,9.3E-6,7.9013743,0.15253886,0,0,4.3099199,0.01219,4.3099199,0.01219,12.513757,0.47116786,0,100,,,1,,,,9.1473E-6,0.9404251,62.431716,0,0
28503763.69,,5905,7.87379,7.9838,0.174,9.4E-6,7.9044853,0.15288099,0,0,4.31286,0.01192,4.31286,0.01192,12.396764,0.47166014,0,100,,,1,,,,9.144E-6,0.9423357,62.480888,0,0
28503779.95,,5905,7.87561,7.987,0.174,9.3E-6,7.9064415,0.15303337,0,0,4.3187525,0.01242,4.3187525,0.01242,11.032454,0.473049,0,100,,,1,,,,9.1296E-6,0.9433203,62.511817,0,0
28503796.08,,5905,7.87763,7.9909,0.174,9.3E-6,7.9090095,0.15314089,0,0,4.3211296,0.01207,4.3211296,0.01207,10.213392,0.47175922,0,100,,,1,,,,9.1596E-6,0.946098,62.552431,0,0
28503812.39,,5905,7.8793,7.9909,0.174,9.4E-6,7.9105814,0.15275298,0,0,4.3250962,0.01253,4.3250962,0.01253,14.09798,0.47133377,0,100,,,1,,,,9.1763E-6,0.9435184,62.577298,0,0
28503828.63,,5905,7.88089,7.9918,0.174,9.4E-6,7.9121635,0.15283136,0,0,4.3230971,0.01242,4.3230971,0.01242,15.610477,0.47140194,0,100,,,1,,,,9.1707E-6,0.9426675,62.602331,0,0
28503844.88,,5905,7.88248,7.9948,0.174,9.3E-6,7.9136649,0.15289064,0,0,4.3258201,0.01223,4.3258201,0.01223,8.3899433,0.47108981,0,100,,,1,,,,9.1826E-6,0.9428039,62.626092,0,0
28503860.92,,5905,7.88441,7.9958,0.174,9.3E-6,7.9150171,0.15282595,0,0,4.3314547,0.01108,4.3314547,0.01108,8.4414466,0.47234784,0,100,,,1,,,,9.1701E-6,0.9421796,62.647496,0,0
28503877.97,,5905,7.88533,7.9956,0.174,9.4E-6,7.9160994,0.15283992,0,0,4.332433,0.01218,4.332433,0.01218,9.4785577,0.47116076,0,100,,,1,,,,9.1952E-6,0.9446957,62.66463,0,0
28503894.36,,5905,7.88631,7.996,0.174,9.4E-6,7.9169503,0.15295743,0,0,4.3335608,0.01283,4.3335608,0.01283,16.442165,0.47382359,0,100,,,1,,,,9.1459E-6,0.9423215,62.678102,0,0
28503910.66,,5905,7.88738,7.9978,0.174,9.4E-6,7.9184211,0.15320605,0,0,4.3350952,0.01246,4.3350952,0.01246,13.632769,0.47117117,0,100,,,1,,,,9.2007E-6,0.9476472,62.701392,0,0
28504065.98,,5905,7.97284,8.0858,0.174,9.4E-6,8.0024863,0.1532008,0,0,4.4610713,0.01238,4.4610713,0.01238,7.2417524,0.47983525,0,100,,,1,,,,9.2971E-6,0.9423423,64.039787,0,0
28504082.17,,5905,7.97558,8.088,0.174,9.3E-6,8.0057031,0.15480931,0,0,4.4619753,0.01169,4.4619753,0.01169,8.48098,0.47877891,0,100,,,1,,,,9.3195E-6,0.9596705,64.091282,0,0
28504098.45,,5905,7.97756,8.0885,0.174,9.3E-6,8.0078938,0.15464421,0,0,4.4673238,0.01243,4.4673238,0.01243,10.274734,0.48033961,0,100,,,1,,,,9.3003E-6,0.9575578,64.126363,0,0
28504114.53,,5905,7.97989,8.0914,0.174,9.3E-6,8.010043,0.15488482,0,0,4.47334,0.01201,4.47334,0.01201,7.8136915,0.48090699,0,100,,,1,,,,9.3019E-6,0.9606792,64.160789,0,0
28504131.52,,5905,7.98177,8.0926,0.174,9.3E-6,8.0117198,0.15492392,0,0,4.4796692,0.01261,4.4796692,0.01261,8.3777332,0.4814391,0,100,,,1,,,,9.3047E-6,0.961814,64.187655,0,0
28504147.78,,5905,7.98304,8.0939,0.174,9.4E-6,8.0134871,0.15535657,0,0,4.4784121,0.01276,4.4784121,0.01276,9.0723555,0.48228334,0,100,,,1,,,,9.2859E-6,0.9628782,64.215976,0,0
28504164.03,,5905,7.98467,8.0951,0.174,9.3E-6,8.015183,0.1555138,0,0,4.4779866,0.01246,4.4779866,0.01246,9.0565139,0.48187128,0,100,,,1,,,,9.2929E-6,0.9645667,64.243159,0,0
28504180.44,,5905,7.9852,8.0944,0.174,9.3E-6,8.0166868,0.15528838,0,0,4.4877475,0.01313,4.4877475,0.01313,8.846131,0.4826539,0,100,,,1,,,,9.2981E-6,0.9637426,64.267267,0,0
28504196.69,,5905,7.98734,8.0985,0.174,9.3E-6,8.0182444,0.15531959,0,0,4.4794622,0.0116,4.4794622,0.0116,8.2283995,0.47946359,0,100,,,1,,,,9.3427E-6,0.9653078,64.292243,0,0
28504212.97,,5905,7.98811,8.1002,0.174,9.4E-6,8.0192478,0.15485863,0,0,4.4813812,0.01229,4.4813812,0.01229,7.4772047,0.48040639,0,100,,,1,,,,9.3283E-6,0.9589272,64.308336,0,0
28504229.09,,5905,7.98921,8.0987,0.174,9.4E-6,8.0200485,0.1548893,0,0,4.4860315,0.01236,4.4860315,0.01236,12.085078,0.4802189,0,100,,,1,,,,9.3416E-6,0.9608128,64.321178,0,0
28504245.39,,5905,7.99041,8.1013,0.174,9.3E-6,8.0209801,0.15504626,0,0,4.4863248,0.01262,4.4863248,0.01262,8.8167088,0.4816624,0,100,,,1,,,,9.3143E-6,0.9604378,64.336122,0,0
28504249.14,Error: Warning: The temperature (8 K) for the new addenda measurement falls within or too close to the existing addenda temperature range (1.8315418 K to 8.013477 K).  Skipping this temperature to avoid overlap.
28504249.77,Error: Warning: The temperature (8.2592593 K) for the new addenda measurement falls within or too close to the existing addenda temperature range (1.8315418 K to 8.013477 K).  Skipping this temperature to avoid overlap.
28504471.7,,5905,8.49703,8.607,0.174,9.3E-6,8.5303844,0.16586638,0,0,5.3152931,0.01531,5.3152931,0.01531,14.289436,0.52701219,0,100,,,1,,,,1.0086E-5,1.059914,72.767459,0,0
28504489.61,,5905,8.49926,8.6076,0.174,9.4E-6,8.532186,0.16542398,0,0,5.3102311,0.01569,5.3102311,0.01569,9.5828586,0.52650336,0,100,,,1,,,,1.0086E-5,1.054024,72.798197,0,0
28504507.39,,5905,8.50088,8.6099,0.174,9.3E-6,8.5347612,0.16511434,0,0,5.3153301,0.01459,5.3153301,0.01459,13.099529,0.52531524,0,100,,,1,,,,1.0118E-5,1.053007,72.842149,0,0
28504525.34,,5905,8.50244,8.6123,0.174,9.4E-6,8.5362502,0.16513085,0,0,5.3234016,0.01505,5.3234016,0.01505,14.081559,0.52728767,0,100,,,1,,,,1.0096E-5,1.05063,72.867567,0,0
28504543.14,,5905,8.50465,8.615,0.174,9.3E-6,8.53819,0.1655403,0,0,5.3172786,0.01441,5.3172786,0.01441,8.2800426,0.52646756,0,100,,,1,,,,1.01E-5,1.054575,72.900688,0,0
28504560.91,,5905,8.50509,8.6135,0.174,9.4E-6,8.5390615,0.16523545,0,0,5.3205147,0.01486,5.3205147,0.01486,10.852957,0.52612718,0,100,,,1,,,,1.0113E-5,1.052935,72.915571,0,0
28504578.75,,5905,8.50714,8.6165,0.174,9.3E-6,8.5400331,0.16524642,0,0,5.3176397,0.01502,5.3176397,0.01502,5.72447,0.52555843,0,100,,,1,,,,1.0118E-5,1.052254,72.932165,0,0
28504596.53,,5905,8.50796,8.6178,0.174,9.4E-6,8.5417255,0.16503769,0,0,5.3291194,0.01491,5.3291194,0.01491,6.6287127,0.52683108,0,100,,,1,,,,1.0115E-5,1.051117,72.961074,0,0
28504614.28,,5905,8.51029,8.6188,0.174,9.4E-6,8.5434798,0.16510968,0,0,5.3305607,0.01425,5.3305607,0.01425,5.9159479,0.52483036,0,100,,,1,,,,1.0157E-5,1.053662,72.991048,0,0
28504632.91,,5905,8.51086,8.6177,0.174,9.3E-6,8.5439423,0.1651862,0,0,5.3291462,0.01529,5.3291462,0.01529,10.009129,0.52783241,0,100,,,1,,,,1.0096E-5,1.049661,72.998949,0,0
28504650.91,,5905,8.51185,8.6188,0.174,9.4E-6,8.5446233,0.165292,0,0,5.3340798,0.0156,5.3340798,0.0156,8.1929166,0.52584771,0,100,,,1,,,,1.0144E-5,1.055665,73.010587,0,0
28504668.73,,5905,8.51127,8.62,0.174,9.3E-6,8.5450787,0.16508988,0,0,5.332355,0.01523,5.332355,0.01523,8.902154,0.52637845,0,100,,,1,,,,1.013E-5,1.051695,73.018371,0,0
28504835.48,,5905,8.74928,8.8609,0.174,9.3E-6,8.7818446,0.16592223,0,0,5.7390758,0.01796,5.7390758,0.01796,6.8250978,0.54605636,0,100,,,1,,,,1.051E-5,1.052757,77.120795,0,0
28504853.34,,5905,8.75261,8.8646,0.174,9.4E-6,8.7864437,0.16975406,0,0,5.7467023,0.01638,5.7467023,0.01638,11.677947,0.54793858,0,100,,,1,,,,1.0488E-5,1.092113,77.201593,0,0
28504871.31,,5905,8.75442,8.8668,0.174,9.4E-6,8.7889171,0.17001309,0,0,5.760004,0.01649,5.760004,0.01649,13.564694,0.54950156,0,100,,,1,,,,1.0482E-5,1.095877,77.245064,0,0
28504889.23,,5905,8.75679,8.8699,0.174,9.3E-6,8.7913822,0.17055362,0,0,5.7584907,0.01621,5.7584907,0.01621,8.1953074,0.55050825,0,100,,,1,,,,1.046E-5,1.099003,77.288401,0,0
28504907.31,,5905,8.75925,8.8697,0.174,9.3E-6,8.7939805,0.17057647,0,0,5.7609967,0.01698,5.7609967,0.01698,9.7854091,0.54826566,0,100,,,1,,,,1.0508E-5,1.101017,77.334094,0,0
28504925.14,,5905,8.76052,8.871,0.174,9.3E-6,8.79556,0.16996576,0,0,5.7670381,0.01683,5.7670381,0.01683,12.328892,0.54795344,0,100,,,1,,,,1.0525E-5,1.096531,77.361877,0,0
28504942.98,,5905,8.76271,8.8744,0.174,9.3E-6,8.7972489,0.17006014,0,0,5.7655627,0.01615,5.7655627,0.01615,7.883017,0.54844032,0,100,,,1,,,,1.0513E-5,1.095907,77.391589,0,0
28504961.05,,5905,8.76377,8.8753,0.174,9.3E-6,8.7988908,0.17033058,0,0,5.7682156,0.01707,5.7682156,0.01707,12.062685,0.54958698,0,100,,,1,,,,1.0496E-5,1.096881,77.420479,0,0
28504979.83,,5905,8.76593,8.876,0.174,9.3E-6,8.8003569,0.17032121,0,0,5.7807835,0.01742,5.7807835,0.01742,9.2726382,0.54961123,0,100,,,1,,,,1.0518E-5,1.099174,77.446281,0,0
28504997.66,,5905,8.76716,8.8786,0.174,9.3E-6,8.8015208,0.17062392,0,0,5.7719808,0.01564,5.7719808,0.01564,9.0948041,0.54995159,0,100,,,1,,,,1.0495E-5,1.099222,77.466769,0,0
28505015.56,,5905,8.76734,8.878,0.174,9.3E-6,8.8030228,0.1705948,0,0,5.7776941,0.01599,5.7776941,0.01599,7.7634101,0.54954995,0,100,,,1,,,,1.0514E-5,1.099903,77.493211,0,0
28505033.53,,5905,8.76928,8.8793,0.174,9.3E-6,8.8042827,0.17059102,0,0,5.7758541,0.01683,5.7758541,0.01683,8.7314781,0.54930592,0,100,,,1,,,,1.0515E-5,1.0991,77.515394,0,0
28505199.39,,5905,9.00699,9.123,0.174,9.3E-6,9.0433819,0.17098897,0,0,6.212906,0.01666,6.212906,0.01666,32.229758,0.57074781,0,100,,,1,,,,1.0886E-5,1.098612,81.782756,0,0
28505218.23,,5905,9.01102,9.1259,0.174,9.3E-6,9.0486105,0.17483184,0,0,6.2229976,0.01651,6.2229976,0.01651,37.113718,0.57058324,0,100,,,1,,,,1.0906E-5,1.141496,81.877352,0,0
28505236.19,,5905,9.0138,9.1301,0.174,9.3E-6,9.0512532,0.17493279,0,0,6.234002,0.01717,6.234002,0.01717,32.335187,0.5725883,0,100,,,1,,,,1.0887E-5,1.141166,81.925184,0,0
28505254.09,,5905,9.01498,9.1305,0.174,9.3E-6,9.0543248,0.17545779,0,0,6.2337998,0.01611,6.2337998,0.01611,12.130747,0.57187687,0,100,,,1,,,,1.0901E-5,1.145177,81.980798,0,0
28505272.06,,5905,9.01776,9.1337,0.174,9.3E-6,9.0564801,0.17520235,0,0,6.239032,0.01691,6.239032,0.01691,24.373514,0.57257508,0,100,,,1,,,,1.0896E-5,1.143754,82.019831,0,0
28505289.94,,5905,9.02037,9.1379,0.174,9.3E-6,9.0586355,0.17553126,0,0,6.2457061,0.01685,6.2457061,0.01685,27.152295,0.57359525,0,100,,,1,,,,1.0889E-5,1.14515,82.058876,0,0
28505307.91,,5905,9.02148,9.1345,0.174,9.4E-6,9.0600943,0.17551331,0,0,6.2454709,0.01662,6.2454709,0.01662,35.932251,0.57214251,0,100,,,1,,,,1.0916E-5,1.147191,82.085308,0,0
28505325.98,,5905,9.02265,9.1381,0.174,9.4E-6,9.0606798,0.17538699,0,0,6.249947,0.01675,6.249947,0.01675,19.334755,0.57355171,0,100,,,1,,,,1.0897E-5,1.144285,82.095918,0,0
28505344.13,,5905,9.0239,9.139,0.174,9.4E-6,9.0631255,0.17558204,0,0,6.251839,0.01678,6.251839,0.01678,30.289667,0.57261317,0,100,,,1,,,,1.0918E-5,1.147103,82.140243,0,0
28505362.08,,5905,9.02511,9.1388,0.174,9.3E-6,9.0640679,0.17535139,0,0,6.2515022,0.01642,6.2515022,0.01642,27.15451,0.57216984,0,100,,,1,,,,1.0926E-5,1.145226,82.157326,0,0
28505379.94,,5905,9.02592,9.1399,0.174,9.3E-6,9.0653161,0.17532451,0,0,6.2568898,0.01647,6.2568898,0.01647,29.869655,0.57302506,0,100,,,1,,,,1.0919E-5,1.14434,82.179955,0,0
28505397.86,,5905,9.02853,9.143,0.174,9.3E-6,9.0671474,0.17546477,0,0,6.2608998,0.01703,6.2608998,0.01703,15.544566,0.57384099,0,100,,,1,,,,1.0911E-5,1.14605,82.213162,0,0
28505563.55,,5905,9.26588,9.3875,0.174,9.4E-6,9.3024547,0.17646301,0,0,6.7032585,0.01826,6.7032585,0.01826,33.989329,0.59420116,0,100,,,1,,,,1.1281E-5,1.147682,86.535664,0,0
28505581.77,,5905,9.2691,9.3877,0.174,9.4E-6,9.3083047,0.1800808,0,0,6.7139604,0.01698,6.7139604,0.01698,23.020778,0.59417994,0,100,,,1,,,,1.13E-5,1.188402,86.644537,0,0
28505599.75,,5905,9.2709,9.3887,0.174,9.4E-6,9.3098312,0.18028093,0,0,6.7173114,0.0178,6.7173114,0.0178,19.940485,0.59500756,0,100,,,1,,,,1.1289E-5,1.18836,86.672957,0,0
28505617.67,,5905,9.27369,9.3923,0.174,9.3E-6,9.3127441,0.1802847,0,0,6.7241294,0.01802,6.7241294,0.01802,21.172969,0.59496096,0,100,,,1,,,,1.1302E-5,1.190015,86.727203,0,0
28505635.8,,5905,9.27613,9.3952,0.174,9.3E-6,9.3148242,0.18033297,0,0,6.7286753,0.0174,6.7286753,0.0174,19.462141,0.5965507,0,100,,,1,,,,1.1279E-5,1.189922,86.765949,0,0
28505653.91,,5905,9.27837,9.3973,0.174,9.4E-6,9.3173664,0.180565,0,0,6.7340052,0.01826,6.7340052,0.01826,25.031411,0.59605631,0,100,,,1,,,,1.1298E-5,1.193101,86.813317,0,0
28505672.02,,5905,9.27984,9.399,0.174,9.3E-6,9.3192222,0.18060755,0,0,6.7389292,0.01807,6.7389292,0.01807,33.78363,0.59626443,0,100,,,1,,,,1.1302E-5,1.192113,86.847902,0,0
28505690.03,,5905,9.28194,9.4003,0.174,9.3E-6,9.321519,0.18060886,0,0,6.7411322,0.01825,6.7411322,0.01825,38.007544,0.59660733,0,100,,,1,,,,1.1299E-5,1.192529,86.890717,0,0
28505708.13,,5905,9.28336,9.4017,0.174,9.4E-6,9.3227863,0.18068754,0,0,6.740743,0.0176,6.740743,0.0176,19.59633,0.59566611,0,100,,,1,,,,1.1316E-5,1.193215,86.914344,0,0
28505726.2,,5905,9.28479,9.4023,0.174,9.4E-6,9.3237873,0.18057436,0,0,6.7503722,0.0186,6.7503722,0.0186,30.510039,0.5975194,0,100,,,1,,,,1.1297E-5,1.191332,86.933009,0,0
28505744.31,,5905,9.28602,9.4038,0.174,9.3E-6,9.3248433,0.18108105,0,0,6.7477377,0.018,6.7477377,0.018,37.21193,0.5974327,0,100,,,1,,,,1.1295E-5,1.195039,86.952702,0,0
28505762.42,,5905,9.28687,9.4031,0.174,9.3E-6,9.3259086,0.18095678,0,0,6.7491746,0.01765,6.7491746,0.01765,25.992392,0.59692146,0,100,,,1,,,,1.1307E-5,1.194865,86.972571,0,0
28505926.98,,5905,9.52519,9.6486,0.174,9.4E-6,9.5634804,0.1815952,0,0,7.2206741,0.0196,7.2206741,0.0196,24.326979,0.61822238,0,100,,,1,,,,1.168E-5,1.193843,91.460158,0,0
28505945.94,,5905,9.52772,9.6503,0.174,9.4E-6,9.5685031,0.18541519,0,0,7.2316729,0.02008,7.2316729,0.02008,28.866293,0.62034783,0,100,,,1,,,,1.1657E-5,1.236445,91.556251,0,0
28505963.94,,5905,9.53008,9.6527,0.174,9.3E-6,9.5715126,0.1859069,0,0,7.2396894,0.02063,7.2396894,0.02063,26.262518,0.62135952,0,100,,,1,,,,1.1651E-5,1.240696,91.613853,0,0
28505982.06,,5905,9.5335,9.6548,0.174,9.4E-6,9.5743109,0.18596229,0,0,7.2369489,0.01961,7.2369489,0.01961,18.218767,0.61818973,0,100,,,1,,,,1.1707E-5,1.242719,91.667429,0,0
28506000.2,,5905,9.53525,9.6577,0.174,9.4E-6,9.5761858,0.18538952,0,0,7.2458369,0.01962,7.2458369,0.01962,14.98381,0.62015199,0,100,,,1,,,,1.1684E-5,1.236379,91.703334,0,0
28506018.39,,5905,9.53769,9.6585,0.174,9.3E-6,9.5787571,0.18569423,0,0,7.2498315,0.01967,7.2498315,0.01967,15.993657,0.61903021,0,100,,,1,,,,1.1712E-5,1.240304,91.752587,0,0
28506036.36,,5905,9.53926,9.6608,0.174,9.3E-6,9.5801774,0.18545773,0,0,7.255363,0.01983,7.255363,0.01983,28.249363,0.61980498,0,100,,,1,,,,1.1706E-5,1.23806,91.779799,0,0
28506054.34,,5905,9.54121,9.6625,0.174,9.4E-6,9.5818503,0.18585782,0,0,7.2613864,0.01959,7.2613864,0.01959,17.47347,0.62137004,0,100,,,1,,,,1.1686E-5,1.23961,91.811855,0,0
28506072.47,,5905,9.5419,9.6646,0.174,9.3E-6,9.5838773,0.1862031,0,0,7.2621294,0.01925,7.2621294,0.01925,17.576271,0.6211728,0,100,,,1,,,,1.1691E-5,1.24274,91.850704,0,0
28506090.61,,5905,9.54452,9.6655,0.174,9.4E-6,9.5851428,0.18602789,0,0,7.2615357,0.01879,7.2615357,0.01879,35.182072,0.6196184,0,100,,,1,,,,1.1719E-5,1.242346,91.874962,0,0
28506108.75,,5905,9.54648,9.6677,0.174,9.3E-6,9.586175,0.1859328,0,0,7.2641808,0.01974,7.2641808,0.01974,28.871589,0.62115222,0,100,,,1,,,,1.1695E-5,1.239237,91.894751,0,0
28506126.91,,5905,9.54609,9.6667,0.174,9.3E-6,9.5869827,0.18588368,0,0,7.273451,0.01972,7.273451,0.01972,19.896618,0.62086962,0,100,,,1,,,,1.1715E-5,1.242304,91.910238,0,0
28506292.77,,5905,9.78482,9.9064,0.174,9.3E-6,9.8230136,0.18671661,0,0,7.7627659,0.02187,7.7627659,0.02187,13.389985,0.64305451,0,100,,,1,,,,1.2072E-5,1.241739,96.491596,0,0
28506311.03,,5905,9.78726,9.9068,0.174,9.3E-6,9.8281298,0.19058467,0,0,7.7744491,0.02135,7.7744491,0.02135,25.597719,0.64307835,0,100,,,1,,,,1.2089E-5,1.286109,96.592135,0,0
28506329.06,,5905,9.7898,9.9105,0.174,9.3E-6,9.8309632,0.1905001,0,0,7.781864,0.02115,7.781864,0.02115,12.143689,0.6438925,0,100,,,1,,,,1.2086E-5,1.286157,96.647838,0,0
28506347.22,,5905,9.79317,9.9139,0.174,9.4E-6,9.8343446,0.19073094,0,0,7.7914742,0.02117,7.7914742,0.02117,24.40543,0.64489479,0,100,,,1,,,,1.2082E-5,1.287785,96.714333,0,0
28506365.19,,5905,9.79492,9.9149,0.174,9.4E-6,9.8363771,0.19095772,0,0,7.7911266,0.01974,7.7911266,0.01974,16.938457,0.64391169,0,100,,,1,,,,1.21E-5,1.28979,96.754315,0,0
28506383.25,,5905,9.79752,9.9172,0.174,9.3E-6,9.838989,0.19065858,0,0,7.8015558,0.0208,7.8015558,0.0208,20.454584,0.64492738,0,100,,,1,,,,1.2097E-5,1.287823,96.805704,0,0
28506401.34,,5905,9.79948,9.9206,0.174,9.4E-6,9.8400681,0.19107844,0,0,7.7978238,0.02124,7.7978238,0.02124,16.396808,0.64474549,0,100,,,1,,,,1.2094E-5,1.289855,96.82694,0,0
28506420.33,,5905,9.80047,9.92,0.174,9.4E-6,9.842017,0.19090177,0,0,7.8001231,0.02052,7.8001231,0.02052,18.708572,0.64380886,0,100,,,1,,,,1.2116E-5,1.289491,96.865298,0,0
28506438.39,,5905,9.80265,9.9211,0.174,9.3E-6,9.84415,0.19082714,0,0,7.8049667,0.02055,7.8049667,0.02055,26.003935,0.64411974,0,100,,,1,,,,1.2117E-5,1.287618,96.907289,0,0
28506456.41,,5905,9.80301,9.922,0.174,9.3E-6,9.8451326,0.19076489,0,0,7.8076955,0.02094,7.8076955,0.02094,23.784194,0.64422683,0,100,,,1,,,,1.2119E-5,1.288239,96.926637,0,0
28506474.52,,5905,9.80414,9.9239,0.174,9.4E-6,9.8462068,0.1909376,0,0,7.8189411,0.02142,7.8189411,0.02142,23.216046,0.64639048,0,100,,,1,,,,1.2096E-5,1.288454,96.947789,0,0
28506492.67,,5905,9.80547,9.9243,0.174,9.3E-6,9.8475674,0.19109959,0,0,7.8184648,0.02038,7.8184648,0.02038,32.936198,0.64427415,0,100,,,1,,,,1.2135E-5,1.292781,96.974584,0,0
28507058.84,,5905,10.0777,10.16,0.174,9.4E-6,10.127519,0.1914244,0,0,8.4420645,0.02363,8.4420645,0.02363,21.156757,0.67166349,0,100,,,1,,,,1.2569E-5,1.288548,102.56665,0,0
28507077.69,,5905,10.0777,10.1582,0.174,9.4E-6,10.131047,0.19637129,0,0,8.4471312,0.02302,8.4471312,0.02302,21.863426,0.67244934,0,100,,,1,,,,1.2562E-5,1.343327,102.63812,0,0
28507095.91,,5905,10.0779,10.158,0.174,9.4E-6,10.131415,0.19648386,0,0,8.4510791,0.02294,8.4510791,0.02294,27.299875,0.67262064,0,100,,,1,,,,1.2564E-5,1.344899,102.64556,0,0
28507115.05,,5905,10.0781,10.1581,0.174,9.3E-6,10.132378,0.19645364,0,0,8.4525078,0.02301,8.4525078,0.02301,22.557997,0.67238371,0,100,,,1,,,,1.2571E-5,1.345241,102.66507,0,0
28507133.22,,5905,10.0784,10.1549,0.174,9.3E-6,10.132774,0.19648478,0,0,8.4481249,0.02272,8.4481249,0.02272,31.279747,0.6720719,0,100,,,1,,,,1.257E-5,1.344767,102.67311,0,0
28507151.38,,5905,10.0781,10.1553,0.174,9.3E-6,10.133343,0.19633369,0,0,8.4563717,0.02273,8.4563717,0.02273,20.376838,0.67226197,0,100,,,1,,,,1.2579E-5,1.344144,102.68464,0,0
28507169.53,,5905,10.0784,10.1548,0.174,9.4E-6,10.1335,0.19638113,0,0,8.4561888,0.0227,8.4561888,0.0227,16.560331,0.67264128,0,100,,,1,,,,1.2572E-5,1.344524,102.68782,0,0
28507187.67,,5905,10.0783,10.1532,0.174,9.4E-6,10.134344,0.19651606,0,0,8.4583753,0.0225,8.4583753,0.0225,28.171434,0.67259948,0,100,,,1,,,,1.2576E-5,1.345283,102.70493,0,0
28507206.86,,5905,10.0795,10.1517,0.174,9.4E-6,10.134666,0.19650633,0,0,8.4606934,0.0234,8.4606934,0.0234,24.868049,0.67311199,0,100,,,1,,,,1.257E-5,1.345199,102.71145,0,0
28507226.19,,5905,10.0782,10.151,0.174,9.4E-6,10.134952,0.19647086,0,0,8.4584937,0.02252,8.4584937,0.02252,28.05309,0.67251056,0,100,,,1,,,,1.2577E-5,1.346224,102.71726,0,0
28507244.45,,5905,10.0793,10.1507,0.174,9.3E-6,10.135632,0.19642182,0,0,8.4625784,0.02292,8.4625784,0.02292,24.597484,0.67273515,0,100,,,1,,,,1.2579E-5,1.345021,102.73104,0,0
28507262.61,,5905,10.0788,10.1498,0.174,9.3E-6,10.135956,0.19646811,0,0,8.4592999,0.02241,8.4592999,0.02241,22.885077,0.67273193,0,100,,,1,,,,1.2575E-5,1.34547,102.7376,0,0
28507433.34,,5905,10.3177,10.38,0.174,9.4E-6,10.377612,0.19714787,0,0,9.016527,0.02482,9.016527,0.02482,24.436151,0.69562994,0,100,,,1,,,,1.2962E-5,1.345464,107.69482,0,0
28507451.53,,5905,10.3194,10.3805,0.174,9.4E-6,10.382208,0.2012152,0,0,9.0289352,0.02514,9.0289352,0.02514,16.372679,0.6974183,0,100,,,1,,,,1.2946E-5,1.39126,107.79024,0,0
28507469.83,,5905,10.3219,10.3817,0.174,9.4E-6,10.384103,0.20158182,0,0,9.0394768,0.02402,9.0394768,0.02402,28.417327,0.69818533,0,100,,,1,,,,1.2947E-5,1.394837,107.8296,0,0
28507488.05,,5905,10.3237,10.3833,0.174,9.4E-6,10.386064,0.20169701,0,0,9.0388746,0.02456,9.0388746,0.02456,26.728552,0.69759129,0,100,,,1,,,,1.2957E-5,1.396371,107.87032,0,0
28507506.31,,5905,10.3243,10.382,0.174,9.4E-6,10.387873,0.20167781,0,0,9.045816,0.02549,9.045816,0.02549,24.221369,0.69861998,0,100,,,1,,,,1.2948E-5,1.395183,107.9079,0,0
28507524.7,,5905,10.3264,10.3836,0.174,9.4E-6,10.389627,0.20162055,0,0,9.0491675,0.0244,9.0491675,0.0244,30.313952,0.69758817,0,100,,,1,,,,1.2972E-5,1.39724,107.94436,0,0
28507542.98,,5905,10.3272,10.3836,0.174,9.3E-6,10.390625,0.201632,0,0,9.0477742,0.02457,9.0477742,0.02457,20.658937,0.69775686,0,100,,,1,,,,1.2967E-5,1.395176,107.96509,0,0
28507561.25,,5905,10.3285,10.3831,0.174,9.3E-6,10.392156,0.20157426,0,0,9.0521798,0.02468,9.0521798,0.02468,17.662897,0.69798169,0,100,,,1,,,,1.2969E-5,1.395514,107.9969,0,0
