Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),Amplitude (Oe),M-DC (emu),M-Std.Dev. (emu),M' (emu),M'' (emu),Moment (emu),Phase (deg),Calcoil' (emu),Calcoil'' (emu),Calcoil (emu),CC Phase (deg),Count,Gain,Measure Type,Elapsed (sec),Sample Center (cm),Max.Signal (V),PPMS Status (code),DSP Status (code),Min.Temperature (K),Max.Temperature (K),Min.Field (Oe),Max.Field (Oe),DC Position (cm),PPMS Temperature (K),PPMS Position,Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,27829854.52,4.871989475,20.165,1000,1.00062477911434,,1.33501092266679E-8,9.52480789771229E-6,5.59992333484985E-8,9.52497251452507E-6,0.336855377376176,1.51756352178952E-8,-3.27222351100744E-10,1.51791626492926E-8,-1.23524021347566,333,25,5,13.4965986394558,-0.265559598203474,0.000112824958282327,4370,0,4.8564,4.8920131,20.165,20.165,,4.8849625,,,,,,,,,,,,,,,,,,,,,,,4.871989475
,27829915.17,4.972083675,20.165,1000,1.00062477911434,,8.09141930463793E-9,9.38831049150426E-6,5.86449785360409E-8,9.38849365544848E-6,0.357898906308642,1.51762475045642E-8,-3.2771563563805E-10,1.51797854351645E-8,-1.2370518524948,333,25,5,13.4965986394558,-0.265559598203474,0.000112631264054846,4370,0,4.9582381,4.9870548,20.165,20.165,,4.9849625,,,,,,,,,,,,,,,,,,,,,,,4.972083675
,27829975.60,5.072547675,20.165,1000,1.00062477911434,,1.76154255736754E-8,9.27591266288232E-6,3.9135126339644E-8,9.27599521817116E-6,0.241729773384106,1.51769297808949E-8,-3.28383611705731E-10,1.51804819874288E-8,-1.23951681664158,333,25,5,13.4965986394558,-0.265559598203474,0.000112474610954532,4370,0,5.0591044,5.0861983,20.165,20.165,,5.085875,,,,,,,,,,,,,,,,,,,,,,,5.072547675
,27830037.25,5.179454975,20.165,1000,1.00062477911434,,5.95781517068379E-9,9.1362311409885E-6,4.97215564899452E-8,9.13636643829196E-6,0.311814266589858,1.51757889916812E-8,-3.27586878735895E-10,1.51793242498852E-8,-1.23660332478568,333,25,5,13.4965986394558,-0.265559598203474,0.000112572615603497,4370,0,5.1597209,5.1982579,20.165,20.165,,5.187375,,,,,,,,,,,,,,,,,,,,,,,5.179454975
,27830095.13,5.271162575,20.165,1000,1.00062477911434,,9.99718911126622E-9,9.0137645873374E-6,4.39149851415058E-8,9.01387156342145E-6,0.279142346564845,1.51762436431202E-8,-3.27844603375707E-10,1.51797843594469E-8,-1.23753883973433,333,25,5,13.4965986394558,-0.265559598203474,0.000112475382644682,4370,0,5.2547269,5.2855778,20.165,20.165,,5.28555,,,,,,,,,,,,,,,,,,,,,,,5.271162575
,27830156.07,5.3723542,20.165,1000,1.00062477911434,,9.95312852056647E-9,8.8997471049577E-6,5.38894932576564E-8,8.89991025851871E-6,0.346931519734635,1.51765137302848E-8,-3.28076513997892E-10,1.51800593939734E-8,-1.23839194464216,333,25,5,13.4965986394558,-0.265559598203474,0.000112453003630351,4370,0,5.3568606,5.387218,20.165,20.165,,5.386475,,,,,,,,,,,,,,,,,,,,,,,5.3723542
,27830215.07,5.4711495125,20.165,1000,1.00062477911434,,7.04913290300531E-9,8.77602871735616E-6,2.14192833738652E-8,8.77605485588828E-6,0.139839116330324,1.51767216702442E-8,-3.28276141590842E-10,1.51802716010352E-8,-1.23912827243322,333,25,5,13.4965986394558,-0.265559598203474,0.00011230561081183,4370,0,5.4552631,5.4842944,20.165,20.165,,5.484525,,,,,,,,,,,,,,,,,,,,,,,5.4711495125
,27830276.10,5.57452965,20.165,1000,1.00062477911434,,1.14976808125157E-8,8.6542472423632E-6,4.33648810805729E-8,8.65435588850275E-6,0.287096474229923,1.51769247638564E-8,-3.27940132577831E-10,1.51804673847123E-8,-1.2378437905287,333,25,5,13.4965986394558,-0.265559598203474,0.000112427537855424,4370,0,5.5562491,5.5884023,20.165,20.165,,5.5861125,,,,,,,,,,,,,,,,,,,,,,,5.57452965
,27830363.90,5.720421975,20.165,1000,1.00062477911434,,1.08102202576982E-8,8.48226209770996E-6,3.69586106306801E-8,8.48234261469948E-6,0.249645552205825,1.51758563127646E-8,-3.27479804084987E-10,1.5179389244886E-8,-1.23619377340776,333,25,5,13.4965986394558,-0.265559598203474,0.000112542519687673,4370,0,5.7069445,5.7358646,20.165,20.165,,5.7292625,,,,,,,,,,,,,,,,,,,,,,,5.720421975
,27830424.20,5.8180619125,20.165,1000,1.00062477911434,,1.34351042225685E-8,8.38339683894213E-6,3.79865910233779E-8,8.38348290033936E-6,0.259615104750672,1.51763094415988E-8,-3.27854677208412E-10,1.51798503601494E-8,-1.23757149036089,333,25,5,13.4965986394558,-0.265559598203474,0.000112561040251257,4370,0,5.8029547,5.8322349,20.165,20.165,,5.8256375,,,,,,,,,,,,,,,,,,,,,,,5.8180619125
,27830486.33,5.9235501875,20.165,1000,1.00062477911434,,9.35725444072317E-9,8.25149340115501E-6,4.23473766305747E-8,8.25160206563623E-6,0.294044306283344,1.51761416530005E-8,-3.27566572915882E-10,1.51796763908731E-8,-1.23649797108214,333,25,5,13.4965986394558,-0.265559598203474,0.000112149729401666,4370,0,5.9061909,5.9398074,20.165,20.165,,5.9332375,,,,,,,,,,,,,,,,,,,,,,,5.9235501875
,27830545.66,6.0337148875,20.165,1000,1.00062477911434,,9.26650758094046E-9,8.13613061404204E-6,5.29544497387242E-8,8.13630294067884E-6,0.372907439563938,1.51774791360369E-8,-3.28449403530822E-10,1.51810326373246E-8,-1.23972021716622,333,25,5,13.4965986394558,-0.265559598203474,0.000112199117571223,4370,0,6.0087843,6.0492926,20.165,20.165,,6.03835,,,,,,,,,,,,,,,,,,,,,,,6.0337148875
,27830602.90,6.1190662125,20.165,1000,1.00062477911434,,9.98759800958562E-9,8.04936823687987E-6,4.41824813688942E-8,8.04948949341202E-6,0.314489810099416,1.51773806700269E-8,-3.28368129754908E-10,1.51809324361695E-8,-1.23942158639494,333,25,5,13.4965986394558,-0.265559598203474,0.000111953720103737,4370,0,6.1042342,6.1335468,20.165,20.165,,6.12795,,,,,,,,,,,,,,,,,,,,,,,6.1190662125
,27830665.69,6.225250825,20.165,1000,1.00062477911434,,1.17369195781031E-8,7.94808859691287E-6,5.01316784336317E-8,7.94824669531331E-6,0.361381918418242,1.51760155913625E-8,-3.27455979092472E-10,1.51795479724372E-8,-1.23609089565792,333,25,5,13.4965986394558,-0.265559598203474,0.000111966067146126,4370,0,6.2068815,6.2372203,20.165,20.165,,6.2312875,,,,,,,,,,,,,,,,,,,,,,,6.225250825
,27830725.85,6.3215075875,20.165,1000,1.00062477911434,,9.93855527285181E-9,7.84620240601363E-6,3.39250770577762E-8,7.84627574757525E-6,0.247731516702035,1.51766016019472E-8,-3.27560486816349E-10,1.51801361013909E-8,-1.23643754287485,333,25,5,13.4965986394558,-0.265559598203474,0.000111895071652388,4370,0,6.3075724,6.3368092,20.165,20.165,,6.33365,,,,,,,,,,,,,,,,,,,,,,,6.3215075875
,27830786.93,6.4222348375,20.165,1000,1.00062477911434,,8.30502650591214E-9,7.74029711345096E-6,1.45198076449295E-8,7.74031073209023E-6,0.107479429973674,1.51747952729317E-8,-3.29053916928468E-10,1.51783624958569E-8,-1.24222081225128,333,25,5,13.4965986394558,-0.265559598203474,0.000111692888833264,4370,0,6.4080958,6.4348483,20.165,20.165,,6.4349875,,,,,,,,,,,,,,,,,,,,,,,6.4222348375
,27830846.13,6.520927325,20.165,1000,1.00062477911434,,1.54904885921516E-8,7.61977564829474E-6,5.0065266498793E-8,7.61994012189434E-6,0.376452972540368,1.51766694284721E-8,-3.28319175578603E-10,1.51802203021621E-8,-1.23929492472382,333,25,5,13.4965986394558,-0.265559598203474,0.000111672824889382,4370,0,6.505517,6.5351353,20.165,20.165,,6.535175,,,,,,,,,,,,,,,,,,,,,,,6.520927325
,27830906.42,6.6205729375,20.165,1000,1.00062477911434,,1.3621071105703E-8,7.5277144803403E-6,4.5866358575529E-8,7.52785421088733E-6,0.34909882077072,1.51759295465244E-8,-3.27695668822484E-10,1.51794671201737E-8,-1.23700241415827,333,25,5,13.4965986394558,-0.265559598203474,0.000111804012214767,4370,0,6.6053543,6.6350036,20.165,20.165,,6.6340625,,,,,,,,,,,,,,,,,,,,,,,6.6205729375
,27830967.38,6.722741475,20.165,1000,1.00062477911434,,1.17028214264212E-8,7.42844603382199E-6,2.76808571808372E-8,7.4284976076768E-6,0.213502116296675,1.51758265783255E-8,-3.28050976171139E-10,1.51793718505865E-8,-1.23835162869671,333,25,5,13.4965986394558,-0.265559598203474,0.000111666651368187,4370,0,6.7089219,6.7376075,20.165,20.165,,6.7341625,,,,,,,,,,,,,,,,,,,,,,,6.722741475
,27831026.93,6.822721075,20.165,1000,1.00062477911434,,1.49749038566596E-8,7.3214679361041E-6,3.17452421377388E-8,7.32153675807195E-6,0.248427912515885,1.51758787297686E-8,-3.28517444622225E-10,1.51794340781224E-8,-1.2401076793077,333,25,5,13.4965986394558,-0.265559598203474,0.000111476043901304,4370,0,6.8082743,6.8378921,20.165,20.165,,6.8344,,,,,,,,,,,,,,,,,,,,,,,6.822721075
,27831085.76,6.9212493875,20.165,1000,1.00062477911434,,7.60494137407524E-9,7.25389822255328E-6,3.41006429825011E-8,7.25397837583029E-6,0.269346008035641,1.51764992702833E-8,-3.28445657411105E-10,1.5180052919894E-8,-1.23978609822728,333,25,5,13.4965986394558,-0.265559598203474,0.000112036290949715,4370,0,6.9055805,6.9353509,20.165,20.165,,6.931475,,,,,,,,,,,,,,,,,,,,,,,6.9212493875
,27831142.91,7.00358565,20.165,1000,1.00062477911434,,1.18328561601554E-8,7.16120551434413E-6,2.50757932765908E-8,7.1612494171116E-6,0.200627010041896,1.51760638524183E-8,-3.27724821537547E-10,1.51796020241417E-8,-1.23710148226644,333,25,5,13.4965986394558,-0.265559598203474,0.000111779318129989,4373,0,6.9995656,7.006784,20.165,20.165,,7.0061875,,,,,,,,,,,,,,,,,,,,,,,7.00358565
,27833461.74,1.99268025,19.898,10000,2.99843713458628,,0.0788307404175248,,,,,,,,,,25,1,0,-0.264304815775967,0.00110744845781031,4373,0,1.9886397,1.9967208,19.898,19.898,,1.9807,,,,,,,,,,,,,,,,,,,,,,,1.99268025
,27833497.44,1.9957559,19.898,10000,2.99843713458628,,0.0775332483573781,,,,,,,,,,25,1,0,-0.262733277776956,0.00110716337858843,4373,0,1.9951777,1.9963341,19.898,19.898,,1.98045,,,,,,,,,,,,,,,,,,,,,,,1.9957559
,27833532.61,1.9931885,19.898,10000,2.99843713458628,,0.0788690930844344,,,,,,,,,,25,1,0,-0.266835262493486,0.00110728517299778,4373,0,1.9915215,1.9948555,19.898,19.898,,1.97715,,,,,,,,,,,,,,,,,,,,,,,1.9931885
,27833566.03,1.99197045,19.898,10000,2.99843713458628,,0.0788309414037801,,,,,,,,,,25,1,0,-0.264787964621776,0.0011071747549893,4373,0,1.989651,1.9942899,19.898,19.898,,1.97555,,,,,,,,,,,,,,,,,,,,,,,1.99197045
,27833719.02,2.0557548125,19.898,2500,0.998965454690856,,6.1584601710178E-9,9.84928860339555E-6,4.58436566450161E-7,9.85995182941763E-6,2.6649170070887,1.51429540035689E-8,-8.92151728525059E-10,1.51692119327575E-8,-3.37170076183276,500,25,5,13.4965986394558,-0.264787964621776,0.000187186197127246,4370,0,2.0301921,2.1074626,19.898,19.898,,2.0227375,,,,,,,,,,,,,,,,,,,,,,,2.0557548125
,27833766.98,2.1212418375,19.898,2500,0.998965454690856,,4.00259637614262E-9,1.00791549760525E-5,4.82935101011602E-7,1.00907180786638E-5,2.74318605535661,1.51430708961696E-8,-8.92759247963495E-10,1.51693643651026E-8,-3.37396546761227,500,25,5,13.4965986394558,-0.264787964621776,0.000187045889967676,4370,0,2.1063361,2.1401792,19.898,19.898,,2.1039875,,,,,,,,,,,,,,,,,,,,,,,2.1212418375
,27833827.23,2.22036155,19.898,2500,0.998965454690856,,6.10765076753683E-9,1.03462265815426E-5,5.23413562940253E-7,1.03594578156624E-5,2.89611317200579,1.5143334934522E-8,-8.92554611203251E-10,1.51696159039409E-8,-3.3731351999686,500,25,5,13.4965986394558,-0.264787964621776,0.000187002718533962,4370,0,2.2068875,2.2387016,19.898,19.898,,2.2076,,,,,,,,,,,,,,,,,,,,,,,2.22036155
,27833889.76,2.3319156125,19.898,2500,0.998965454690856,,6.19965409750358E-9,1.06128980838389E-5,5.56046812109588E-7,1.06274547185678E-5,2.99918375500923,1.51427134629755E-8,-8.9213855350533E-10,1.51689710336737E-8,-3.37170451927568,500,25,5,13.4965986394558,-0.264787964621776,0.000187219603593811,4374,0,2.3082151,2.3761504,19.898,19.898,,2.3097875,,,,,,,,,,,,,,,,,,,,,,,2.3319156125
,27833954.05,2.4215346375,19.898,2500,0.998965454690856,,5.72288792325749E-9,1.08765242625581E-5,6.08591672350041E-7,1.08935377108481E-5,3.20262339435802,1.51431288932014E-8,-8.92008222728104E-10,1.51693780803804E-8,-3.37112081854787,500,25,5,13.4965986394558,-0.264787964621776,0.00018797972919456,4370,0,2.4041162,2.4407132,19.898,19.898,,2.421475,,,,,,,,,,,,,,,,,,,,,,,2.4215346375
,27834012.76,2.5351665375,19.898,2500,0.998965454690856,,7.10071479389713E-9,1.11001114317167E-5,6.11377149006495E-7,1.11169355406449E-5,3.15257849249172,1.51431748536804E-8,-8.91551335681906E-10,1.51693971018394E-8,-3.36938790522368,500,25,5,13.4965986394558,-0.264787964621776,0.000187933988032648,4370,0,2.4948869,2.6073258,19.898,19.898,,2.514025,,,,,,,,,,,,,,,,,,,,,,,2.5351665375
,27834072.04,2.6199362625,19.898,2500,0.998965454690856,,5.69196090862125E-9,1.1348121388024E-5,6.08408837365578E-7,1.13644190502952E-5,3.06887064313626,1.51427500835456E-8,-8.91952575160255E-10,1.51689966539998E-8,-3.37099512947321,500,25,5,13.4965986394558,-0.264787964621776,0.000188527081300576,4370,0,2.6062632,2.6355255,19.898,19.898,,2.6205,,,,,,,,,,,,,,,,,,,,,,,2.6199362625
,27834127.23,2.7294047375,19.898,2500,0.998965454690856,,6.450727123546E-9,1.15343663775114E-5,5.7663424194957E-7,1.154877113721E-5,2.86198862397651,1.51426385327076E-8,-8.92011368308192E-10,1.51688887534135E-8,-3.37124159387247,500,25,5,13.4965986394558,-0.264787964621776,0.000188601603418296,4370,0,2.7122486,2.7455382,19.898,19.898,,2.6895625,,,,,,,,,,,,,,,,,,,,,,,2.7294047375
,27834180.34,2.8215348,19.898,2500,0.998965454690856,,6.44595022212503E-9,1.16519872004165E-5,5.22467757616881E-7,1.16636948809723E-5,2.56738690451467,1.51426270926605E-8,-8.92558469319874E-10,1.51689095154704E-8,-3.37330706058395,500,25,5,13.4965986394558,-0.264787964621776,0.000188600061581378,4370,0,2.8051875,2.8356075,19.898,19.898,,2.7699125,,,,,,,,,,,,,,,,,,,,,,,2.8215348
,27834236.73,2.9279697375,19.898,2500,0.998965454690856,,6.4861690423059E-9,1.17118465342017E-5,4.84390982867079E-7,1.1721859232433E-5,2.36834988174158,1.51429544302172E-8,-8.91810914860209E-10,1.51691923180998E-8,-3.37041560305153,500,25,5,13.4965986394558,-0.264787964621776,0.000188707990165663,4374,0,2.9148409,2.9527853,19.898,19.898,,2.8667375,,,,,,,,,,,,,,,,,,,,,,,2.9279697375
,27834297.92,3.0231841625,19.898,2500,0.998965454690856,,6.23144333371761E-9,1.17256830847959E-5,4.1223788515402E-7,1.17329273363055E-5,2.01350887287526,1.51423379689475E-8,-8.91938018739277E-10,1.51685843965447E-8,-3.37103177472261,500,25,5,13.4965986394558,-0.264787964621776,0.000188904317399933,4370,0,3.0098145,3.0420375,19.898,19.898,,2.959425,,,,,,,,,,,,,,,,,,,,,,,3.0231841625
,27834356.95,3.122560925,19.898,2500,0.998965454690856,,5.2011482319963E-9,1.17000222688302E-5,3.62969727518981E-7,1.17056511187638E-5,1.77691675353728,1.51422510983493E-8,-8.92123185979099E-10,1.51685085655915E-8,-3.37174928880711,500,25,5,13.4965986394558,-0.264787964621776,0.000188667902405785,4370,0,3.1061282,3.1361811,19.898,19.898,,3.05805,,,,,,,,,,,,,,,,,,,,,,,3.122560925
,27834415.54,3.2176994375,19.898,2500,0.998965454690856,,7.32794051625856E-9,1.16469353808939E-5,3.07082351742641E-7,1.1650982934391E-5,1.51030694550075,1.51426271307123E-8,-8.92038191195196E-10,1.51688789485029E-8,-3.37134526635776,500,25,5,13.4965986394558,-0.264787964621776,0.000188661735058112,4374,0,3.2056105,3.2311532,19.898,19.898,,3.1550875,,,,,,,,,,,,,,,,,,,,,,,3.2176994375
,27834478.65,3.3211383625,19.898,2500,0.998965454690856,,4.69533608177207E-9,1.15416843332295E-5,2.58495172264339E-7,1.15445786844735E-5,1.28301955898001,1.5142354959711E-8,-8.91958479858782E-10,1.51686025610692E-8,-3.37110515418607,500,25,5,13.4965986394558,-0.264787964621776,0.000188784054120301,4370,0,3.3073094,3.3371239,19.898,19.898,,3.258025,,,,,,,,,,,,,,,,,,,,,,,3.3211383625
,27834537.38,3.4192605375,19.898,2500,0.998965454690856,,4.99554920013886E-9,1.14347221932914E-5,2.29739991482333E-7,1.14370298636245E-5,1.15099964257303,1.51424244554602E-8,-8.92498435941484E-10,1.51687036970032E-8,-3.37312573086228,500,25,5,13.4965986394558,-0.264787964621776,0.000188733687447635,4370,0,3.4067543,3.4357197,19.898,19.898,,3.356475,,,,,,,,,,,,,,,,,,,,,,,3.4192605375
,27834598.82,3.5207472125,19.898,2500,0.998965454690856,,6.63279210395521E-9,1.13044203774183E-5,1.89413997195065E-7,1.13060071524709E-5,0.95994370219361,1.51422930387425E-8,-8.92192431151254E-10,1.51685545061272E-8,-3.37200107663307,500,25,5,13.4965986394558,-0.264787964621776,0.000188280901339278,4370,0,3.5070603,3.5377412,19.898,19.898,,3.4581125,,,,,,,,,,,,,,,,,,,,,,,3.5207472125
,27834657.41,3.6196040375,19.898,2500,0.998965454690856,,5.28057502856788E-9,1.11783318828758E-5,1.6071464559257E-7,1.11794871474959E-5,0.823703983713858,1.51406892636614E-8,-8.91754798273171E-10,1.51669277706131E-8,-3.37070705747334,500,25,5,13.4965986394558,-0.264787964621776,0.000188184793504701,4370,0,3.6049118,3.6351581,19.898,19.898,,3.5577,,,,,,,,,,,,,,,,,,,,,,,3.6196040375
,27834717.58,3.721451875,19.898,2500,0.998965454690856,,4.93819393657298E-9,1.10432065869375E-5,1.47412339426092E-7,1.10441904239104E-5,0.764778166641095,1.51387595334389E-8,-8.91451979480103E-10,1.51649835754281E-8,-3.36999360999579,500,25,5,13.4965986394558,-0.264787964621776,0.000187949406401832,4370,0,3.7049134,3.7355955,19.898,19.898,,3.658575,,,,,,,,,,,,,,,,,,,,,,,3.721451875
,27834779.68,3.82849,19.898,2500,0.998965454690856,,6.25018468286962E-9,1.09083649782056E-5,1.28164012296814E-7,1.09091178613025E-5,0.67314571329728,1.51382410702577E-8,-8.91539729473693E-10,1.51644711675174E-8,-3.37043973306999,500,25,5,13.4965986394558,-0.264787964621776,0.000187698600929779,4370,0,3.8077416,3.848094,19.898,19.898,,3.759925,,,,,,,,,,,,,,,,,,,,,,,3.82849
,27834837.36,3.9275157625,19.898,2500,0.998965454690856,,4.82311891941305E-9,1.07574402905436E-5,1.16672418597586E-7,1.07580729713956E-5,0.621390860322285,1.51385516774655E-8,-8.91702146967171E-10,1.51647907868918E-8,-3.37098332522584,500,25,5,13.4965986394558,-0.264787964621776,0.000187921139391662,4370,0,3.9053645,3.958317,19.898,19.898,,3.8546375,,,,,,,,,,,,,,,,,,,,,,,3.9275157625
,27834899.58,4.0311819375,19.898,2500,0.998965454690856,,5.07433761868772E-9,1.06154831471537E-5,1.18714659871968E-7,1.06161469289932E-5,0.640721232425862,1.51381588825804E-8,-8.91517836684365E-10,1.51643878349037E-8,-3.37037541488735,500,25,5,13.4965986394558,-0.264787964621776,0.000187465269609468,4370,0,4.0091915,4.0633922,19.898,19.898,,3.9578125,,,,,,,,,,,,,,,,,,,,,,,4.0311819375
,27834959.02,4.1224873,19.898,2500,0.998965454690856,,5.64270851235717E-9,1.04820433055843E-5,1.00924759515406E-7,1.04825291636717E-5,0.551646651228436,1.51384113519831E-8,-8.90943770350875E-10,1.516460612953E-8,-3.36815411661064,500,25,5,13.4965986394558,-0.264787964621776,0.000187409763480408,4370,0,4.1070151,4.1378632,19.898,19.898,,4.0575375,,,,,,,,,,,,,,,,,,,,,,,4.1224873
,27835019.07,4.228209025,19.898,2500,0.998965454690856,,7.86626807740641E-9,1.0343392116381E-5,1.03636568482782E-7,1.03439113014149E-5,0.574061121810196,1.51382096872618E-8,-8.91209731093657E-10,1.5164420441293E-8,-3.36920202691914,500,25,5,13.4965986394558,-0.264787964621776,0.000187077240651682,4370,0,4.2071548,4.2520623,19.898,19.898,,4.1558625,,,,,,,,,,,,,,,,,,,,,,,4.228209025
,27835078.21,4.3203117625,19.898,2500,0.998965454690856,,5.13775961457029E-9,1.0199227440415E-5,9.61097115951397E-8,1.01996802625365E-5,0.539895584502777,1.51383161798509E-8,-8.91220679521717E-10,1.51645273932538E-8,-3.36921967508988,500,25,5,13.4965986394558,-0.264787964621776,0.000186871662395902,4370,0,4.3057547,4.3411088,19.898,19.898,,4.25385,,,,,,,,,,,,,,,,,,,,,,,4.3203117625
,27835137.67,4.41980205,19.898,2500,0.998965454690856,,5.64700245332238E-9,1.00691555873222E-5,8.14679445170702E-8,1.00694851540526E-5,0.463560970584912,1.51382108666533E-8,-8.9166880997766E-10,1.51644486055361E-8,-3.37093330303105,500,25,5,13.4965986394558,-0.264787964621776,0.000186934877709554,4370,0,4.4036312,4.4362621,19.898,19.898,,4.352625,,,,,,,,,,,,,,,,,,,,,,,4.41980205
,27835199.02,4.5264492,19.898,2500,0.998965454690856,,5.7624895215361E-9,9.94078122767551E-6,8.97441521120396E-8,9.94118631901365E-6,0.517245209075928,1.51383162444288E-8,-8.91414693097388E-10,1.51645388611526E-8,-3.36995143013473,500,25,5,13.4965986394558,-0.264787964621776,0.000186687669856978,4370,0,4.5068517,4.543601,19.898,19.898,,4.45335,,,,,,,,,,,,,,,,,,,,,,,4.5264492
,27835243.89,4.5650612,19.898,2500,0.998965454690856,,4.89518822696299E-9,9.86937815147552E-6,8.72425204911245E-8,9.86976374358597E-6,0.506465346547971,1.51384752791524E-8,-8.91862914715028E-10,1.51647239749411E-8,-3.37160666425405,500,25,5,13.4965986394558,-0.264787964621776,0.000187040236565642,4370,0,4.5490556,4.579205,19.898,19.898,,4.57385,,,,,,,,,,,,,,,,,,,,,,,4.5650612
,27835310.32,4.674208925,19.898,2500,0.998965454690856,,5.19955103752039E-9,9.73306876046833E-6,7.35529286341636E-8,9.73334667672508E-6,0.432976717262235,1.51384738697822E-8,-8.90773603350685E-10,1.516465854276E-8,-3.36749841719677,500,25,5,13.4965986394558,-0.264787964621776,0.000186242592933213,4370,0,4.6565752,4.7082648,19.898,19.898,,4.680425,,,,,,,,,,,,,,,,,,,,,,,4.674208925
,27835372.83,4.774483275,19.898,2500,0.998965454690856,,8.06458415894785E-9,9.60308751686047E-6,8.76530183978576E-8,9.60348753881191E-6,0.522957699189616,1.51382468567873E-8,-8.91559116841835E-10,1.51644780838595E-8,-3.37051157207941,500,25,5,13.4965986394558,-0.264787964621776,0.000186195309934383,4370,0,4.7601428,4.7888517,19.898,19.898,,4.78525,,,,,,,,,,,,,,,,,,,,,,,4.774483275
,27835431.54,4.870890975,19.898,2500,0.998965454690856,,7.10064783393437E-9,9.48146741363776E-6,7.75384484556924E-8,9.48178445899629E-6,0.468548444953904,1.51377679245444E-8,-8.91283121923104E-10,1.51639837556228E-8,-3.3695769446872,500,25,5,13.4965986394558,-0.264787964621776,0.000185983564330929,4370,0,4.8578486,4.8889117,19.898,19.898,,4.8810625,,,,,,,,,,,,,,,,,,,,,,,4.870890975
,27835493.17,4.9730412875,19.898,2500,0.998965454690856,,5.68913740299202E-9,9.34733152290905E-6,6.72662530683391E-8,9.3475735540284E-6,0.412310814808965,1.51384412965696E-8,-8.91529477532681E-10,1.51646704447869E-8,-3.37035658991743,500,25,5,13.4965986394558,-0.264787964621776,0.000185991273515521,4370,0,4.9565768,4.9892187,19.898,19.898,,4.9862125,,,,,,,,,,,,,,,,,,,,,,,4.9730412875
,27835552.55,5.07070495,19.898,2500,0.998965454690856,,6.42069039027174E-9,9.2290731105927E-6,7.71029205636487E-8,9.22939517742222E-6,0.478657944344134,1.51373609508939E-8,-8.91350235095421E-10,1.51635814304949E-8,-3.36992047780188,500,25,5,13.4965986394558,-0.264787964621776,0.000185576005438844,4370,0,5.0562577,5.0866795,19.898,19.898,,5.0846625,,,,,,,,,,,,,,,,,,,,,,,5.07070495
,27835611.91,5.1699315875,19.898,2500,0.998965454690856,,6.14641505567838E-9,9.10314954082772E-6,8.57366252168405E-8,9.10355328053697E-6,0.539615603365857,1.51383167030417E-8,-8.91367430694205E-10,1.51645365408276E-8,-3.36977306673691,500,25,5,13.4965986394558,-0.264787964621776,0.000185493260190892,4370,0,5.1578298,5.1830578,19.898,19.898,,5.1842375,,,,,,,,,,,,,,,,,,,,,,,5.1699315875
,27835673.16,5.2710265,19.898,2500,0.998965454690856,,5.50150815122848E-9,8.98219834395136E-6,7.49105196970989E-8,8.98251071115665E-6,0.477829251824782,1.51385077217326E-8,-8.91518508876283E-10,1.51647361102205E-8,-3.37030046509506,500,25,5,13.4965986394558,-0.264787964621776,0.000185441351681308,4370,0,5.2568407,5.2864771,19.898,19.898,,5.2859,,,,,,,,,,,,,,,,,,,,,,,5.2710265
,27835735.23,5.374820525,19.898,2500,0.998965454690856,,6.265239752299E-9,8.85979673917133E-6,7.25214296060909E-8,8.86009354449393E-6,0.468981305743198,1.51381753413168E-8,-8.91654562216482E-10,1.51644123039033E-8,-3.37088745623748,500,25,5,13.4965986394558,-0.264787964621776,0.000185302586358656,4370,0,5.3594375,5.3921008,19.898,19.898,,5.388675,,,,,,,,,,,,,,,,,,,,,,,5.374820525
,27835793.31,5.472832325,19.898,2500,0.998965454690856,,4.61633318430929E-9,8.73951108672546E-6,6.60569807077323E-8,8.73976072668454E-6,0.4330578784184,1.51375328816384E-8,-8.90443761538148E-10,1.5163699806945E-8,-3.36646311842497,500,25,5,13.4965986394558,-0.264787964621776,0.000185196199611289,4370,0,5.4586959,5.4862623,19.898,19.898,,5.485825,,,,,,,,,,,,,,,,,,,,,,,5.472832325
,27835853.20,5.5729718125,19.898,2500,0.998965454690856,,3.78003596096727E-9,8.62747321346043E-6,6.41886547920801E-8,8.62771199289714E-6,0.426274421749456,1.51376996629117E-8,-8.91964115719666E-10,1.51639556537286E-8,-3.37216073590099,500,25,5,13.4965986394558,-0.264787964621776,0.000184991649246788,4370,0,5.5577664,5.586762,19.898,19.898,,5.5843625,,,,,,,,,,,,,,,,,,,,,,,5.5729718125
