Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),Amplitude (Oe),M-DC (emu),M-Std.Dev. (emu),M' (emu),M'' (emu),Moment (emu),Phase (deg),Calcoil' (emu),Calcoil'' (emu),Calcoil (emu),CC Phase (deg),Count,Gain,Measure Type,Elapsed (sec),Sample Center (cm),Max.Signal (V),PPMS Status (code),DSP Status (code),Min.Temperature (K),Max.Temperature (K),Min.Field (Oe),Max.Field (Oe),DC Position (cm),PPMS Temperature (K),PPMS Position,Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,27818043.80,4.023529175,19.912,100,5.0003038808792,,7.36428767482576E-8,5.36333347302737E-5,1.91614507156263E-7,5.36336770174201E-5,0.204698363402969,1.51612923489442E-8,-1.48794454172529E-11,1.51612996503614E-8,-0.0562306385612601,400,25,5,13.4965986394558,-0.269899530623901,9.10075665379517E-5,4370,0,4.0108132,4.0402331,19.912,19.912,,3.9563125,,,,,,,,,,,,,,,,,,,,,,,4.023529175
,27818102.02,4.1202880125,19.912,100,5.0003038808792,,7.41274086375253E-8,5.30657085946812E-5,1.70681650441512E-7,5.30659830859791E-5,0.184286703150032,1.51588488433294E-8,-1.6199751540449E-11,1.51588574993916E-8,-0.0612300477879444,400,25,5,13.4965986394558,-0.269899530623901,9.08559525743134E-5,4370,0,4.1049986,4.1359353,19.912,19.912,,4.0521125,,,,,,,,,,,,,,,,,,,,,,,4.1202880125
,27818162.16,4.22138965,19.912,100,5.0003038808792,,7.65079842635985E-8,5.23018464969411E-5,7.30167201972945E-8,5.23018974649201E-5,0.0799885178726015,1.51587165468987E-8,-1.56967973967992E-11,1.51587246738856E-8,-0.0593295559343119,400,25,5,13.4965986394558,-0.269899530623901,9.0675429168456E-5,4370,0,4.206696,4.2357936,19.912,19.912,,4.152625,,,,,,,,,,,,,,,,,,,,,,,4.22138965
,27818223.20,4.3225044625,19.912,100,5.0003038808792,,5.44103997569408E-8,5.14991634335758E-5,-3.16527301453685E-8,5.1499173160872E-5,-0.0352154772643303,1.51581552377017E-8,-1.36170084645813E-11,1.51581613539764E-8,-0.0514704390150769,400,25,5,13.4965986394558,-0.269899530623901,9.07107629311683E-5,4370,0,4.3049932,4.3435984,19.912,19.912,,4.2536,,,,,,,,,,,,,,,,,,,,,,,4.3225044625
,27818283.73,4.42236955,19.912,100,5.0003038808792,,9.03284476612748E-8,5.10609719907253E-5,4.86976878485117E-8,5.10609952126125E-5,0.0546439096442501,1.51574337755982E-8,-1.40979349174088E-11,1.51574403318441E-8,-0.0532908109414052,400,25,5,13.4965986394558,-0.269899530623901,9.07955639616778E-5,4370,0,4.4089346,4.440012,19.912,19.912,,4.35145,,,,,,,,,,,,,,,,,,,,,,,4.42236955
,27818365.18,4.5229028,19.912,100,5.0003038808792,,9.99517756121891E-8,5.0131975160713E-5,-1.27816235577692E-8,5.01319767901112E-5,-0.0146081032508505,1.51576892108662E-8,-1.59647261364508E-11,1.51576976182298E-8,-0.060346341565662,400,25,5,13.4965986394558,-0.269899530623901,9.08533828461162E-5,4370,0,4.5089831,4.5409923,19.912,19.912,,4.527175,,,,,,,,,,,,,,,,,,,,,,,4.5229028
,27818425.15,4.6227894625,19.912,100,5.0003038808792,,8.97511055614544E-8,4.95612226933263E-5,-8.53546212758008E-8,4.95612961923803E-5,-0.09867502172591,1.5159268708283E-8,-1.64257995601615E-11,1.51592776073539E-8,-0.0620827191414719,400,25,5,13.4965986394558,-0.269899530623901,9.07583029028176E-5,4370,0,4.6084986,4.6363931,19.912,19.912,,4.62805,,,,,,,,,,,,,,,,,,,,,,,4.6227894625
,27818484.63,4.722768725,19.912,100,5.0003038808792,,7.43456385527851E-8,4.88466981756107E-5,-1.75898936932726E-7,4.88470148841792E-5,-0.206323528929374,1.51614066031789E-8,-1.56400276351841E-11,1.51614146700557E-8,-0.0591044934390652,400,25,5,13.4965986394558,-0.269899530623901,9.07640847912614E-5,4370,0,4.7036576,4.7360382,19.912,19.912,,4.727575,,,,,,,,,,,,,,,,,,,,,,,4.722768725
,27818547.39,4.8242772375,19.912,100,5.0003038808792,,5.55520420430022E-8,4.82072815954512E-5,1.57167152847825E-7,4.82075377958371E-5,0.186797146266024,1.51582945702656E-8,-1.49842038314939E-11,1.51583019763201E-8,-0.0566377276340404,400,25,5,13.4965986394558,-0.269899530623901,9.05726400405657E-5,4370,0,4.8100877,4.8402781,19.912,19.912,,4.8332,,,,,,,,,,,,,,,,,,,,,,,4.8242772375
,27818607.62,4.9247052,19.912,100,5.0003038808792,,8.76872321699847E-8,4.75024169790494E-5,3.4744390415823E-8,4.75024296854818E-5,0.0419074797491476,1.51601386299346E-8,-1.43698482699223E-11,1.51601454403107E-8,-0.0543089632378155,400,25,5,13.4965986394558,-0.269899530623901,9.05649308559739E-5,4370,0,4.9095163,4.9399681,19.912,19.912,,4.93405,,,,,,,,,,,,,,,,,,,,,,,4.9247052
,27818665.94,5.021247025,19.912,100,5.0003038808792,,1.03279899892209E-7,4.69334428134451E-5,-3.04901839584342E-8,4.69334527173767E-5,-0.0372220426823446,1.51604905608147E-8,-1.48003710552653E-11,1.51604977852158E-8,-0.0559347683305873,400,25,5,13.4965986394558,-0.269899530623901,9.04659963203795E-5,4370,0,5.0063877,5.037478,19.912,19.912,,5.030625,,,,,,,,,,,,,,,,,,,,,,,5.021247025
,27818728.56,5.124670575,19.912,100,5.0003038808792,,9.53798834741092E-8,4.62362518783103E-5,2.53018312247497E-7,4.62369441682827E-5,0.313536156958387,1.51589307559925E-8,-1.39464932426352E-11,1.51589371715054E-8,-0.0527131490484862,400,25,5,13.4965986394558,-0.269899530623901,9.04473657909494E-5,4370,0,5.1084356,5.1377211,19.912,19.912,,5.1369,,,,,,,,,,,,,,,,,,,,,,,5.124670575
,27818788.54,5.22471005,19.912,100,5.0003038808792,,6.10611262161496E-8,4.57315183051145E-5,-6.0386871264293E-8,4.57315581744734E-5,-0.0756570299597001,1.51593167031843E-8,-1.58169285966074E-11,1.51593249547159E-8,-0.0597812515122769,400,25,5,13.4965986394558,-0.269899530623901,9.03760558334754E-5,4370,0,5.211328,5.2365212,19.912,19.912,,5.2364,,,,,,,,,,,,,,,,,,,,,,,5.22471005
,27818848.24,5.3229537625,19.912,100,5.0003038808792,,1.25756315407918E-7,4.51218745969221E-5,1.13559450820859E-7,4.51220174957773E-5,0.144197544469807,1.51610068545028E-8,-1.64009117565035E-11,1.51610157256098E-8,-0.0619815468899105,400,25,5,13.4965986394558,-0.269899530623901,9.03991833872508E-5,4370,0,5.3074117,5.3380966,19.912,19.912,,5.3351625,,,,,,,,,,,,,,,,,,,,,,,5.3229537625
,27818906.42,5.423032825,19.912,100,5.0003038808792,,1.1082813481024E-7,4.45191784064366E-5,2.92603091625943E-8,4.45191880221306E-5,0.0376577475342325,1.51582097979151E-8,-1.56554655574646E-11,1.51582178824296E-8,-0.0591753113182563,400,25,5,13.4965986394558,-0.269899530623901,9.05231727727685E-5,4370,0,5.4071426,5.436574,19.912,19.912,,5.4330875,,,,,,,,,,,,,,,,,,,,,,,5.423032825
,27818967.73,5.5234086125,19.912,100,5.0003038808792,,5.90153971309975E-8,4.39759595868241E-5,3.61940734139952E-8,4.39759744814477E-5,0.0471568375366244,1.51597547272225E-8,-1.50072290723949E-11,1.51597621553396E-8,-0.0567192954389952,400,25,5,13.4965986394558,-0.269899530623901,9.01794716263852E-5,4370,0,5.5087633,5.5368462,19.912,19.912,,5.53315,,,,,,,,,,,,,,,,,,,,,,,5.5234086125
,27819025.25,5.6214942875,19.912,100,5.0003038808792,,8.40204722227064E-8,4.32882469123754E-5,-1.76549113210682E-8,4.32882505126122E-5,-0.0233678174201941,1.51589284079007E-8,-1.40600289688724E-11,1.51589349282948E-8,-0.0531422846698319,400,25,5,13.4965986394558,-0.269899530623901,9.03227339733823E-5,4370,0,5.6060772,5.6335149,19.912,19.912,,5.626,,,,,,,,,,,,,,,,,,,,,,,5.6214942875
,27819087.28,5.722466775,19.912,100,5.0003038808792,,3.60543588477383E-8,4.28801208210334E-5,-4.39632799574992E-8,4.28801433579274E-5,-0.0587430600543257,1.51602415354378E-8,-1.61119223705633E-11,1.51602500971078E-8,-0.0608924865713334,400,25,5,13.4965986394558,-0.269899530623901,9.00760400664455E-5,4370,0,5.7069545,5.7378359,19.912,19.912,,5.729825,,,,,,,,,,,,,,,,,,,,,,,5.722466775
,27819147.15,5.823928175,19.912,100,5.0003038808792,,7.86020859161398E-8,4.19939637632147E-5,1.04891719664411E-7,4.19940947612762E-5,0.143112004817282,1.51592249438041E-8,-1.63874334376761E-11,1.51592338013775E-8,-0.0619378900151446,400,25,5,13.4965986394558,-0.269899530623901,9.01100889650592E-5,4370,0,5.8088689,5.8401198,19.912,19.912,,5.8297375,,,,,,,,,,,,,,,,,,,,,,,5.823928175
,27819206.03,5.9202233,19.912,100,5.0003038808792,,7.16805626143547E-8,4.15506433533597E-5,-1.07019399729702E-7,4.15507811747266E-5,-0.147572838265432,1.51574110959579E-8,-1.711005478551E-11,1.51574207530781E-8,-0.0646768438123218,400,25,5,13.4965986394558,-0.269899530623901,9.00105119974154E-5,4370,0,5.9051037,5.9342127,19.912,19.912,,5.9268625,,,,,,,,,,,,,,,,,,,,,,,5.9202233
,27819266.51,6.0234091125,19.912,100,5.0003038808792,,8.548651046689E-8,4.09446486808362E-5,1.20121363492796E-7,4.09448248834827E-5,0.168091011495985,1.51587669143697E-8,-1.52525865366613E-11,1.51587745878612E-8,-0.0576503712488829,400,25,5,13.4965986394558,-0.269899530623901,9.02231570057386E-5,4370,0,6.0090089,6.0367293,19.912,19.912,,6.02995,,,,,,,,,,,,,,,,,,,,,,,6.0234091125
,27819326.99,6.1226275125,19.912,100,5.0003038808792,,7.92220661168398E-8,4.07099272913808E-5,3.17940984501415E-9,4.07099274155353E-5,0.00447475044078128,1.51587517844671E-8,-1.54246729647398E-11,1.51587596320946E-8,-0.0583008659815505,400,25,5,13.4965986394558,-0.269899530623901,9.00895311394811E-5,4370,0,6.1066074,6.13727,19.912,19.912,,6.1294875,,,,,,,,,,,,,,,,,,,,,,,6.1226275125
,27819387.20,6.2223831875,19.912,100,5.0003038808792,,9.27164273552769E-8,3.99375106595548E-5,1.13737709353482E-7,3.99376726155716E-5,0.163171739852045,1.5159560412943E-8,-1.59107997914876E-11,1.51595687625743E-8,-0.0601350776117897,400,25,5,13.4965986394558,-0.269899530623901,9.04056077077439E-5,4370,0,6.2080874,6.2355642,19.912,19.912,,6.2305125,,,,,,,,,,,,,,,,,,,,,,,6.2223831875
,27819448.30,6.3232706875,19.912,100,5.0003038808792,,3.59164018511258E-8,3.9234585095204E-5,-5.6268831012619E-9,3.92345854986977E-5,-0.00821715459773031,1.51587417055579E-8,-1.69431626389189E-11,1.51587511743739E-8,-0.0640403620176926,400,25,5,13.4965986394558,-0.269899530623901,9.01152284214537E-5,4370,0,6.3090901,6.338378,19.912,19.912,,6.3331625,,,,,,,,,,,,,,,,,,,,,,,6.3232706875
,27819506.80,6.417426175,19.912,100,5.0003038808792,,5.56753759330428E-8,3.89127448147144E-5,1.89564905616782E-7,3.89132065482726E-5,0.279116345277932,1.51588909983584E-8,-1.43781679270315E-11,1.51588978171839E-8,-0.0543448786849012,400,25,5,13.4965986394558,-0.269899530623901,9.01858959468783E-5,4370,0,6.400599,6.4286871,19.912,19.912,,6.42775,,,,,,,,,,,,,,,,,,,,,,,6.417426175
,27819568.66,6.5218128375,19.912,100,5.0003038808792,,1.22280892556475E-7,3.82840828639455E-5,9.01348620512915E-8,3.82841889691659E-5,0.134895164103389,1.51597457741453E-8,-1.53660930407659E-11,1.51597535617678E-8,-0.0580756425895288,400,25,5,13.4965986394558,-0.269899530623901,9.01364286790811E-5,4370,0,6.5054049,6.5357485,19.912,19.912,,6.53475,,,,,,,,,,,,,,,,,,,,,,,6.5218128375
,27819613.19,6.6071866875,19.912,100,5.0003038808792,,2.95543915947674E-8,3.8120944423245E-5,1.68952936598202E-7,3.81213188231326E-5,0.253934601249778,1.51608562000098E-8,-1.42007680998883E-11,1.5160862850748E-8,-0.0536674069908258,400,25,5,13.4965986394558,-0.269899530623901,9.04968330587466E-5,4370,0,6.5903392,6.6185308,19.912,19.912,,6.6145125,,,,,,,,,,,,,,,,,,,,,,,6.6071866875
,27819656.66,6.6728636,19.912,100,5.0003038808792,,7.63305864564233E-8,3.77897227334183E-5,1.3239095038174E-7,3.77899546391944E-5,0.200726841077229,1.51590113477218E-8,-1.65414659725301E-11,1.51590203727172E-8,-0.0625209513521554,400,25,5,13.4965986394558,-0.269899530623901,9.02449996954153E-5,4370,0,6.657948,6.6886244,19.912,19.912,,6.679525,,,,,,,,,,,,,,,,,,,,,,,6.6728636
,27819716.90,6.77116995,19.912,100,5.0003038808792,,8.74124196793415E-8,3.72027731471859E-5,-1.40527709709301E-7,3.7203038557061E-5,-0.216424897814306,1.51599964518086E-8,-1.6633617385754E-11,1.51600055770464E-8,-0.062865165887672,400,25,5,13.4965986394558,-0.269899530623901,8.99192866464128E-5,4370,0,6.7564154,6.7841787,19.912,19.912,,6.7768625,,,,,,,,,,,,,,,,,,,,,,,6.77116995
,27819777.61,6.8721397625,19.912,100,5.0003038808792,,6.50319593660414E-8,3.6570747836232E-5,9.62764990722718E-8,3.65708745652266E-5,0.150837066395805,1.51603602140667E-8,-1.57226252828764E-11,1.51603683669363E-8,-0.059420735120284,400,25,5,13.4965986394558,-0.269899530623901,9.00676884498044E-5,4370,0,6.8577504,6.8858066,19.912,19.912,,6.87855,,,,,,,,,,,,,,,,,,,,,,,6.8721397625
,27819835.70,6.9712541,19.912,100,5.0003038808792,,6.85709728244002E-8,3.60526371903313E-5,1.84753979257299E-7,3.60531105788462E-5,0.293613211753861,1.51603670756189E-8,-1.66945442424952E-11,1.51603762676035E-8,-0.0630938904433833,400,25,5,13.4965986394558,-0.269899530623901,9.00188636140565E-5,4370,0,6.9561648,6.9858122,19.912,19.912,,6.9753375,,,,,,,,,,,,,,,,,,,,,,,6.9712541
,27819989.57,6.999661625,19.912,100,5.0003038808792,,5.5880974866772E-8,3.60258049045772E-5,-3.51674565487396E-10,3.60258049062937E-5,-0.000559306542015747,1.51603239885398E-8,-1.44326449729254E-11,1.51603308584851E-8,-0.0545456281124075,400,25,5,13.4965986394558,-0.269899530623901,9.0424238237174E-5,4369,0,6.9979558,7.0011687,19.912,19.912,,7.001625,,,,,,,,,,,,,,,,,,,,,,,6.999661625
,27822307.06,1.98759405,19.898,10000,2.99843713458628,,0.078189334399164,,,,,,,,,,25,1,0,-0.264959082911688,0.00110699273257533,4374,0,1.9855491,1.989639,19.898,19.898,,1.97365,,,,,,,,,,,,,,,,,,,,,,,1.98759405
,27822341.82,1.991296,19.898,10000,2.99843713458628,,0.0784357131791935,,,,,,,,,,25,1,0,-0.264821649236839,0.00110716672458868,4374,0,1.9906012,1.9919908,19.898,19.898,,1.97825,,,,,,,,,,,,,,,,,,,,,,,1.991296
,27822376.32,1.9881886,19.898,10000,2.99843713458628,,0.0785829734285956,,,,,,,,,,25,1,0,-0.259774071618382,0.00110753210781673,4373,0,1.9863166,1.9900606,19.898,19.898,,1.9785,,,,,,,,,,,,,,,,,,,,,,,1.9881886
,27822411.81,1.992494,19.898,10000,2.99843713458628,,0.0785802336888994,,,,,,,,,,25,1,0,-0.266465942815735,0.00110738555300548,4373,0,1.9910369,1.9939511,19.898,19.898,,1.98035,,,,,,,,,,,,,,,,,,,,,,,1.992494
,27822566.87,2.058812625,19.898,500,4.99896444444754,,1.9277265344368E-8,5.16070606066193E-5,2.25680338589336E-6,5.16563826257497E-5,2.50397864393402,1.51669247691591E-8,-1.54298001706118E-10,1.5167709610441E-8,-0.582868277347927,500,25,5,13.4965986394558,-0.266465942815735,0.00018898243713713,4370,0,2.0326829,2.1697545,19.898,19.898,,2.020025,,,,,,,,,,,,,,,,,,,,,,,2.058812625
,27822607.18,2.1141994375,19.898,500,4.99896444444754,,2.5064865569323E-8,5.26701938790607E-5,2.375997429399E-6,5.27237582788097E-5,2.58291043274267,1.5167002638438E-8,-1.54521646848805E-10,1.51677897524238E-8,-0.583710052794231,500,25,5,13.4965986394558,-0.266465942815735,0.000189257911999876,4370,0,2.0980012,2.1290381,19.898,19.898,,2.092275,,,,,,,,,,,,,,,,,,,,,,,2.1141994375
,27822672.86,2.2306617375,19.898,500,4.99896444444754,,2.84364472834212E-8,5.44082669161524E-5,2.63829783892925E-6,5.44721958829106E-5,2.77614096615322,1.51669214487209E-8,-1.54180273666513E-10,1.51677050930079E-8,-0.582423712044033,500,25,5,13.4965986394558,-0.266465942815735,0.000189110409601353,4370,0,2.2085414,2.3060081,19.898,19.898,,2.205975,,,,,,,,,,,,,,,,,,,,,,,2.2306617375
,27822732.74,2.3388884125,19.898,500,4.99896444444754,,1.93113396280564E-8,5.58723256627291E-5,2.840789398626E-6,5.59444980258953E-5,2.91065748744962,1.51671267284552E-8,-1.54409684609454E-10,1.51679126958103E-8,-0.583282369542758,500,25,5,13.4965986394558,-0.266465942815735,0.000189484562026874,4370,0,2.3046696,2.4057693,19.898,19.898,,2.29925,,,,,,,,,,,,,,,,,,,,,,,2.3388884125
,27822795.66,2.4331444375,19.898,500,4.99896444444754,,2.7085639898095E-8,5.74250847513388E-5,2.83070820282288E-6,5.74948107886961E-5,2.82204995988011,1.5166638820413E-8,-1.54281797300874E-10,1.51674235116528E-8,-0.58281805600285,500,25,5,13.4965986394558,-0.266465942815735,0.000189754383487586,4370,0,2.4097183,2.5148273,19.898,19.898,,2.406375,,,,,,,,,,,,,,,,,,,,,,,2.4331444375
,27822856.38,2.5426681375,19.898,500,4.99896444444754,,2.17556102912261E-8,5.87276474039931E-5,2.82094933758623E-6,5.87953597214352E-5,2.75005659798183,1.51666493411641E-8,-1.54503208994621E-10,1.51674362856557E-8,-0.583654002662399,500,25,5,13.4965986394558,-0.266465942815735,0.000190030886241611,4370,0,2.5164728,2.5976877,19.898,19.898,,2.505975,,,,,,,,,,,,,,,,,,,,,,,2.5426681375
,27822915.57,2.6272994,19.898,500,4.99896444444754,,2.91349727480874E-8,5.97750243622649E-5,2.64590163074538E-6,5.98335552424301E-5,2.5345050615323,1.51668105264706E-8,-1.54730210769343E-10,1.51675997766287E-8,-0.584505257586613,500,25,5,13.4965986394558,-0.266465942815735,0.000190323835256099,4374,0,2.6112657,2.651629,19.898,19.898,,2.5992625,,,,,,,,,,,,,,,,,,,,,,,2.6272994
,27822964.32,2.7245306125,19.898,500,4.99896444444754,,3.21469047741146E-8,6.03170480349484E-5,2.36309974147821E-6,6.03633210156503E-5,2.2435851281168,1.51670608962005E-8,-1.54267408620604E-10,1.51678454192551E-8,-0.582747488488508,500,25,5,13.4965986394558,-0.266465942815735,0.000190577724401988,4370,0,2.701263,2.7699521,19.898,19.898,,2.6666375,,,,,,,,,,,,,,,,,,,,,,,2.7245306125
,27823021.89,2.82625175,19.898,500,4.99896444444754,,2.74964397981676E-8,6.06448054978048E-5,1.97039111091833E-6,6.06768067303856E-5,1.86092433093254,1.51670292096242E-8,-1.54819884063862E-10,1.5167819363445E-8,-0.584835549937964,500,25,5,13.4965986394558,-0.266465942815735,0.000190699015572898,4374,0,2.8064673,2.8417144,19.898,19.898,,2.7544625,,,,,,,,,,,,,,,,,,,,,,,2.82625175
,27823080.95,2.909029675,19.898,500,4.99896444444754,,2.19543123975918E-8,6.06261792446983E-5,1.6827221427351E-6,6.06495273157173E-5,1.58987637616833,1.51668534678562E-8,-1.54285944265177E-10,1.51676381901738E-8,-0.582825472649404,500,25,5,13.4965986394558,-0.266465942815735,0.000190492409425839,4374,0,2.8411036,2.9354048,19.898,19.898,,2.8428625,,,,,,,,,,,,,,,,,,,,,,,2.909029675
,27823147.49,3.027364375,19.898,500,4.99896444444754,,2.3674356615883E-8,6.03030005833232E-5,1.28701082544219E-6,6.03167329703548E-5,1.22264389241804,1.51670359283801E-8,-1.54411624805558E-10,1.51678219201917E-8,-0.583293189847495,500,25,5,13.4965986394558,-0.266465942815735,0.000190633744476688,4374,0,3.0092208,3.0471129,19.898,19.898,,2.9705625,,,,,,,,,,,,,,,,,,,,,,,3.027364375
,27823205.09,3.1223784875,19.898,500,4.99896444444754,,2.26602895726342E-8,5.98796378460975E-5,1.07184605932907E-6,5.98892301048752E-5,1.02548545576621,1.51670887658231E-8,-1.54052260212983E-10,1.51678711007588E-8,-0.581933748793233,500,25,5,13.4965986394558,-0.266465942815735,0.000190507313849383,4370,0,3.1097751,3.135195,19.898,19.898,,3.0641,,,,,,,,,,,,,,,,,,,,,,,3.1223784875
,27823263.84,3.22044835,19.898,500,4.99896444444754,,2.05377460433183E-8,5.92925698173281E-5,8.50349465632077E-7,5.92986671836427E-5,0.82165599661251,1.51667928828467E-8,-1.54354012282355E-10,1.51675783008455E-8,-0.583084915398274,500,25,5,13.4965986394558,-0.266465942815735,0.000190305333213078,4374,0,3.2038653,3.2371278,19.898,19.898,,3.158925,,,,,,,,,,,,,,,,,,,,,,,3.22044835
,27823320.15,3.3278428375,19.898,500,4.99896444444754,,1.85808370621273E-8,5.86780870918548E-5,6.72852215600978E-7,5.86819447092829E-5,0.656972722492403,1.51667531689307E-8,-1.54606733852029E-10,1.51675411629381E-8,-0.584041054930594,500,25,5,13.4965986394558,-0.266465942815735,0.000190015467872428,4370,0,3.3013015,3.366796,19.898,19.898,,3.2465375,,,,,,,,,,,,,,,,,,,,,,,3.3278428375
,27823382.14,3.42004435,19.898,500,4.99896444444754,,2.17897415674992E-8,5.79887351731144E-5,5.90746536953043E-7,5.7991744140425E-5,0.583667024414848,1.51669696637956E-8,-1.54333377762494E-10,1.5167754862668E-8,-0.583000177332849,500,25,5,13.4965986394558,-0.266465942815735,0.000190080738968638,4374,0,3.4024165,3.4352608,19.898,19.898,,3.34935,,,,,,,,,,,,,,,,,,,,,,,3.42004435
,27823443.44,3.526805625,19.898,500,4.99896444444754,,2.23288741866176E-8,5.71893673641028E-5,4.39911555120956E-7,5.71910592809981E-5,0.440721405399746,1.51659951255838E-8,-1.54424347978325E-10,1.5166781300872E-8,-0.583381279007369,500,25,5,13.4965986394558,-0.266465942815735,0.000189678833478587,4370,0,3.5084939,3.5721931,19.898,19.898,,3.453775,,,,,,,,,,,,,,,,,,,,,,,3.526805625
,27823501.77,3.6186163375,19.898,500,4.99896444444754,,1.90147329787861E-8,5.64943677395063E-5,3.4640300274889E-7,5.64954297384035E-5,0.351312566781906,1.51642572764604E-8,-1.54036754192805E-10,1.5165039599959E-8,-0.581983819694528,500,25,5,13.4965986394558,-0.266465942815735,0.000189428541952174,4370,0,3.6017027,3.6334653,19.898,19.898,,3.5493125,,,,,,,,,,,,,,,,,,,,,,,3.6186163375
,27823561.09,3.7215388,19.898,500,4.99896444444754,,1.97578803977645E-8,5.57393484860388E-5,3.32858307273705E-7,5.574034234108E-5,0.342148769285384,1.51626845273106E-8,-1.5436668740092E-10,1.51634702871382E-8,-0.583290783311441,500,25,5,13.4965986394558,-0.266465942815735,0.000189256370162957,4370,0,3.7016263,3.7360113,19.898,19.898,,3.6495875,,,,,,,,,,,,,,,,,,,,,,,3.7215388
,27823624.27,3.8297268125,19.898,500,4.99896444444754,,2.41897004936924E-8,5.49337529129518E-5,2.50577742846326E-7,5.49343244093022E-5,0.261350204017586,1.51621896516804E-8,-1.54076671493411E-10,1.51629724874189E-8,-0.582214004003561,500,25,5,13.4965986394558,-0.266465942815735,0.000189280011662372,4370,0,3.8048108,3.8627427,19.898,19.898,,3.750325,,,,,,,,,,,,,,,,,,,,,,,3.8297268125
,27823683.79,3.9199803875,19.898,500,4.99896444444754,,1.59362388496878E-8,5.41912302222213E-5,2.12636521321085E-7,5.41916473941141E-5,0.224817053740886,1.51624676142956E-8,-1.54535706531828E-10,1.51632551069735E-8,-0.583937748764697,500,25,5,13.4965986394558,-0.266465942815735,0.000188914596312722,4370,0,3.9011807,3.9377871,19.898,19.898,,3.8538125,,,,,,,,,,,,,,,,,,,,,,,3.9199803875
,27823743.56,4.0230401125,19.898,500,4.99896444444754,,1.97248881690267E-8,5.34315268679981E-5,2.53770343041266E-7,5.34321294993248E-5,0.272121370065001,1.51623288306994E-8,-1.54116368456541E-10,1.51631120626765E-8,-0.582358652439268,500,25,5,13.4965986394558,-0.266465942815735,0.000188863715694416,4370,0,4.0069795,4.040204,19.898,19.898,,3.9542625,,,,,,,,,,,,,,,,,,,,,,,4.0230401125
,27823803.75,4.1216826,19.898,500,4.99896444444754,,2.23722771402245E-8,5.27540236165084E-5,2.01003490585362E-7,5.27544065470777E-5,0.21830744192347,1.5162576191141E-8,-1.54136270282147E-10,1.51633596126311E-8,-0.582424349074074,500,25,5,13.4965986394558,-0.266465942815735,0.000188480826193025,4370,0,4.1059442,4.1380105,19.898,19.898,,4.0510375,,,,,,,,,,,,,,,,,,,,,,,4.1216826
,27823865.72,4.224313675,19.898,500,4.99896444444754,,2.21737712265237E-8,5.19918944099657E-5,1.91249285761252E-7,5.19922461586949E-5,0.210758380911394,1.5162295606587E-8,-1.54386918512331E-10,1.51630815925436E-8,-0.583382186050301,500,25,5,13.4965986394558,-0.266465942815735,0.000188258801676782,4370,0,4.20895,4.241962,19.898,19.898,,4.1558875,,,,,,,,,,,,,,,,,,,,,,,4.224313675
,27823927.75,4.3329859,19.898,500,4.99896444444754,,2.12685728234638E-8,5.12784103238818E-5,1.90891050840381E-7,5.12787656319619E-5,0.213290563578864,1.51620046582622E-8,-1.5434412990769E-10,1.51627902236891E-8,-0.583231702649357,500,25,5,13.4965986394558,-0.266465942815735,0.000188056821040477,4370,0,4.3137746,4.353642,19.898,19.898,,4.2584,,,,,,,,,,,,,,,,,,,,,,,4.3329859
,27823982.16,4.4202522125,19.898,500,4.99896444444754,,2.3434727655274E-8,5.06658020864106E-5,2.09539024396134E-7,5.06662353807945E-5,0.236957332137833,1.51623137118348E-8,-1.54444771011314E-10,1.51631002860031E-8,-0.583600081470593,500,25,5,13.4965986394558,-0.266465942815735,0.000187749481548085,4370,0,4.403193,4.437717,19.898,19.898,,4.34765,,,,,,,,,,,,,,,,,,,,,,,4.4202522125
,27824064.33,4.5213433,19.898,500,4.99896444444754,,2.62418715538122E-8,4.9964815216715E-5,1.47573454684441E-7,4.99650331488432E-5,0.16922531382317,1.51618296635251E-8,-1.54489786866894E-10,1.51626167213973E-8,-0.583788806843131,500,25,5,13.4965986394558,-0.266465942815735,0.000187929876467533,4370,0,4.5062275,4.5327635,19.898,19.898,,4.52565,,,,,,,,,,,,,,,,,,,,,,,4.5213433
,27824124.10,4.619887175,19.898,500,4.99896444444754,,3.01160037356275E-8,4.93220873960271E-5,1.51787981575765E-7,4.93223209580884E-5,0.176326342391915,1.51621710290176E-8,-1.54232968235151E-10,1.5162955454715E-8,-0.582805282104403,500,25,5,13.4965986394558,-0.266465942815735,0.000187681640723678,4370,0,4.6040349,4.6371069,19.898,19.898,,4.6259875,,,,,,,,,,,,,,,,,,,,,,,4.619887175
