Temperature (K)	Resistance (Ohms)	Timestamp	Current (A)	Count	Delay (s)	StDev (Ohms)	StDev (V)	
30.770500000000	2.632528300940	3779300192.192396640000	0.000010000000	300.000000000000	0.002000000000	0.001781215188	0.000000017812
31.381500000000	2.634919478927	3779300228.444081310000	0.000010000000	300.000000000000	0.002000000000	0.002354789631	0.000000023548
31.986000000000	2.636650873076	3779300264.694579120000	0.000010000000	300.000000000000	0.002000000000	0.002273266125	0.000000022733
32.588000000000	2.638423442477	3779300300.942463870000	0.000010000000	300.000000000000	0.002000000000	0.002286172328	0.000000022862
33.201000000000	2.639957690917	3779300337.244312290000	0.000010000000	300.000000000000	0.002000000000	0.002064064016	0.000000020641
33.831500000000	2.642116283823	3779300373.486980440000	0.000010000000	300.000000000000	0.002000000000	0.002191065352	0.000000021911
34.496500000000	2.643696892240	3779300409.754454610000	0.000010000000	300.000000000000	0.002000000000	0.002737455824	0.000000027375
35.132500000000	2.645533878119	3779300446.003442760000	0.000010000000	300.000000000000	0.002000000000	0.002472730462	0.000000024727
35.711500000000	2.647149412345	3779300482.237684250000	0.000010000000	300.000000000000	0.002000000000	0.002305653664	0.000000023057
36.294000000000	2.648971604989	3779300518.476156710000	0.000010000000	300.000000000000	0.002000000000	0.002139712300	0.000000021397
36.879000000000	2.650844449818	3779300554.709193230000	0.000010000000	300.000000000000	0.002000000000	0.002534023031	0.000000025340
37.473500000000	2.652599843714	3779300590.962419510000	0.000010000000	300.000000000000	0.002000000000	0.002130205960	0.000000021302
38.073000000000	2.654757290657	3779300627.220626830000	0.000010000000	300.000000000000	0.002000000000	0.002211871982	0.000000022119
38.673500000000	2.656514404710	3779300663.455725670000	0.000010000000	300.000000000000	0.002000000000	0.002407406630	0.000000024074
39.276500000000	2.658098720834	3779300699.726291660000	0.000010000000	300.000000000000	0.002000000000	0.002299824116	0.000000022998
39.904500000000	2.660119592595	3779300735.976562500000	0.000010000000	300.000000000000	0.002000000000	0.002015772974	0.000000020158
