Temperature (K)	Resistance (Ohms)	Timestamp	Current (A)	Count	Delay (s)	StDev (Ohms)	StDev (V)	
8.133500000000	2.588453556503	3779298930.949533940000	0.000010000000	300.000000000000	0.002000000000	0.001771530295	0.000000017715
8.336500000000	2.588757281652	3779298962.398873330000	0.000010000000	300.000000000000	0.002000000000	0.002065670281	0.000000020657
8.643500000000	2.589988029285	3779298998.657189370000	0.000010000000	300.000000000000	0.002000000000	0.002298614062	0.000000022986
9.020000000000	2.590514188341	3779299034.906141280000	0.000010000000	300.000000000000	0.002000000000	0.002367703439	0.000000023677
9.504500000000	2.591620611687	3779299071.160683630000	0.000010000000	300.000000000000	0.002000000000	0.001871606847	0.000000018716
10.035000000000	2.593020411344	3779299104.789876460000	0.000010000000	300.000000000000	0.002000000000	0.002568623593	0.000000025686
10.785000000000	2.594700899863	3779299141.069429870000	0.000010000000	300.000000000000	0.002000000000	0.002243575139	0.000000022436
11.925000000000	2.597175202633	3779299177.306954380000	0.000010000000	300.000000000000	0.002000000000	0.002228255089	0.000000022283
12.790500000000	2.598684177428	3779299213.570428370000	0.000010000000	300.000000000000	0.002000000000	0.001910826302	0.000000019108
13.837500000000	2.600683112784	3779299249.797239300000	0.000010000000	300.000000000000	0.002000000000	0.002381649893	0.000000023816
14.768000000000	2.602103745933	3779299286.041272640000	0.000010000000	300.000000000000	0.002000000000	0.001935224570	0.000000019352
15.561000000000	2.603763198446	3779299322.284117220000	0.000010000000	300.000000000000	0.002000000000	0.001669482771	0.000000016695
16.301000000000	2.604752156913	3779299358.524884220000	0.000010000000	300.000000000000	0.002000000000	0.002024522160	0.000000020245
16.996000000000	2.603992769461	3779299394.764971730000	0.000010000000	300.000000000000	0.002000000000	0.002306088961	0.000000023061
17.702000000000	2.603937691674	3779299430.994555470000	0.000010000000	300.000000000000	0.002000000000	0.002095791576	0.000000020958
18.346500000000	2.604826053357	3779299467.236029620000	0.000010000000	300.000000000000	0.002000000000	0.001975030905	0.000000019750
18.988000000000	2.605276041625	3779299503.468838690000	0.000010000000	300.000000000000	0.002000000000	0.002383441603	0.000000023834
19.629500000000	2.606752105445	3779299539.709284780000	0.000010000000	300.000000000000	0.002000000000	0.002088214327	0.000000020882
20.267500000000	2.607195008750	3779299575.954982280000	0.000010000000	300.000000000000	0.002000000000	0.002105732450	0.000000021057
20.920500000000	2.608050391549	3779299612.193081850000	0.000010000000	300.000000000000	0.002000000000	0.002284783384	0.000000022848
21.517500000000	2.609540315461	3779299648.440222740000	0.000010000000	300.000000000000	0.002000000000	0.001777914855	0.000000017779
22.137000000000	2.611109373902	3779299684.712669370000	0.000010000000	300.000000000000	0.002000000000	0.002244169697	0.000000022442
22.740000000000	2.612025956599	3779299720.953045370000	0.000010000000	300.000000000000	0.002000000000	0.001963681015	0.000000019637
23.325000000000	2.613682757631	3779299757.201713560000	0.000010000000	300.000000000000	0.002000000000	0.001682846984	0.000000016828
23.890000000000	2.614935605379	3779299793.450210570000	0.000010000000	300.000000000000	0.002000000000	0.002244725609	0.000000022447
24.529000000000	2.616700162131	3779299829.690648080000	0.000010000000	300.000000000000	0.002000000000	0.001892388594	0.000000018924
25.131500000000	2.618521262775	3779299865.921358110000	0.000010000000	300.000000000000	0.002000000000	0.002432654583	0.000000024327
25.759000000000	2.619929709908	3779299902.166795730000	0.000010000000	300.000000000000	0.002000000000	0.001877194520	0.000000018772
26.383000000000	2.621635350200	3779299938.414285660000	0.000010000000	300.000000000000	0.002000000000	0.001731114790	0.000000017311
27.013000000000	2.623397940624	3779299974.680322650000	0.000010000000	300.000000000000	0.002000000000	0.002656855579	0.000000026569
27.702000000000	2.624858421162	3779300010.951747890000	0.000010000000	300.000000000000	0.002000000000	0.002135627501	0.000000021356
28.337500000000	2.626045927173	3779300047.206137660000	0.000010000000	300.000000000000	0.002000000000	0.002741946549	0.000000027419
28.943500000000	2.627984783733	3779300083.467655180000	0.000010000000	300.000000000000	0.002000000000	0.002098669573	0.000000020987
29.547000000000	2.629836807197	3779300119.708804130000	0.000010000000	300.000000000000	0.002000000000	0.001878017079	0.000000018780
30.154000000000	2.631222267761	3779300155.946510310000	0.000010000000	300.000000000000	0.002000000000	0.002049613052	0.000000020496
